,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
,,,,,,,,,,,,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,
league,season,team,game,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1718,Liverpool,2018-02-11 Southampton-Liverpool,2018-02-11,Matchweek 27,Sun,Away,W,2,0,Southampton,2,0,0,8,5,0,9,11,9,0,0,0,66,19,21,47.5,16:30:00
ENG-Premier League,1718,Liverpool,2018-02-24 Liverpool-West Ham,2018-02-24,Matchweek 28,Sat,Home,W,4,1,West Ham,0,0,0,7,7,1,25,8,21,0,0,0,71,18,17,51.4,15:00:00
ENG-Premier League,1718,Liverpool,2018-03-03 Liverpool-Newcastle Utd,2018-03-03,Matchweek 29,Sat,Home,W,2,0,Newcastle Utd,0,0,0,7,8,4,16,12,18,0,0,0,66,29,21,58.0,17:30:00
ENG-Premier League,1718,Liverpool,2018-03-10 Manchester Utd-Liverpool,2018-03-10,Matchweek 30,Sat,Away,L,1,2,Manchester Utd,1,0,0,16,9,0,33,7,10,0,0,0,58,13,22,37.1,12:30:00
ENG-Premier League,1718,Liverpool,2018-03-17 Liverpool-Watford,2018-03-17,Matchweek 31,Sat,Home,W,5,0,Watford,1,0,0,5,4,6,13,8,13,0,0,0,63,17,20,45.9,17:30:00
ENG-Premier League,1718,Liverpool,2018-03-31 Crystal Palace-Liverpool,2018-03-31,Matchweek 32,Sat,Away,W,2,1,Crystal Palace,2,0,0,8,6,1,29,9,12,0,1,0,66,17,17,50.0,12:30:00
ENG-Premier League,1718,Liverpool,2018-04-07 Everton-Liverpool,2018-04-07,Matchweek 33,Sat,Away,D,0,0,Everton,0,0,0,7,12,1,17,5,8,0,0,0,47,23,25,47.9,12:30:00
ENG-Premier League,1718,Liverpool,2018-04-14 Liverpool-Bournemouth,2018-04-14,Matchweek 34,Sat,Home,W,3,0,Bournemouth,1,0,0,9,8,4,20,10,18,0,0,0,60,11,10,52.4,17:30:00
ENG-Premier League,1718,Liverpool,2018-04-21 West Brom-Liverpool,2018-04-21,Matchweek 35,Sat,Away,D,2,2,West Brom,1,0,0,5,11,2,13,7,7,0,0,0,44,13,17,43.3,12:30:00
ENG-Premier League,1718,Liverpool,2018-04-28 Liverpool-Stoke City,2018-04-28,Matchweek 36,Sat,Home,D,0,0,Stoke City,1,0,0,7,13,2,29,6,2,0,0,0,59,17,28,37.8,12:30:00
ENG-Premier League,1718,Liverpool,2018-05-06 Chelsea-Liverpool,2018-05-06,Matchweek 37,Sun,Away,L,0,1,Chelsea,2,0,0,9,11,0,22,14,6,0,0,0,56,18,20,47.4,16:30:00
ENG-Premier League,1718,Liverpool,2018-05-13 Liverpool-Brighton,2018-05-13,Matchweek 38,Sun,Home,W,4,0,Brighton,0,0,0,3,4,1,18,9,7,0,0,0,62,16,10,61.5,15:00:00
ENG-Premier League,1718,Manchester City,2017-08-12 Brighton-Manchester City,2017-08-12,Matchweek 1,Sat,Away,W,2,0,Brighton,2,0,0,9,6,1,27,9,6,0,0,0,41,13,13,50.0,17:30:00
ENG-Premier League,1718,Manchester City,2017-08-21 Manchester City-Everton,2017-08-21,Matchweek 2,Mon,Home,D,1,1,Everton,3,1,1,7,8,0,24,10,8,0,0,0,48,22,12,64.7,20:00:00
ENG-Premier League,1718,Manchester City,2017-08-26 Bournemouth-Manchester City,2017-08-26,Matchweek 3,Sat,Away,W,2,1,Bournemouth,6,1,1,14,13,3,27,12,8,0,0,0,57,23,13,63.9,12:30:00
ENG-Premier League,1718,Manchester City,2017-09-09 Manchester City-Liverpool,2017-09-09,Matchweek 4,Sat,Home,W,5,0,Liverpool,2,0,0,10,9,5,19,12,10,0,0,0,52,9,4,69.2,12:30:00
ENG-Premier League,1718,Manchester City,2017-09-16 Watford-Manchester City,2017-09-16,Matchweek 5,Sat,Away,W,6,0,Watford,0,0,0,6,8,0,26,10,13,1,0,0,49,14,11,56.0,15:00:00
ENG-Premier League,1718,Manchester City,2017-09-23 Manchester City-Crystal Palace,2017-09-23,Matchweek 6,Sat,Home,W,5,0,Crystal Palace,3,0,0,6,6,0,24,11,3,0,0,0,59,9,10,47.4,15:00:00
ENG-Premier League,1718,Manchester City,2017-09-30 Chelsea-Manchester City,2017-09-30,Matchweek 7,Sat,Away,W,1,0,Chelsea,2,0,0,13,8,0,20,11,17,0,0,0,61,17,7,70.8,17:30:00
ENG-Premier League,1718,Manchester City,2017-10-14 Manchester City-Stoke City,2017-10-14,Matchweek 8,Sat,Home,W,7,2,Stoke City,0,0,0,5,8,2,14,10,11,0,0,1,46,18,7,72.0,15:00:00
ENG-Premier League,1718,Manchester City,2017-10-21 Manchester City-Burnley,2017-10-21,Matchweek 9,Sat,Home,W,3,0,Burnley,2,0,0,10,6,1,17,5,5,1,0,0,53,12,6,66.7,15:00:00
ENG-Premier League,1718,Manchester City,2017-10-28 West Brom-Manchester City,2017-10-28,Matchweek 10,Sat,Away,W,3,2,West Brom,3,0,0,7,10,1,10,10,11,0,0,0,62,17,11,60.7,15:00:00
ENG-Premier League,1718,Manchester City,2017-11-05 Manchester City-Arsenal,2017-11-05,Matchweek 11,Sun,Home,W,3,1,Arsenal,1,0,0,15,15,3,13,14,12,1,0,0,60,5,4,55.6,14:15:00
ENG-Premier League,1718,Manchester City,2017-11-18 Leicester City-Manchester City,2017-11-18,Matchweek 12,Sat,Away,W,2,0,Leicester City,1,0,0,10,8,1,14,9,10,0,0,0,53,13,11,54.2,15:00:00
ENG-Premier League,1718,Manchester City,2017-11-26 Huddersfield-Manchester City,2017-11-26,Matchweek 13,Sun,Away,W,2,1,Huddersfield,3,0,0,10,10,3,16,6,15,1,0,1,57,11,19,36.7,16:00:00
ENG-Premier League,1718,Manchester City,2017-11-29 Manchester City-Southampton,2017-11-29,Matchweek 14,Wed,Home,W,2,1,Southampton,1,0,0,12,11,1,21,9,8,0,0,0,71,19,12,61.3,20:00:00
ENG-Premier League,1718,Manchester City,2017-12-03 Manchester City-West Ham,2017-12-03,Matchweek 15,Sun,Home,W,2,1,West Ham,2,0,0,5,7,2,28,6,18,0,0,0,58,16,15,51.6,16:00:00
ENG-Premier League,1718,Manchester City,2017-12-10 Manchester Utd-Manchester City,2017-12-10,Matchweek 16,Sun,Away,W,2,1,Manchester Utd,2,0,0,10,15,0,10,9,12,0,0,0,58,18,13,58.1,16:30:00
ENG-Premier League,1718,Manchester City,2017-12-13 Swansea City-Manchester City,2017-12-13,Matchweek 17,Wed,Away,W,4,0,Swansea City,0,0,0,6,11,1,16,2,14,0,0,0,51,11,10,52.4,19:45:00
ENG-Premier League,1718,Manchester City,2017-12-16 Manchester City-Tottenham,2017-12-16,Matchweek 18,Sat,Home,W,4,1,Tottenham,2,0,0,13,19,4,11,11,11,1,0,0,52,3,6,33.3,17:30:00
ENG-Premier League,1718,Manchester City,2017-12-23 Manchester City-Bournemouth,2017-12-23,Matchweek 19,Sat,Home,W,4,0,Bournemouth,0,0,0,8,7,4,18,9,16,0,0,0,49,12,10,54.5,15:00:00
ENG-Premier League,1718,Manchester City,2017-12-27 Newcastle Utd-Manchester City,2017-12-27,Matchweek 20,Wed,Away,W,1,0,Newcastle Utd,0,0,0,6,9,4,15,11,9,0,0,0,60,15,22,40.5,19:45:00
ENG-Premier League,1718,Manchester City,2017-12-31 Crystal Palace-Manchester City,2017-12-31,Matchweek 21,Sun,Away,D,0,0,Crystal Palace,4,0,0,11,14,2,20,7,11,0,1,0,44,16,15,51.6,12:00:00
ENG-Premier League,1718,Manchester City,2018-01-02 Manchester City-Watford,2018-01-02,Matchweek 22,Tue,Home,W,3,1,Watford,1,0,0,8,12,1,21,7,7,0,0,0,66,6,5,54.5,20:00:00
ENG-Premier League,1718,Manchester City,2018-01-14 Liverpool-Manchester City,2018-01-14,Matchweek 23,Sun,Away,L,3,4,Liverpool,3,0,0,7,10,3,13,11,11,0,0,0,64,22,4,84.6,16:00:00
ENG-Premier League,1718,Manchester City,2018-01-20 Manchester City-Newcastle Utd,2018-01-20,Matchweek 24,Sat,Home,W,3,1,Newcastle Utd,0,0,0,5,10,4,32,5,9,1,0,0,54,16,15,51.6,17:30:00
ENG-Premier League,1718,Manchester City,2018-01-31 Manchester City-West Brom,2018-01-31,Matchweek 25,Wed,Home,W,3,0,West Brom,1,0,0,10,10,0,20,8,13,0,0,0,68,14,10,58.3,20:00:00
ENG-Premier League,1718,Manchester City,2018-02-03 Burnley-Manchester City,2018-02-03,Matchweek 26,Sat,Away,D,1,1,Burnley,1,0,0,6,8,0,16,12,6,0,0,0,47,13,15,46.4,12:30:00
ENG-Premier League,1718,Manchester City,2018-02-10 Manchester City-Leicester City,2018-02-10,Matchweek 27,Sat,Home,W,5,1,Leicester City,2,0,0,10,12,1,18,8,8,0,0,0,71,10,17,37.0,17:30:00
ENG-Premier League,1718,Manchester City,2018-03-01 Arsenal-Manchester City,2018-03-01,Matchweek 28,Thu,Away,W,3,0,Arsenal,1,0,0,11,11,1,3,15,5,0,1,0,67,9,6,60.0,19:45:00
ENG-Premier League,1718,Manchester City,2018-03-04 Manchester City-Chelsea,2018-03-04,Matchweek 29,Sun,Home,W,1,0,Chelsea,2,0,0,8,8,2,19,8,8,0,0,0,61,5,8,38.5,16:00:00
ENG-Premier League,1718,Manchester City,2018-03-12 Stoke City-Manchester City,2018-03-12,Matchweek 30,Mon,Away,W,2,0,Stoke City,0,0,0,8,6,4,10,4,11,0,0,0,57,15,13,53.6,20:00:00
ENG-Premier League,1718,Manchester City,2018-03-31 Everton-Manchester City,2018-03-31,Matchweek 32,Sat,Away,W,3,1,Everton,0,0,0,8,10,3,12,4,6,0,0,0,44,10,12,45.5,17:30:00
ENG-Premier League,1718,Manchester City,2018-04-07 Manchester City-Manchester Utd,2018-04-07,Matchweek 33,Sat,Home,L,2,3,Manchester Utd,6,0,0,17,8,0,16,7,6,0,0,0,46,10,10,50.0,17:30:00
ENG-Premier League,1718,Manchester City,2018-04-14 Tottenham-Manchester City,2018-04-14,Matchweek 34,Sat,Away,W,3,1,Tottenham,4,0,0,12,11,1,12,14,9,1,0,0,51,13,8,61.9,19:45:00
ENG-Premier League,1718,Manchester City,2018-04-22 Manchester City-Swansea City,2018-04-22,Matchweek 35,Sun,Home,W,5,0,Swansea City,0,0,0,6,7,4,19,11,10,1,0,0,55,10,14,41.7,16:30:00
ENG-Premier League,1718,Manchester City,2018-04-29 West Ham-Manchester City,2018-04-29,Matchweek 36,Sun,Away,W,4,1,West Ham,1,0,0,11,4,1,13,11,11,0,0,0,67,12,5,70.6,14:15:00
ENG-Premier League,1718,Manchester City,2018-05-06 Manchester City-Huddersfield,2018-05-06,Matchweek 37,Sun,Home,D,0,0,Huddersfield,0,0,0,9,4,1,37,10,12,0,0,0,45,15,19,44.1,13:30:00
ENG-Premier League,1718,Manchester City,2018-05-09 Manchester City-Brighton,2018-05-09,Matchweek 31,Wed,Home,W,3,1,Brighton,0,0,0,5,7,1,13,14,12,0,0,0,56,21,10,67.7,20:00:00
ENG-Premier League,1718,Manchester City,2018-05-13 Southampton-Manchester City,2018-05-13,Matchweek 38,Sun,Away,W,1,0,Southampton,2,0,0,10,8,2,27,4,9,0,0,0,44,18,16,52.9,15:00:00
ENG-Premier League,1718,Manchester Utd,2017-08-13 Manchester Utd-West Ham,2017-08-13,Matchweek 1,Sun,Home,W,4,0,West Ham,2,0,0,19,7,1,20,11,8,0,0,0,56,21,13,61.8,16:00:00
ENG-Premier League,1718,Manchester Utd,2017-08-19 Swansea City-Manchester Utd,2017-08-19,Matchweek 2,Sat,Away,W,4,0,Swansea City,1,0,0,11,12,0,20,17,11,0,0,0,56,11,19,36.7,12:30:00
ENG-Premier League,1718,Manchester Utd,2017-08-26 Manchester Utd-Leicester City,2017-08-26,Matchweek 3,Sat,Home,W,2,0,Leicester City,1,0,0,8,6,2,38,8,8,0,0,0,59,22,23,48.9,17:30:00
ENG-Premier League,1718,Manchester Utd,2017-09-09 Stoke City-Manchester Utd,2017-09-09,Matchweek 4,Sat,Away,D,2,2,Stoke City,0,0,0,10,9,4,30,8,7,0,0,0,37,16,13,55.2,17:30:00
ENG-Premier League,1718,Manchester Utd,2017-09-17 Manchester Utd-Everton,2017-09-17,Matchweek 5,Sun,Home,W,4,0,Everton,1,0,0,15,13,2,28,15,10,0,0,0,66,14,8,63.6,16:00:00
ENG-Premier League,1718,Manchester Utd,2017-09-23 Southampton-Manchester Utd,2017-09-23,Matchweek 6,Sat,Away,W,1,0,Southampton,4,0,0,9,12,2,9,12,9,0,0,0,52,17,6,73.9,15:00:00
ENG-Premier League,1718,Manchester Utd,2017-09-30 Manchester Utd-Crystal Palace,2017-09-30,Matchweek 7,Sat,Home,W,4,0,Crystal Palace,0,0,0,6,8,2,19,11,7,0,0,0,63,16,8,66.7,15:00:00
ENG-Premier League,1718,Manchester Utd,2017-10-14 Liverpool-Manchester Utd,2017-10-14,Matchweek 8,Sat,Away,D,0,0,Liverpool,2,0,0,13,7,1,14,12,12,0,0,0,49,11,11,50.0,12:30:00
ENG-Premier League,1718,Manchester Utd,2017-10-21 Huddersfield-Manchester Utd,2017-10-21,Matchweek 9,Sat,Away,L,1,2,Huddersfield,2,0,0,12,10,3,30,10,8,0,0,0,57,15,14,51.7,15:00:00
ENG-Premier League,1718,Manchester Utd,2017-10-28 Manchester Utd-Tottenham,2017-10-28,Matchweek 10,Sat,Home,W,1,0,Tottenham,1,0,0,12,14,2,24,15,4,0,0,0,65,16,12,57.1,12:30:00
ENG-Premier League,1718,Manchester Utd,2017-11-05 Chelsea-Manchester Utd,2017-11-05,Matchweek 11,Sun,Away,L,0,1,Chelsea,3,0,0,20,16,0,21,14,5,0,0,0,47,19,15,55.9,16:30:00
ENG-Premier League,1718,Manchester Utd,2017-11-18 Manchester Utd-Newcastle Utd,2017-11-18,Matchweek 12,Sat,Home,W,4,1,Newcastle Utd,1,0,0,10,9,1,37,5,12,0,0,0,52,14,13,51.9,17:30:00
ENG-Premier League,1718,Manchester Utd,2017-11-25 Manchester Utd-Brighton,2017-11-25,Matchweek 13,Sat,Home,W,1,0,Brighton,0,0,0,9,9,2,27,14,7,0,0,0,71,14,14,50.0,15:00:00
ENG-Premier League,1718,Manchester Utd,2017-11-28 Watford-Manchester Utd,2017-11-28,Matchweek 14,Tue,Away,W,4,2,Watford,1,0,0,10,12,0,10,10,10,0,1,0,56,15,16,48.4,20:00:00
ENG-Premier League,1718,Manchester Utd,2017-12-02 Arsenal-Manchester Utd,2017-12-02,Matchweek 15,Sat,Away,W,3,1,Arsenal,2,1,0,10,10,0,4,14,7,0,0,0,50,24,11,68.6,17:30:00
ENG-Premier League,1718,Manchester Utd,2017-12-10 Manchester Utd-Manchester City,2017-12-10,Matchweek 16,Sun,Home,L,1,2,Manchester City,4,0,0,16,10,4,6,19,16,0,0,0,56,13,18,41.9,16:30:00
ENG-Premier League,1718,Manchester Utd,2017-12-13 Manchester Utd-Bournemouth,2017-12-13,Matchweek 17,Wed,Home,W,1,0,Bournemouth,1,0,0,14,12,2,17,16,10,0,0,0,63,9,11,45.0,20:00:00
ENG-Premier League,1718,Manchester Utd,2017-12-17 West Brom-Manchester Utd,2017-12-17,Matchweek 18,Sun,Away,W,2,1,West Brom,3,0,0,7,13,1,12,17,7,0,0,0,47,13,8,61.9,14:15:00
ENG-Premier League,1718,Manchester Utd,2017-12-23 Leicester City-Manchester Utd,2017-12-23,Matchweek 19,Sat,Away,D,2,2,Leicester City,2,0,0,8,18,5,21,13,12,0,0,0,59,14,7,66.7,19:45:00
ENG-Premier League,1718,Manchester Utd,2017-12-26 Manchester Utd-Burnley,2017-12-26,Matchweek 20,Tue,Home,D,2,2,Burnley,3,0,0,10,13,0,50,5,11,0,0,0,56,32,19,62.7,15:00:00
ENG-Premier League,1718,Manchester Utd,2017-12-30 Manchester Utd-Southampton,2017-12-30,Matchweek 21,Sat,Home,D,0,0,Southampton,2,0,0,12,12,1,34,6,12,0,0,0,62,21,13,61.8,17:30:00
ENG-Premier League,1718,Manchester Utd,2018-01-01 Everton-Manchester Utd,2018-01-01,Matchweek 22,Mon,Away,W,2,0,Everton,0,0,0,10,10,1,7,5,8,0,0,0,56,17,12,58.6,17:30:00
ENG-Premier League,1718,Manchester Utd,2018-01-15 Manchester Utd-Stoke City,2018-01-15,Matchweek 23,Mon,Home,W,3,0,Stoke City,2,0,0,14,10,4,12,11,10,0,0,0,49,9,14,39.1,20:00:00
ENG-Premier League,1718,Manchester Utd,2018-01-20 Burnley-Manchester Utd,2018-01-20,Matchweek 24,Sat,Away,W,1,0,Burnley,3,0,0,13,6,2,18,18,6,0,0,0,66,34,12,73.9,15:00:00
ENG-Premier League,1718,Manchester Utd,2018-01-31 Tottenham-Manchester Utd,2018-01-31,Matchweek 25,Wed,Away,L,0,2,Tottenham,2,0,0,13,10,9,12,15,15,0,0,1,62,15,10,60.0,20:00:00
ENG-Premier League,1718,Manchester Utd,2018-02-03 Manchester Utd-Huddersfield,2018-02-03,Matchweek 26,Sat,Home,W,2,0,Huddersfield,2,0,0,5,19,4,17,10,9,1,0,0,58,14,18,43.8,15:00:00
ENG-Premier League,1718,Manchester Utd,2018-02-11 Newcastle Utd-Manchester Utd,2018-02-11,Matchweek 27,Sun,Away,L,0,1,Newcastle Utd,2,0,0,15,12,2,25,11,9,0,0,0,59,19,22,46.3,14:15:00
ENG-Premier League,1718,Manchester Utd,2018-02-25 Manchester Utd-Chelsea,2018-02-25,Matchweek 28,Sun,Home,W,2,1,Chelsea,2,0,0,13,12,1,18,18,14,0,0,0,61,13,9,59.1,14:05:00
ENG-Premier League,1718,Manchester Utd,2018-03-05 Crystal Palace-Manchester Utd,2018-03-05,Matchweek 29,Mon,Away,W,3,2,Crystal Palace,3,0,0,8,10,2,18,5,6,0,0,0,63,21,22,48.8,20:00:00
ENG-Premier League,1718,Manchester Utd,2018-03-10 Manchester Utd-Liverpool,2018-03-10,Matchweek 30,Sat,Home,W,2,1,Liverpool,2,0,0,10,16,3,6,25,15,0,0,1,52,22,13,62.9,12:30:00
ENG-Premier League,1718,Manchester Utd,2018-03-31 Manchester Utd-Swansea City,2018-03-31,Matchweek 32,Sat,Home,W,2,0,Swansea City,0,0,0,5,13,5,19,13,12,0,0,0,53,11,4,73.3,15:00:00
ENG-Premier League,1718,Manchester Utd,2018-04-07 Manchester City-Manchester Utd,2018-04-07,Matchweek 33,Sat,Away,W,3,2,Manchester City,3,0,0,9,17,2,13,22,6,0,0,0,46,10,10,50.0,17:30:00
ENG-Premier League,1718,Manchester Utd,2018-04-15 Manchester Utd-West Brom,2018-04-15,Matchweek 34,Sun,Home,L,0,1,West Brom,1,0,0,8,13,4,22,10,6,0,0,0,60,15,14,51.7,16:00:00
ENG-Premier League,1718,Manchester Utd,2018-04-18 Bournemouth-Manchester Utd,2018-04-18,Matchweek 35,Wed,Away,W,2,0,Bournemouth,1,0,0,8,8,3,17,16,16,0,0,0,52,22,18,55.0,19:45:00
ENG-Premier League,1718,Manchester Utd,2018-04-29 Manchester Utd-Arsenal,2018-04-29,Matchweek 36,Sun,Home,W,2,1,Arsenal,0,0,0,12,6,2,34,13,10,0,0,0,58,5,6,45.5,16:30:00
ENG-Premier League,1718,Manchester Utd,2018-05-04 Brighton-Manchester Utd,2018-05-04,Matchweek 37,Fri,Away,L,0,1,Brighton,0,0,0,3,5,2,16,12,5,0,0,0,53,15,15,50.0,20:00:00
ENG-Premier League,1718,Manchester Utd,2018-05-10 West Ham-Manchester Utd,2018-05-10,Matchweek 31,Thu,Away,D,0,0,West Ham,1,0,0,12,12,2,14,7,11,0,0,0,44,18,9,66.7,19:45:00
ENG-Premier League,1718,Manchester Utd,2018-05-13 Manchester Utd-Watford,2018-05-13,Matchweek 38,Sun,Home,W,1,0,Watford,4,0,0,6,11,5,14,18,18,0,0,0,62,10,13,43.5,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-08-13 Newcastle Utd-Tottenham,2017-08-13,Matchweek 1,Sun,Home,L,0,2,Tottenham,1,1,0,6,9,2,19,8,9,0,0,0,43,14,15,48.3,13:30:00
ENG-Premier League,1718,Newcastle Utd,2017-08-20 Huddersfield-Newcastle Utd,2017-08-20,Matchweek 2,Sun,Away,L,0,1,Huddersfield,4,0,0,10,12,5,14,7,13,0,0,0,47,11,23,32.4,13:30:00
ENG-Premier League,1718,Newcastle Utd,2017-08-26 Newcastle Utd-West Ham,2017-08-26,Matchweek 3,Sat,Home,W,3,0,West Ham,1,0,0,17,10,0,21,15,12,0,0,0,46,24,16,60.0,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-09-10 Swansea City-Newcastle Utd,2017-09-10,Matchweek 4,Sun,Away,W,1,0,Swansea City,3,0,0,15,11,0,19,11,15,0,0,0,51,16,21,43.2,16:00:00
ENG-Premier League,1718,Newcastle Utd,2017-09-16 Newcastle Utd-Stoke City,2017-09-16,Matchweek 5,Sat,Home,W,2,1,Stoke City,3,0,0,13,11,2,18,10,14,0,0,0,44,22,21,51.2,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-09-24 Brighton-Newcastle Utd,2017-09-24,Matchweek 6,Sun,Away,L,0,1,Brighton,1,0,0,8,6,0,20,12,10,0,0,0,38,20,32,38.5,16:00:00
ENG-Premier League,1718,Newcastle Utd,2017-10-01 Newcastle Utd-Liverpool,2017-10-01,Matchweek 7,Sun,Home,D,1,1,Liverpool,1,0,0,11,6,1,10,13,10,0,0,0,48,16,20,44.4,16:30:00
ENG-Premier League,1718,Newcastle Utd,2017-10-15 Southampton-Newcastle Utd,2017-10-15,Matchweek 8,Sun,Away,D,2,2,Southampton,2,0,0,12,11,0,26,6,9,0,1,0,51,18,27,40.0,16:00:00
ENG-Premier League,1718,Newcastle Utd,2017-10-21 Newcastle Utd-Crystal Palace,2017-10-21,Matchweek 9,Sat,Home,W,1,0,Crystal Palace,4,0,0,12,14,0,17,6,12,0,0,0,55,23,27,46.0,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-10-30 Burnley-Newcastle Utd,2017-10-30,Matchweek 10,Mon,Away,L,0,1,Burnley,0,0,0,10,7,1,16,12,6,0,0,0,56,28,24,53.8,20:00:00
ENG-Premier League,1718,Newcastle Utd,2017-11-04 Newcastle Utd-Bournemouth,2017-11-04,Matchweek 11,Sat,Home,L,0,1,Bournemouth,2,0,0,11,12,5,26,12,12,0,0,0,45,30,36,45.5,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-11-18 Manchester Utd-Newcastle Utd,2017-11-18,Matchweek 12,Sat,Away,L,1,4,Manchester Utd,1,0,0,9,10,1,12,9,13,0,0,0,43,13,14,48.1,17:30:00
ENG-Premier League,1718,Newcastle Utd,2017-11-25 Newcastle Utd-Watford,2017-11-25,Matchweek 13,Sat,Home,L,0,3,Watford,1,0,0,8,13,4,24,21,8,0,0,1,64,28,23,54.9,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-11-28 West Brom-Newcastle Utd,2017-11-28,Matchweek 14,Tue,Away,D,2,2,West Brom,0,0,0,12,12,2,21,7,16,0,0,0,68,26,27,49.1,20:00:00
ENG-Premier League,1718,Newcastle Utd,2017-12-02 Chelsea-Newcastle Utd,2017-12-02,Matchweek 15,Sat,Away,L,1,3,Chelsea,1,0,0,13,8,1,11,13,10,0,1,0,53,10,20,33.3,12:30:00
ENG-Premier League,1718,Newcastle Utd,2017-12-09 Newcastle Utd-Leicester City,2017-12-09,Matchweek 16,Sat,Home,L,2,3,Leicester City,2,0,0,10,8,1,12,10,15,0,0,1,53,33,24,57.9,17:30:00
ENG-Premier League,1718,Newcastle Utd,2017-12-13 Newcastle Utd-Everton,2017-12-13,Matchweek 17,Wed,Home,L,0,1,Everton,3,1,1,10,11,2,24,10,10,0,0,0,58,33,36,47.8,19:45:00
ENG-Premier League,1718,Newcastle Utd,2017-12-16 Arsenal-Newcastle Utd,2017-12-16,Matchweek 18,Sat,Away,L,0,1,Arsenal,1,0,0,9,12,2,14,14,12,0,0,0,61,38,25,60.3,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-12-23 West Ham-Newcastle Utd,2017-12-23,Matchweek 19,Sat,Away,W,3,2,West Ham,1,0,0,12,9,0,14,8,15,0,1,0,43,31,36,46.3,15:00:00
ENG-Premier League,1718,Newcastle Utd,2017-12-27 Newcastle Utd-Manchester City,2017-12-27,Matchweek 20,Wed,Home,L,0,1,Manchester City,1,0,0,11,4,4,6,11,5,0,0,0,43,22,15,59.5,19:45:00
ENG-Premier League,1718,Newcastle Utd,2017-12-30 Newcastle Utd-Brighton,2017-12-30,Matchweek 21,Sat,Home,D,0,0,Brighton,2,0,0,11,10,1,19,9,8,0,0,0,60,28,31,47.5,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-01-01 Stoke City-Newcastle Utd,2018-01-01,Matchweek 22,Mon,Away,W,1,0,Stoke City,1,0,0,11,10,0,12,12,12,0,0,0,55,28,30,48.3,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-01-13 Newcastle Utd-Swansea City,2018-01-13,Matchweek 23,Sat,Home,D,1,1,Swansea City,0,0,0,11,10,2,15,8,16,0,0,0,55,22,40,35.5,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-01-20 Manchester City-Newcastle Utd,2018-01-20,Matchweek 24,Sat,Away,L,1,3,Manchester City,1,0,0,10,4,2,7,19,13,0,1,0,34,15,16,48.4,17:30:00
ENG-Premier League,1718,Newcastle Utd,2018-01-31 Newcastle Utd-Burnley,2018-01-31,Matchweek 25,Wed,Home,D,1,1,Burnley,1,0,0,15,14,2,19,9,10,1,0,1,53,41,31,56.9,19:45:00
ENG-Premier League,1718,Newcastle Utd,2018-02-04 Crystal Palace-Newcastle Utd,2018-02-04,Matchweek 26,Sun,Away,D,1,1,Crystal Palace,1,0,0,8,11,3,18,17,7,0,1,0,59,17,30,36.2,14:15:00
ENG-Premier League,1718,Newcastle Utd,2018-02-11 Newcastle Utd-Manchester Utd,2018-02-11,Matchweek 27,Sun,Home,W,1,0,Manchester Utd,0,0,0,12,12,2,8,12,13,0,0,0,59,22,19,53.7,14:15:00
ENG-Premier League,1718,Newcastle Utd,2018-02-24 Bournemouth-Newcastle Utd,2018-02-24,Matchweek 28,Sat,Away,D,2,2,Bournemouth,4,0,0,10,12,4,7,13,15,0,0,0,61,29,22,56.9,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-03-03 Liverpool-Newcastle Utd,2018-03-03,Matchweek 29,Sat,Away,L,0,2,Liverpool,0,0,0,9,7,1,7,14,7,0,0,0,57,21,29,42.0,17:30:00
ENG-Premier League,1718,Newcastle Utd,2018-03-10 Newcastle Utd-Southampton,2018-03-10,Matchweek 30,Sat,Home,W,3,0,Southampton,0,0,0,10,9,1,9,16,10,0,0,0,49,28,20,58.3,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-03-31 Newcastle Utd-Huddersfield,2018-03-31,Matchweek 32,Sat,Home,W,1,0,Huddersfield,1,0,0,9,10,3,17,15,11,0,0,0,73,18,16,52.9,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-04-07 Leicester City-Newcastle Utd,2018-04-07,Matchweek 33,Sat,Away,W,2,1,Leicester City,3,0,0,14,7,3,11,14,6,0,0,0,54,24,30,44.4,15:00:00
ENG-Premier League,1718,Newcastle Utd,2018-04-15 Newcastle Utd-Arsenal,2018-04-15,Matchweek 34,Sun,Home,W,2,1,Arsenal,1,0,0,11,8,1,7,15,16,0,0,0,53,21,20,51.2,13:30:00
