league,season,team,game,date,time,round,day,venue,result,GF,GA,opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee
ENG-Premier League,2223,Leeds United,2023-02-08 Manchester Utd-Leeds United,2023-02-08,20:00:00,Matchweek 8,Wed,Away,D,2,2,Manchester Utd,0.6,2.0,34,73456,Luke Ayling,4-2-3-1,Simon Hooper
ENG-Premier League,2223,Leeds United,2023-02-12 Leeds United-Manchester Utd,2023-02-12,14:00:00,Matchweek 23,Sun,Home,L,0,2,Manchester Utd,1.8,1.1,34,36919,Luke Ayling,4-2-3-1,Paul Tierney
ENG-Premier League,2223,Leeds United,2023-02-18 Everton-Leeds United,2023-02-18,15:00:00,Matchweek 24,Sat,Away,L,0,1,Everton,0.5,1.4,49,39232,Luke Ayling,4-2-3-1,Andy Madley
ENG-Premier League,2223,Leeds United,2023-02-25 Leeds United-Southampton,2023-02-25,15:00:00,Matchweek 25,Sat,Home,W,1,0,Southampton,0.9,0.4,61,36641,Luke Ayling,4-2-3-1,Peter Bankes
ENG-Premier League,2223,Leeds United,2023-03-04 Chelsea-Leeds United,2023-03-04,15:00:00,Matchweek 26,Sat,Away,L,0,1,Chelsea,1.0,1.5,43,39905,Luke Ayling,4-2-3-1,Michael Oliver
ENG-Premier League,2223,Leeds United,2023-03-11 Leeds United-Brighton,2023-03-11,15:00:00,Matchweek 27,Sat,Home,D,2,2,Brighton,0.9,2.7,38,36471,Luke Ayling,4-2-3-1,Paul Tierney
ENG-Premier League,2223,Leeds United,2023-03-18 Wolves-Leeds United,2023-03-18,15:00:00,Matchweek 28,Sat,Away,W,4,2,Wolves,1.6,2.7,35,31570,Luke Ayling,4-2-3-1,Michael Salisbury
ENG-Premier League,2223,Leeds United,2023-04-01 Arsenal-Leeds United,2023-04-01,15:00:00,Matchweek 29,Sat,Away,L,1,4,Arsenal,0.7,3.8,34,60283,Luke Ayling,4-3-3,Darren England
ENG-Premier League,2223,Leeds United,2023-04-04 Leeds United-Nott'ham Forest,2023-04-04,19:45:00,Matchweek 7,Tue,Home,W,2,1,Nott'ham Forest,1.8,0.8,61,36740,Luke Ayling,4-2-3-1,Robert Jones
ENG-Premier League,2223,Leeds United,2023-04-09 Leeds United-Crystal Palace,2023-04-09,14:00:00,Matchweek 30,Sun,Home,L,1,5,Crystal Palace,0.9,3.0,48,36427,Luke Ayling,4-2-3-1,Simon Hooper
ENG-Premier League,2223,Leeds United,2023-04-17 Leeds United-Liverpool,2023-04-17,20:00:00,Matchweek 31,Mon,Home,L,1,6,Liverpool,1.4,2.7,27,36657,Rodrigo,4-2-3-1,Craig Pawson
ENG-Premier League,2223,Leeds United,2023-04-22 Fulham-Leeds United,2023-04-22,12:30:00,Matchweek 32,Sat,Away,L,1,2,Fulham,0.8,1.7,50,24356,Liam Cooper,4-2-3-1,Peter Bankes
ENG-Premier League,2223,Leeds United,2023-04-25 Leeds United-Leicester City,2023-04-25,20:00:00,Matchweek 33,Tue,Home,D,1,1,Leicester City,1.5,2.1,41,36666,Liam Cooper,4-2-3-1,Paul Tierney
ENG-Premier League,2223,Leeds United,2023-04-30 Bournemouth-Leeds United,2023-04-30,14:00:00,Matchweek 34,Sun,Away,L,1,4,Bournemouth,1.6,1.9,58,10434,Liam Cooper,3-4-3,Chris Kavanagh
ENG-Premier League,2223,Leeds United,2023-05-06 Manchester City-Leeds United,2023-05-06,15:00:00,Matchweek 35,Sat,Away,L,1,2,Manchester City,0.2,2.6,20,53406,Luke Ayling,4-2-3-1,Andy Madley
ENG-Premier League,2223,Leeds United,2023-05-13 Leeds United-Newcastle Utd,2023-05-13,12:30:00,Matchweek 36,Sat,Home,D,2,2,Newcastle Utd,2.1,2.4,36,36955,Luke Ayling,4-3-3,Simon Hooper
ENG-Premier League,2223,Leeds United,2023-05-21 West Ham-Leeds United,2023-05-21,13:30:00,Matchweek 37,Sun,Away,L,1,3,West Ham,0.9,2.1,41,62478,Luke Ayling,4-3-3,Peter Bankes
ENG-Premier League,2223,Leeds United,2023-05-28 Leeds United-Tottenham,2023-05-28,16:30:00,Matchweek 38,Sun,Home,L,1,4,Tottenham,1.5,2.2,52,36871,Liam Cooper,5-4-1,Anthony Taylor
ENG-Premier League,2223,Leicester City,2022-08-07 Leicester City-Brentford,2022-08-07,14:00:00,Matchweek 1,Sun,Home,D,2,2,Brentford,0.6,0.8,56,31794,Jonny Evans,3-5-1-1,Jarred Gillett
ENG-Premier League,2223,Leicester City,2022-08-13 Arsenal-Leicester City,2022-08-13,15:00:00,Matchweek 2,Sat,Away,L,2,4,Arsenal,0.5,2.7,50,60033,Jonny Evans,3-5-1-1,Darren England
ENG-Premier League,2223,Leicester City,2022-08-20 Leicester City-Southampton,2022-08-20,15:00:00,Matchweek 3,Sat,Home,L,1,2,Southampton,0.3,0.9,62,30850,Jonny Evans,4-1-4-1,Michael Salisbury
ENG-Premier League,2223,Leicester City,2022-08-27 Chelsea-Leicester City,2022-08-27,15:00:00,Matchweek 4,Sat,Away,L,1,2,Chelsea,2.5,1.8,55,39953,Jonny Evans,4-1-4-1,Paul Tierney
ENG-Premier League,2223,Leicester City,2022-09-01 Leicester City-Manchester Utd,2022-09-01,20:00:00,Matchweek 5,Thu,Home,L,0,1,Manchester Utd,0.7,1.5,53,32226,Jonny Evans,4-1-4-1,Craig Pawson
ENG-Premier League,2223,Leicester City,2022-09-04 Brighton-Leicester City,2022-09-04,14:00:00,Matchweek 6,Sun,Away,L,2,5,Brighton,1.4,2.6,47,31185,Jonny Evans,4-4-2,Tony Harrington
ENG-Premier League,2223,Leicester City,2022-09-17 Tottenham-Leicester City,2022-09-17,17:30:00,Matchweek 8,Sat,Away,L,2,6,Tottenham,1.8,2.2,56,61450,Jonny Evans,4-1-4-1,Simon Hooper
ENG-Premier League,2223,Leicester City,2022-10-03 Leicester City-Nott'ham Forest,2022-10-03,20:00:00,Matchweek 9,Mon,Home,W,4,0,Nott'ham Forest,1.3,1.1,51,32202,Jonny Evans,4-1-4-1,Robert Jones
ENG-Premier League,2223,Leicester City,2022-10-08 Bournemouth-Leicester City,2022-10-08,15:00:00,Matchweek 10,Sat,Away,L,1,2,Bournemouth,1.0,1.1,55,10272,Jonny Evans,4-1-4-1,Michael Salisbury
ENG-Premier League,2223,Leicester City,2022-10-15 Leicester City-Crystal Palace,2022-10-15,12:30:00,Matchweek 11,Sat,Home,D,0,0,Crystal Palace,1.0,0.4,54,31298,Youri Tielemans,4-1-4-1,Andy Madley
ENG-Premier League,2223,Leicester City,2022-10-20 Leicester City-Leeds United,2022-10-20,20:15:00,Matchweek 12,Thu,Home,W,2,0,Leeds United,0.8,1.3,46,30814,Youri Tielemans,4-1-4-1,Peter Bankes
ENG-Premier League,2223,Leicester City,2022-10-23 Wolves-Leicester City,2022-10-23,14:00:00,Matchweek 13,Sun,Away,W,4,0,Wolves,0.9,2.1,40,31425,Youri Tielemans,4-1-4-1,Michael Oliver
ENG-Premier League,2223,Leicester City,2022-10-29 Leicester City-Manchester City,2022-10-29,12:30:00,Matchweek 14,Sat,Home,L,0,1,Manchester City,0.7,1.0,36,32223,Youri Tielemans,3-4-3,Robert Jones
ENG-Premier League,2223,Leicester City,2022-11-05 Everton-Leicester City,2022-11-05,17:30:00,Matchweek 15,Sat,Away,W,2,0,Everton,2.3,1.2,51,39206,Youri Tielemans,4-1-4-1,David Coote
ENG-Premier League,2223,Leicester City,2022-11-12 West Ham-Leicester City,2022-11-12,15:00:00,Matchweek 16,Sat,Away,W,2,0,West Ham,1.8,1.4,46,62459,Youri Tielemans,4-1-4-1,Jarred Gillett
ENG-Premier League,2223,Leicester City,2022-12-26 Leicester City-Newcastle Utd,2022-12-26,15:00:00,Matchweek 17,Mon,Home,L,0,3,Newcastle Utd,0.5,1.9,60,32185,Youri Tielemans,4-2-3-1,Jarred Gillett
ENG-Premier League,2223,Leicester City,2022-12-30 Liverpool-Leicester City,2022-12-30,20:00:00,Matchweek 18,Fri,Away,L,1,2,Liverpool,1.0,2.2,43,53343,Wilfred Ndidi,4-2-3-1,Craig Pawson
ENG-Premier League,2223,Leicester City,2023-01-03 Leicester City-Fulham,2023-01-03,19:45:00,Matchweek 19,Tue,Home,L,0,1,Fulham,1.7,1.7,61,30813,Youri Tielemans,4-2-3-1,Darren Bond
ENG-Premier League,2223,Leicester City,2023-01-14 Nott'ham Forest-Leicester City,2023-01-14,15:00:00,Matchweek 20,Sat,Away,L,0,2,Nott'ham Forest,1.0,2.4,61,29301,Marc Albrighton,4-2-3-1,Paul Tierney
ENG-Premier League,2223,Leicester City,2023-01-21 Leicester City-Brighton,2023-01-21,15:00:00,Matchweek 21,Sat,Home,D,2,2,Brighton,0.9,1.7,37,32056,Youri Tielemans,4-4-2,Thomas Bramall
ENG-Premier League,2223,Leicester City,2023-02-04 Aston Villa-Leicester City,2023-02-04,15:00:00,Matchweek 22,Sat,Away,W,4,2,Aston Villa,2.6,1.7,38,42055,Youri Tielemans,4-2-3-1,Darren England
ENG-Premier League,2223,Leicester City,2023-02-11 Leicester City-Tottenham,2023-02-11,15:00:00,Matchweek 23,Sat,Home,W,4,1,Tottenham,1.7,1.3,49,32184,James Maddison,4-2-3-1,Michael Salisbury
ENG-Premier League,2223,Leicester City,2023-02-19 Manchester Utd-Leicester City,2023-02-19,14:00:00,Matchweek 24,Sun,Away,L,0,3,Manchester Utd,1.6,4.4,43,73578,James Maddison,4-2-3-1,Stuart Attwell
ENG-Premier League,2223,Leicester City,2023-02-25 Leicester City-Arsenal,2023-02-25,15:00:00,Matchweek 25,Sat,Home,L,0,1,Arsenal,0.0,0.7,35,32227,Wilfred Ndidi,4-3-3,Craig Pawson
ENG-Premier League,2223,Leicester City,2023-03-04 Southampton-Leicester City,2023-03-04,17:30:00,Matchweek 26,Sat,Away,L,0,1,Southampton,1.9,1.4,65,30139,James Maddison,4-2-3-1,Robert Jones
ENG-Premier League,2223,Leicester City,2023-03-11 Leicester City-Chelsea,2023-03-11,15:00:00,Matchweek 27,Sat,Home,L,1,3,Chelsea,2.4,1.6,48,32170,James Maddison,3-4-3,Andre Marriner
ENG-Premier League,2223,Leicester City,2023-03-18 Brentford-Leicester City,2023-03-18,15:00:00,Matchweek 28,Sat,Away,D,1,1,Brentford,1.3,0.6,47,17006,James Maddison,4-2-3-1,Darren Bond
ENG-Premier League,2223,Leicester City,2023-04-01 Crystal Palace-Leicester City,2023-04-01,15:00:00,Matchweek 29,Sat,Away,L,1,2,Crystal Palace,0.2,2.3,48,25147,James Maddison,4-2-3-1,Tim Robinson
ENG-Premier League,2223,Leicester City,2023-04-04 Leicester City-Aston Villa,2023-04-04,19:45:00,Matchweek 7,Tue,Home,L,1,2,Aston Villa,0.5,1.0,36,32087,James Maddison,4-3-3,Graham Scott
ENG-Premier League,2223,Leicester City,2023-04-08 Leicester City-Bournemouth,2023-04-08,15:00:00,Matchweek 30,Sat,Home,L,0,1,Bournemouth,0.7,2.0,51,32094,James Maddison,4-2-3-1,David Coote
ENG-Premier League,2223,Leicester City,2023-04-15 Manchester City-Leicester City,2023-04-15,17:30:00,Matchweek 31,Sat,Away,L,1,3,Manchester City,2.3,1.6,30,53329,Youri Tielemans,3-4-3,Darren England
ENG-Premier League,2223,Leicester City,2023-04-22 Leicester City-Wolves,2023-04-22,15:00:00,Matchweek 32,Sat,Home,W,2,1,Wolves,2.4,0.9,42,32053,Youri Tielemans,4-2-3-1,Andy Madley
ENG-Premier League,2223,Leicester City,2023-04-25 Leeds United-Leicester City,2023-04-25,20:00:00,Matchweek 33,Tue,Away,D,1,1,Leeds United,2.1,1.5,59,36666,Youri Tielemans,4-2-3-1,Paul Tierney
ENG-Premier League,2223,Leicester City,2023-05-01 Leicester City-Everton,2023-05-01,20:00:00,Matchweek 34,Mon,Home,D,2,2,Everton,3.4,3.1,54,32173,Youri Tielemans,4-3-3,Michael Oliver
ENG-Premier League,2223,Leicester City,2023-05-08 Fulham-Leicester City,2023-05-08,15:00:00,Matchweek 35,Mon,Away,L,3,5,Fulham,2.8,1.6,43,24442,Youri Tielemans,4-2-3-1,Robert Jones
ENG-Premier League,2223,Leicester City,2023-05-15 Leicester City-Liverpool,2023-05-15,20:00:00,Matchweek 36,Mon,Home,L,0,3,Liverpool,0.4,2.2,34,32225,Jonny Evans,4-2-3-1,Craig Pawson
ENG-Premier League,2223,Leicester City,2023-05-22 Newcastle Utd-Leicester City,2023-05-22,20:00:00,Matchweek 37,Mon,Away,D,0,0,Newcastle Utd,0.1,2.1,23,52152,Jonny Evans,5-3-2,Andre Marriner
ENG-Premier League,2223,Leicester City,2023-05-28 Leicester City-West Ham,2023-05-28,16:30:00,Matchweek 38,Sun,Home,W,2,1,West Ham,1.4,1.4,48,32183,Jonny Evans,4-2-3-1,Simon Hooper
ENG-Premier League,2223,Liverpool,2022-08-06 Fulham-Liverpool,2022-08-06,12:30:00,Matchweek 1,Sat,Away,D,2,2,Fulham,1.2,1.2,67,22207,Jordan Henderson,4-3-3,Andy Madley
ENG-Premier League,2223,Liverpool,2022-08-15 Liverpool-Crystal Palace,2022-08-15,20:00:00,Matchweek 2,Mon,Home,D,1,1,Crystal Palace,2.0,1.0,72,52970,James Milner,4-3-3,Paul Tierney
ENG-Premier League,2223,Liverpool,2022-08-22 Manchester Utd-Liverpool,2022-08-22,20:00:00,Matchweek 3,Mon,Away,L,1,2,Manchester Utd,1.3,1.8,70,74147,Jordan Henderson,4-3-3,Michael Oliver
ENG-Premier League,2223,Liverpool,2022-08-27 Liverpool-Bournemouth,2022-08-27,15:00:00,Matchweek 4,Sat,Home,W,9,0,Bournemouth,3.3,0.3,69,53328,Jordan Henderson,4-3-3,Stuart Attwell
ENG-Premier League,2223,Liverpool,2022-08-31 Liverpool-Newcastle Utd,2022-08-31,20:00:00,Matchweek 5,Wed,Home,W,2,1,Newcastle Utd,1.5,0.7,72,53316,Jordan Henderson,4-3-3,Andre Marriner
ENG-Premier League,2223,Liverpool,2022-09-03 Everton-Liverpool,2022-09-03,12:30:00,Matchweek 6,Sat,Away,D,0,0,Everton,2.1,1.7,61,39240,Virgil van Dijk,4-3-3,Anthony Taylor
ENG-Premier League,2223,Liverpool,2022-10-01 Liverpool-Brighton,2022-10-01,15:00:00,Matchweek 9,Sat,Home,D,3,3,Brighton,1.5,1.4,54,53320,Jordan Henderson,4-3-3,Andy Madley
ENG-Premier League,2223,Liverpool,2022-10-09 Arsenal-Liverpool,2022-10-09,16:30:00,Matchweek 10,Sun,Away,L,2,3,Arsenal,1.1,2.7,57,60059,Jordan Henderson,4-2-3-1,Michael Oliver
ENG-Premier League,2223,Liverpool,2022-10-16 Liverpool-Manchester City,2022-10-16,16:30:00,Matchweek 11,Sun,Home,W,1,0,Manchester City,2.1,1.0,37,53286,James Milner,4-2-3-1,Anthony Taylor
ENG-Premier League,2223,Liverpool,2022-10-19 Liverpool-West Ham,2022-10-19,19:30:00,Matchweek 12,Wed,Home,W,1,0,West Ham,1.7,1.7,54,52982,Jordan Henderson,4-4-2,Stuart Attwell
ENG-Premier League,2223,Liverpool,2022-10-22 Nott'ham Forest-Liverpool,2022-10-22,12:30:00,Matchweek 13,Sat,Away,L,0,1,Nott'ham Forest,1.6,1.9,75,29245,James Milner,4-4-2,Paul Tierney
ENG-Premier League,2223,Liverpool,2022-10-29 Liverpool-Leeds United,2022-10-29,19:45:00,Matchweek 14,Sat,Home,L,1,2,Leeds United,1.7,1.8,68,53274,Virgil van Dijk,4-1-2-1-2◆,Michael Oliver
ENG-Premier League,2223,Liverpool,2022-11-06 Tottenham-Liverpool,2022-11-06,16:30:00,Matchweek 15,Sun,Away,W,2,1,Tottenham,1.2,1.2,53,62008,Virgil van Dijk,4-1-2-1-2◆,Andy Madley
ENG-Premier League,2223,Liverpool,2022-11-12 Liverpool-Southampton,2022-11-12,15:00:00,Matchweek 16,Sat,Home,W,3,1,Southampton,1.9,1.1,60,53331,Virgil van Dijk,4-3-3,Simon Hooper
ENG-Premier League,2223,Liverpool,2022-12-26 Aston Villa-Liverpool,2022-12-26,17:30:00,Matchweek 17,Mon,Away,W,3,1,Aston Villa,2.7,1.4,52,42085,Jordan Henderson,4-3-3,Paul Tierney
ENG-Premier League,2223,Liverpool,2022-12-30 Liverpool-Leicester City,2022-12-30,20:00:00,Matchweek 18,Fri,Home,W,2,1,Leicester City,2.2,1.0,57,53343,Jordan Henderson,4-3-3,Craig Pawson
ENG-Premier League,2223,Liverpool,2023-01-02 Brentford-Liverpool,2023-01-02,17:30:00,Matchweek 19,Mon,Away,L,1,3,Brentford,2.0,1.7,72,17163,Virgil van Dijk,4-3-3,Stuart Attwell
ENG-Premier League,2223,Liverpool,2023-01-14 Brighton-Liverpool,2023-01-14,15:00:00,Matchweek 20,Sat,Away,L,0,3,Brighton,1.0,1.9,39,31645,Jordan Henderson,4-1-2-1-2◆,Darren England
ENG-Premier League,2223,Liverpool,2023-01-21 Liverpool-Chelsea,2023-01-21,12:30:00,Matchweek 21,Sat,Home,D,0,0,Chelsea,1.4,1.6,48,53126,James Milner,4-3-3,Michael Oliver
ENG-Premier League,2223,Liverpool,2023-02-04 Wolves-Liverpool,2023-02-04,15:00:00,Matchweek 22,Sat,Away,L,0,3,Wolves,1.8,2.0,59,31664,Andrew Robertson,4-3-3,Paul Tierney
ENG-Premier League,2223,Liverpool,2023-02-13 Liverpool-Everton,2023-02-13,20:00:00,Matchweek 23,Mon,Home,W,2,0,Everton,2.3,0.4,59,53027,Jordan Henderson,4-3-3,Simon Hooper
ENG-Premier League,2223,Liverpool,2023-02-18 Newcastle Utd-Liverpool,2023-02-18,17:30:00,Matchweek 24,Sat,Away,W,2,0,Newcastle Utd,1.9,2.0,62,52758,Jordan Henderson,4-3-3,Anthony Taylor
ENG-Premier League,2223,Liverpool,2023-02-25 Crystal Palace-Liverpool,2023-02-25,19:45:00,Matchweek 25,Sat,Away,D,0,0,Crystal Palace,0.9,0.7,63,25842,Jordan Henderson,4-3-3,Darren England
ENG-Premier League,2223,Liverpool,2023-03-01 Liverpool-Wolves,2023-03-01,20:00:00,Matchweek 7,Wed,Home,W,2,0,Wolves,2.6,0.8,57,53259,Virgil van Dijk,4-3-3,Paul Tierney
ENG-Premier League,2223,Liverpool,2023-03-05 Liverpool-Manchester Utd,2023-03-05,16:30:00,Matchweek 26,Sun,Home,W,7,0,Manchester Utd,2.8,0.8,59,53001,Jordan Henderson,4-3-3,Andy Madley
ENG-Premier League,2223,Liverpool,2023-03-11 Bournemouth-Liverpool,2023-03-11,12:30:00,Matchweek 27,Sat,Away,L,0,1,Bournemouth,1.7,0.9,69,10536,Virgil van Dijk,4-3-3,John Brooks
ENG-Premier League,2223,Liverpool,2023-04-01 Manchester City-Liverpool,2023-04-01,12:30:00,Matchweek 29,Sat,Away,L,1,4,Manchester City,0.3,2.9,32,52877,Jordan Henderson,4-3-3,Simon Hooper
ENG-Premier League,2223,Liverpool,2023-04-04 Chelsea-Liverpool,2023-04-04,20:00:00,Matchweek 8,Tue,Away,D,0,0,Chelsea,0.3,2.2,51,40093,Jordan Henderson,4-3-3,Anthony Taylor
ENG-Premier League,2223,Liverpool,2023-04-09 Liverpool-Arsenal,2023-04-09,16:30:00,Matchweek 30,Sun,Home,D,2,2,Arsenal,3.9,1.4,59,53267,Jordan Henderson,4-3-3,Paul Tierney
ENG-Premier League,2223,Liverpool,2023-04-17 Leeds United-Liverpool,2023-04-17,20:00:00,Matchweek 31,Mon,Away,W,6,1,Leeds United,2.7,1.4,73,36657,Jordan Henderson,4-3-3,Craig Pawson
ENG-Premier League,2223,Liverpool,2023-04-22 Liverpool-Nott'ham Forest,2023-04-22,15:00:00,Matchweek 32,Sat,Home,W,3,2,Nott'ham Forest,2.8,0.9,80,53254,Jordan Henderson,4-3-3,Michael Oliver
ENG-Premier League,2223,Liverpool,2023-04-26 West Ham-Liverpool,2023-04-26,19:45:00,Matchweek 33,Wed,Away,W,2,1,West Ham,1.9,0.8,72,62473,Jordan Henderson,4-3-3,Chris Kavanagh
ENG-Premier League,2223,Liverpool,2023-04-30 Liverpool-Tottenham,2023-04-30,16:30:00,Matchweek 34,Sun,Home,W,4,3,Tottenham,2.2,2.0,67,53275,Virgil van Dijk,4-3-3,Paul Tierney
ENG-Premier League,2223,Liverpool,2023-05-03 Liverpool-Fulham,2023-05-03,20:00:00,Matchweek 28,Wed,Home,W,1,0,Fulham,1.8,0.9,57,52602,Jordan Henderson,4-3-3,Stuart Attwell
ENG-Premier League,2223,Liverpool,2023-05-06 Liverpool-Brentford,2023-05-06,17:30:00,Matchweek 35,Sat,Home,W,1,0,Brentford,2.2,0.2,54,52838,Virgil van Dijk,4-3-3,Anthony Taylor
ENG-Premier League,2223,Liverpool,2023-05-15 Leicester City-Liverpool,2023-05-15,20:00:00,Matchweek 36,Mon,Away,W,3,0,Leicester City,2.2,0.4,66,32225,Jordan Henderson,4-3-3,Craig Pawson
ENG-Premier League,2223,Liverpool,2023-05-20 Liverpool-Aston Villa,2023-05-20,15:00:00,Matchweek 37,Sat,Home,D,1,1,Aston Villa,0.7,1.3,66,53306,Jordan Henderson,4-3-3,John Brooks
ENG-Premier League,2223,Liverpool,2023-05-28 Southampton-Liverpool,2023-05-28,16:30:00,Matchweek 38,Sun,Away,D,4,4,Southampton,4.0,1.8,69,31129,James Milner,4-3-3,Darren England
ENG-Premier League,2223,Manchester City,2022-08-07 West Ham-Manchester City,2022-08-07,16:30:00,Matchweek 1,Sun,Away,W,2,0,West Ham,2.2,0.5,75,62443,İlkay Gündoğan,4-3-3,Michael Oliver
ENG-Premier League,2223,Manchester City,2022-08-13 Manchester City-Bournemouth,2022-08-13,15:00:00,Matchweek 2,Sat,Home,W,4,0,Bournemouth,1.7,0.1,67,53453,İlkay Gündoğan,4-2-3-1,David Coote
ENG-Premier League,2223,Manchester City,2022-08-21 Newcastle Utd-Manchester City,2022-08-21,16:30:00,Matchweek 3,Sun,Away,D,3,3,Newcastle Utd,2.1,1.8,69,52258,İlkay Gündoğan,4-3-3,Jarred Gillett
ENG-Premier League,2223,Manchester City,2022-08-27 Manchester City-Crystal Palace,2022-08-27,15:00:00,Matchweek 4,Sat,Home,W,4,2,Crystal Palace,2.2,0.1,74,53112,Kevin De Bruyne,4-2-3-1,Darren England
ENG-Premier League,2223,Manchester City,2022-08-31 Manchester City-Nott'ham Forest,2022-08-31,19:30:00,Matchweek 5,Wed,Home,W,6,0,Nott'ham Forest,3.3,0.7,74,53409,İlkay Gündoğan,4-2-3-1,Paul Tierney
ENG-Premier League,2223,Manchester City,2022-09-03 Aston Villa-Manchester City,2022-09-03,17:30:00,Matchweek 6,Sat,Away,D,1,1,Aston Villa,2.1,0.3,71,41830,İlkay Gündoğan,4-3-3,Simon Hooper
ENG-Premier League,2223,Manchester City,2022-09-17 Wolves-Manchester City,2022-09-17,12:30:00,Matchweek 8,Sat,Away,W,3,0,Wolves,1.1,0.4,59,31578,Kevin De Bruyne,4-3-3,Anthony Taylor
ENG-Premier League,2223,Manchester City,2022-10-02 Manchester City-Manchester Utd,2022-10-02,14:00:00,Matchweek 9,Sun,Home,W,6,3,Manchester Utd,3.2,1.7,53,53475,İlkay Gündoğan,4-3-3,Michael Oliver
ENG-Premier League,2223,Manchester City,2022-10-08 Manchester City-Southampton,2022-10-08,15:00:00,Matchweek 10,Sat,Home,W,4,0,Southampton,2.4,0.2,65,53365,Kevin De Bruyne,4-2-3-1,Andy Madley
ENG-Premier League,2223,Manchester City,2022-10-16 Liverpool-Manchester City,2022-10-16,16:30:00,Matchweek 11,Sun,Away,L,0,1,Liverpool,1.0,2.1,63,53286,İlkay Gündoğan,3-4-3,Anthony Taylor
ENG-Premier League,2223,Manchester City,2022-10-22 Manchester City-Brighton,2022-10-22,15:00:00,Matchweek 13,Sat,Home,W,3,1,Brighton,1.6,0.5,48,53223,Kevin De Bruyne,4-3-3,Craig Pawson
ENG-Premier League,2223,Manchester City,2022-10-29 Leicester City-Manchester City,2022-10-29,12:30:00,Matchweek 14,Sat,Away,W,1,0,Leicester City,1.0,0.7,64,32223,İlkay Gündoğan,4-3-3,Robert Jones
ENG-Premier League,2223,Manchester City,2022-11-05 Manchester City-Fulham,2022-11-05,15:00:00,Matchweek 15,Sat,Home,W,2,1,Fulham,2.1,1.0,70,52395,İlkay Gündoğan,4-3-3,Darren England
ENG-Premier League,2223,Manchester City,2022-11-12 Manchester City-Brentford,2022-11-12,12:30:00,Matchweek 16,Sat,Home,L,1,2,Brentford,1.6,1.3,74,52786,İlkay Gündoğan,4-3-3,Peter Bankes
ENG-Premier League,2223,Manchester City,2022-12-28 Leeds United-Manchester City,2022-12-28,20:00:00,Matchweek 17,Wed,Away,W,3,1,Leeds United,4.3,0.6,69,36889,İlkay Gündoğan,4-3-3,Stuart Attwell
ENG-Premier League,2223,Manchester City,2022-12-31 Manchester City-Everton,2022-12-31,15:00:00,Matchweek 18,Sat,Home,D,1,1,Everton,1.7,0.1,74,53444,Kevin De Bruyne,4-3-3,Andy Madley
ENG-Premier League,2223,Manchester City,2023-01-05 Chelsea-Manchester City,2023-01-05,20:00:00,Matchweek 19,Thu,Away,W,1,0,Chelsea,2.0,0.4,52,39998,İlkay Gündoğan,3-2-4-1,Paul Tierney
ENG-Premier League,2223,Manchester City,2023-01-14 Manchester Utd-Manchester City,2023-01-14,12:30:00,Matchweek 20,Sat,Away,L,1,2,Manchester Utd,0.6,1.7,70,75546,Kevin De Bruyne,4-3-3,Stuart Attwell
ENG-Premier League,2223,Manchester City,2023-01-19 Manchester City-Tottenham,2023-01-19,20:00:00,Matchweek 7,Thu,Home,W,4,2,Tottenham,2.3,0.8,58,53088,İlkay Gündoğan,4-2-3-1,Simon Hooper
ENG-Premier League,2223,Manchester City,2023-01-22 Manchester City-Wolves,2023-01-22,14:00:00,Matchweek 21,Sun,Home,W,3,0,Wolves,2.8,0.8,55,53282,İlkay Gündoğan,3-2-4-1,David Coote
ENG-Premier League,2223,Manchester City,2023-02-05 Tottenham-Manchester City,2023-02-05,16:30:00,Matchweek 22,Sun,Away,L,0,1,Tottenham,1.3,1.4,64,61747,Kyle Walker,4-4-2,Andy Madley
ENG-Premier League,2223,Manchester City,2023-02-12 Manchester City-Aston Villa,2023-02-12,16:30:00,Matchweek 23,Sun,Home,W,3,1,Aston Villa,3.3,0.3,67,53392,İlkay Gündoğan,3-2-4-1,Robert Jones
ENG-Premier League,2223,Manchester City,2023-02-15 Arsenal-Manchester City,2023-02-15,19:30:00,Matchweek 12,Wed,Away,W,3,1,Arsenal,1.8,1.6,37,60276,İlkay Gündoğan,4-1-4-1,Anthony Taylor
ENG-Premier League,2223,Manchester City,2023-02-18 Nott'ham Forest-Manchester City,2023-02-18,15:00:00,Matchweek 24,Sat,Away,D,1,1,Nott'ham Forest,2.4,0.9,73,29365,İlkay Gündoğan,3-2-4-1,Graham Scott
ENG-Premier League,2223,Manchester City,2023-02-25 Bournemouth-Manchester City,2023-02-25,17:30:00,Matchweek 25,Sat,Away,W,4,1,Bournemouth,2.4,1.0,66,10481,İlkay Gündoğan,3-2-4-1,Paul Tierney
ENG-Premier League,2223,Manchester City,2023-03-04 Manchester City-Newcastle Utd,2023-03-04,12:30:00,Matchweek 26,Sat,Home,W,2,0,Newcastle Utd,1.3,0.4,56,53419,İlkay Gündoğan,4-2-3-1,Simon Hooper
ENG-Premier League,2223,Manchester City,2023-03-11 Crystal Palace-Manchester City,2023-03-11,17:30:00,Matchweek 27,Sat,Away,W,1,0,Crystal Palace,2.1,0.2,67,25844,İlkay Gündoğan,4-2-3-1,Robert Jones
