,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,2223,Tottenham,2022-10-01 Arsenal-Tottenham,2022-10-01,Matchweek 9,Sat,Away,L,1,3,Arsenal,1,6,2,33.3,0.0,0.0,19.9,0,1,1,1.6,0.8,0.13,-0.6,-0.8,12:30:00
ENG-Premier League,2223,Tottenham,2022-10-08 Brighton-Tottenham,2022-10-08,Matchweek 10,Sat,Away,W,1,0,Brighton,1,8,3,37.5,0.13,0.33,18.7,1,0,0,0.8,0.8,0.1,0.2,0.2,17:30:00
ENG-Premier League,2223,Tottenham,2022-10-15 Tottenham-Everton,2022-10-15,Matchweek 11,Sat,Home,W,2,0,Everton,2,20,6,30.0,0.05,0.17,17.2,1,1,1,2.2,1.5,0.07,-0.2,-0.5,17:30:00
ENG-Premier League,2223,Tottenham,2022-10-19 Manchester Utd-Tottenham,2022-10-19,Matchweek 12,Wed,Away,L,0,2,Manchester Utd,0,9,2,22.2,0.0,0.0,14.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,20:15:00
ENG-Premier League,2223,Tottenham,2022-10-23 Tottenham-Newcastle Utd,2022-10-23,Matchweek 13,Sun,Home,L,1,2,Newcastle Utd,1,17,4,23.5,0.06,0.25,16.9,0,0,0,1.6,1.6,0.1,-0.6,-0.6,16:30:00
ENG-Premier League,2223,Tottenham,2022-10-29 Bournemouth-Tottenham,2022-10-29,Matchweek 14,Sat,Away,W,3,2,Bournemouth,3,23,7,30.4,0.13,0.43,15.1,1,0,0,2.0,2.0,0.09,1.0,1.0,15:00:00
ENG-Premier League,2223,Tottenham,2022-11-06 Tottenham-Liverpool,2022-11-06,Matchweek 15,Sun,Home,L,1,2,Liverpool,1,14,5,35.7,0.07,0.2,14.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2,16:30:00
ENG-Premier League,2223,Tottenham,2022-11-12 Tottenham-Leeds United,2022-11-12,Matchweek 16,Sat,Home,W,4,3,Leeds United,4,14,7,50.0,0.29,0.57,14.5,0,0,0,1.8,1.8,0.13,2.2,2.2,15:00:00
ENG-Premier League,2223,Tottenham,2022-12-26 Brentford-Tottenham,2022-12-26,Matchweek 17,Mon,Away,D,2,2,Brentford,2,15,8,53.3,0.13,0.25,19.7,1,0,0,1.1,1.1,0.07,0.9,0.9,12:30:00
ENG-Premier League,2223,Tottenham,2023-01-01 Tottenham-Aston Villa,2023-01-01,Matchweek 18,Sun,Home,L,0,2,Aston Villa,0,6,1,16.7,0.0,0.0,15.2,1,0,0,0.7,0.7,0.11,-0.7,-0.7,14:00:00
ENG-Premier League,2223,Tottenham,2023-01-04 Crystal Palace-Tottenham,2023-01-04,Matchweek 19,Wed,Away,W,4,0,Crystal Palace,4,14,6,42.9,0.29,0.67,16.2,0,0,0,1.4,1.4,0.1,2.6,2.6,20:00:00
ENG-Premier League,2223,Tottenham,2023-01-15 Tottenham-Arsenal,2023-01-15,Matchweek 20,Sun,Home,L,0,2,Arsenal,0,17,7,41.2,0.0,0.0,16.3,1,0,0,1.6,1.6,0.09,-1.6,-1.6,16:30:00
ENG-Premier League,2223,Tottenham,2023-01-19 Manchester City-Tottenham,2023-01-19,Matchweek 7,Thu,Away,L,2,4,Manchester City,2,9,3,33.3,0.22,0.67,16.5,0,0,0,0.8,0.8,0.09,1.2,1.2,20:00:00
ENG-Premier League,2223,Tottenham,2023-01-23 Fulham-Tottenham,2023-01-23,Matchweek 21,Mon,Away,W,1,0,Fulham,1,10,3,30.0,0.1,0.33,17.0,1,0,0,0.9,0.9,0.09,0.1,0.1,20:00:00
ENG-Premier League,2223,Tottenham,2023-02-05 Tottenham-Manchester City,2023-02-05,Matchweek 22,Sun,Home,W,1,0,Manchester City,1,12,3,25.0,0.08,0.33,14.7,0,0,0,1.4,1.4,0.12,-0.4,-0.4,16:30:00
ENG-Premier League,2223,Tottenham,2023-02-11 Leicester City-Tottenham,2023-02-11,Matchweek 23,Sat,Away,L,1,4,Leicester City,1,11,4,36.4,0.09,0.25,16.8,2,0,0,1.3,1.3,0.12,-0.3,-0.3,15:00:00
ENG-Premier League,2223,Tottenham,2023-02-19 Tottenham-West Ham,2023-02-19,Matchweek 24,Sun,Home,W,2,0,West Ham,2,16,6,37.5,0.13,0.33,21.5,0,0,0,1.5,1.5,0.1,0.5,0.5,16:30:00
ENG-Premier League,2223,Tottenham,2023-02-26 Tottenham-Chelsea,2023-02-26,Matchweek 25,Sun,Home,W,2,0,Chelsea,2,8,3,37.5,0.25,0.67,16.5,0,0,0,0.8,0.8,0.1,1.2,1.2,13:30:00
ENG-Premier League,2223,Tottenham,2023-03-04 Wolves-Tottenham,2023-03-04,Matchweek 26,Sat,Away,L,0,1,Wolves,0,21,6,28.6,0.0,0.0,20.6,2,0,0,1.2,1.2,0.06,-1.2,-1.2,15:00:00
ENG-Premier League,2223,Tottenham,2023-03-11 Tottenham-Nott'ham Forest,2023-03-11,Matchweek 27,Sat,Home,W,3,1,Nott'ham Forest,3,14,6,42.9,0.14,0.33,14.8,0,1,1,2.0,1.2,0.09,1.0,0.8,15:00:00
ENG-Premier League,2223,Tottenham,2023-03-18 Southampton-Tottenham,2023-03-18,Matchweek 28,Sat,Away,D,3,3,Southampton,3,17,3,17.6,0.18,1.0,15.8,0,0,0,2.3,2.3,0.13,0.7,0.7,15:00:00
ENG-Premier League,2223,Tottenham,2023-04-03 Everton-Tottenham,2023-04-03,Matchweek 29,Mon,Away,D,1,1,Everton,1,7,0,0.0,0.0,,19.6,0,1,1,1.4,0.6,0.09,-0.4,-0.6,20:00:00
ENG-Premier League,2223,Tottenham,2023-04-08 Tottenham-Brighton,2023-04-08,Matchweek 30,Sat,Home,W,2,1,Brighton,2,9,3,33.3,0.22,0.67,15.2,0,0,0,0.8,0.8,0.09,1.2,1.2,15:00:00
ENG-Premier League,2223,Tottenham,2023-04-15 Tottenham-Bournemouth,2023-04-15,Matchweek 31,Sat,Home,L,2,3,Bournemouth,2,24,8,33.3,0.08,0.25,17.9,1,0,0,2.2,2.2,0.09,-0.2,-0.2,15:00:00
ENG-Premier League,2223,Tottenham,2023-04-23 Newcastle Utd-Tottenham,2023-04-23,Matchweek 32,Sun,Away,L,1,6,Newcastle Utd,1,11,3,27.3,0.09,0.33,17.2,0,0,0,1.0,1.0,0.09,0.0,0.0,14:00:00
ENG-Premier League,2223,Tottenham,2023-04-27 Tottenham-Manchester Utd,2023-04-27,Matchweek 33,Thu,Home,D,2,2,Manchester Utd,2,18,7,38.9,0.11,0.29,16.5,0,0,0,2.5,2.5,0.14,-0.5,-0.5,20:15:00
ENG-Premier League,2223,Tottenham,2023-04-30 Liverpool-Tottenham,2023-04-30,Matchweek 34,Sun,Away,L,3,4,Liverpool,3,10,6,60.0,0.3,0.5,20.1,0,0,0,2.0,2.0,0.2,1.0,1.0,16:30:00
ENG-Premier League,2223,Tottenham,2023-05-06 Tottenham-Crystal Palace,2023-05-06,Matchweek 35,Sat,Home,W,1,0,Crystal Palace,1,8,3,37.5,0.13,0.33,12.7,0,0,0,0.9,0.9,0.11,0.1,0.1,15:00:00
ENG-Premier League,2223,Tottenham,2023-05-13 Aston Villa-Tottenham,2023-05-13,Matchweek 36,Sat,Away,L,1,2,Aston Villa,1,4,1,25.0,0.0,0.0,20.3,0,1,1,1.4,0.6,0.14,-0.4,-0.6,15:00:00
ENG-Premier League,2223,Tottenham,2023-05-20 Tottenham-Brentford,2023-05-20,Matchweek 37,Sat,Home,L,1,3,Brentford,1,22,7,31.8,0.05,0.14,15.4,0,0,0,1.8,1.8,0.08,-0.8,-0.8,12:30:00
ENG-Premier League,2223,Tottenham,2023-05-28 Leeds United-Tottenham,2023-05-28,Matchweek 38,Sun,Away,W,4,1,Leeds United,4,11,7,63.6,0.36,0.57,14.5,0,0,0,2.2,2.2,0.2,1.8,1.8,16:30:00
ENG-Premier League,2223,West Ham,2022-08-07 West Ham-Manchester City,2022-08-07,Matchweek 1,Sun,Home,L,0,2,Manchester City,0,6,1,16.7,0.0,0.0,16.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,16:30:00
ENG-Premier League,2223,West Ham,2022-08-14 Nott'ham Forest-West Ham,2022-08-14,Matchweek 2,Sun,Away,L,0,1,Nott'ham Forest,0,18,3,16.7,0.0,0.0,19.3,2,0,1,2.1,1.5,0.08,-2.1,-1.5,14:00:00
ENG-Premier League,2223,West Ham,2022-08-21 West Ham-Brighton,2022-08-21,Matchweek 3,Sun,Home,L,0,2,Brighton,0,13,3,23.1,0.0,0.0,16.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8,14:00:00
ENG-Premier League,2223,West Ham,2022-08-28 Aston Villa-West Ham,2022-08-28,Matchweek 4,Sun,Away,W,1,0,Aston Villa,1,7,2,28.6,0.14,0.5,24.8,1,0,0,0.6,0.6,0.08,0.4,0.4,14:00:00
ENG-Premier League,2223,West Ham,2022-08-31 West Ham-Tottenham,2022-08-31,Matchweek 5,Wed,Home,D,1,1,Tottenham,1,14,4,28.6,0.07,0.25,16.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2,19:45:00
ENG-Premier League,2223,West Ham,2022-09-03 Chelsea-West Ham,2022-09-03,Matchweek 6,Sat,Away,L,1,2,Chelsea,1,6,3,50.0,0.17,0.33,15.9,0,0,0,1.1,1.1,0.21,-0.1,-0.1,15:00:00
ENG-Premier League,2223,West Ham,2022-09-18 Everton-West Ham,2022-09-18,Matchweek 8,Sun,Away,L,0,1,Everton,0,14,4,28.6,0.0,0.0,15.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0,14:15:00
ENG-Premier League,2223,West Ham,2022-10-01 West Ham-Wolves,2022-10-01,Matchweek 9,Sat,Home,W,2,0,Wolves,2,18,5,27.8,0.11,0.4,20.3,1,0,0,0.9,0.9,0.05,1.1,1.1,17:30:00
ENG-Premier League,2223,West Ham,2022-10-09 West Ham-Fulham,2022-10-09,Matchweek 10,Sun,Home,W,3,1,Fulham,3,16,7,43.8,0.13,0.29,16.4,0,1,1,2.4,2.2,0.14,0.6,-0.2,14:00:00
ENG-Premier League,2223,West Ham,2022-10-16 Southampton-West Ham,2022-10-16,Matchweek 11,Sun,Away,D,1,1,Southampton,1,25,4,16.0,0.04,0.25,18.8,0,0,0,1.7,1.7,0.07,-0.7,-0.7,14:00:00
ENG-Premier League,2223,West Ham,2022-10-19 Liverpool-West Ham,2022-10-19,Matchweek 12,Wed,Away,L,0,1,Liverpool,0,7,2,28.6,0.0,0.0,15.2,0,0,1,1.7,1.0,0.15,-1.7,-1.0,19:30:00
ENG-Premier League,2223,West Ham,2022-10-24 West Ham-Bournemouth,2022-10-24,Matchweek 13,Mon,Home,W,2,0,Bournemouth,2,19,3,15.8,0.05,0.33,21.1,1,1,1,1.9,1.1,0.06,0.1,-0.1,20:00:00
ENG-Premier League,2223,West Ham,2022-10-30 Manchester Utd-West Ham,2022-10-30,Matchweek 14,Sun,Away,L,0,1,Manchester Utd,0,13,4,30.8,0.0,0.0,22.3,0,0,0,1.1,1.1,0.08,-1.1,-1.1,16:15:00
ENG-Premier League,2223,West Ham,2022-11-06 West Ham-Crystal Palace,2022-11-06,Matchweek 15,Sun,Home,L,1,2,Crystal Palace,1,5,2,40.0,0.2,0.5,16.7,0,0,0,0.3,0.3,0.05,0.7,0.7,14:00:00
ENG-Premier League,2223,West Ham,2022-11-12 West Ham-Leicester City,2022-11-12,Matchweek 16,Sat,Home,L,0,2,Leicester City,0,18,6,33.3,0.0,0.0,16.4,0,0,0,1.4,1.4,0.08,-1.4,-1.4,15:00:00
ENG-Premier League,2223,West Ham,2022-12-26 Arsenal-West Ham,2022-12-26,Matchweek 17,Mon,Away,L,1,3,Arsenal,1,7,3,42.9,0.0,0.0,24.2,0,1,1,1.0,0.2,0.04,0.0,-0.2,20:00:00
ENG-Premier League,2223,West Ham,2022-12-30 West Ham-Brentford,2022-12-30,Matchweek 18,Fri,Home,L,0,2,Brentford,0,20,5,25.0,0.0,0.0,18.2,2,0,0,1.3,1.3,0.06,-1.3,-1.3,19:45:00
ENG-Premier League,2223,West Ham,2023-01-04 Leeds United-West Ham,2023-01-04,Matchweek 19,Wed,Away,D,2,2,Leeds United,2,14,1,7.1,0.07,1.0,22.5,0,1,1,1.4,0.6,0.05,0.6,0.4,19:45:00
ENG-Premier League,2223,West Ham,2023-01-14 Wolves-West Ham,2023-01-14,Matchweek 20,Sat,Away,L,0,1,Wolves,0,16,3,18.8,0.0,0.0,18.4,0,0,0,1.1,1.1,0.07,-1.1,-1.1,15:00:00
ENG-Premier League,2223,West Ham,2023-01-21 West Ham-Everton,2023-01-21,Matchweek 21,Sat,Home,W,2,0,Everton,2,11,4,36.4,0.18,0.5,11.9,0,0,0,2.2,2.2,0.21,-0.2,-0.2,15:00:00
ENG-Premier League,2223,West Ham,2023-02-04 Newcastle Utd-West Ham,2023-02-04,Matchweek 22,Sat,Away,D,1,1,Newcastle Utd,1,10,1,10.0,0.1,1.0,16.2,0,0,0,1.0,1.0,0.1,0.0,0.0,17:30:00
ENG-Premier League,2223,West Ham,2023-02-11 West Ham-Chelsea,2023-02-11,Matchweek 23,Sat,Home,D,1,1,Chelsea,1,10,2,20.0,0.1,0.5,13.8,1,0,0,1.3,1.3,0.14,-0.3,-0.3,12:30:00
ENG-Premier League,2223,West Ham,2023-02-19 Tottenham-West Ham,2023-02-19,Matchweek 24,Sun,Away,L,0,2,Tottenham,0,6,1,16.7,0.0,0.0,16.0,1,0,0,0.5,0.5,0.08,-0.5,-0.5,16:30:00
ENG-Premier League,2223,West Ham,2023-02-25 West Ham-Nott'ham Forest,2023-02-25,Matchweek 25,Sat,Home,W,4,0,Nott'ham Forest,4,18,5,27.8,0.22,0.8,14.9,0,0,0,2.7,2.7,0.15,1.3,1.3,15:00:00
ENG-Premier League,2223,West Ham,2023-03-04 Brighton-West Ham,2023-03-04,Matchweek 26,Sat,Away,L,0,4,Brighton,0,3,2,66.7,0.0,0.0,12.1,0,0,0,0.3,0.3,0.11,-0.3,-0.3,15:00:00
ENG-Premier League,2223,West Ham,2023-03-12 West Ham-Aston Villa,2023-03-12,Matchweek 27,Sun,Home,D,1,1,Aston Villa,1,16,4,25.0,0.0,0.0,16.7,0,1,1,2.1,1.4,0.09,-1.1,-1.4,14:00:00
ENG-Premier League,2223,West Ham,2023-04-02 West Ham-Southampton,2023-04-02,Matchweek 29,Sun,Home,W,1,0,Southampton,1,12,2,16.7,0.08,0.5,14.2,1,0,0,1.4,1.4,0.12,-0.4,-0.4,14:00:00
ENG-Premier League,2223,West Ham,2023-04-05 West Ham-Newcastle Utd,2023-04-05,Matchweek 7,Wed,Home,L,1,5,Newcastle Utd,1,7,2,28.6,0.14,0.5,19.0,1,0,0,1.0,1.0,0.14,0.0,0.0,20:00:00
ENG-Premier League,2223,West Ham,2023-04-08 Fulham-West Ham,2023-04-08,Matchweek 30,Sat,Away,W,1,0,Fulham,0,9,5,55.6,0.0,0.0,14.1,0,0,0,1.1,1.1,0.12,-1.1,-1.1,15:00:00
ENG-Premier League,2223,West Ham,2023-04-16 West Ham-Arsenal,2023-04-16,Matchweek 31,Sun,Home,D,2,2,Arsenal,2,15,2,13.3,0.07,0.5,14.8,1,1,1,1.8,1.0,0.07,0.2,0.0,14:00:00
ENG-Premier League,2223,West Ham,2023-04-23 Bournemouth-West Ham,2023-04-23,Matchweek 32,Sun,Away,W,4,0,Bournemouth,4,18,10,55.6,0.22,0.4,16.2,1,0,0,2.4,2.4,0.13,1.6,1.6,14:00:00
ENG-Premier League,2223,West Ham,2023-04-26 West Ham-Liverpool,2023-04-26,Matchweek 33,Wed,Home,L,1,2,Liverpool,1,7,2,28.6,0.14,0.5,15.5,0,0,0,0.8,0.8,0.11,0.2,0.2,19:45:00
ENG-Premier League,2223,West Ham,2023-04-29 Crystal Palace-West Ham,2023-04-29,Matchweek 34,Sat,Away,L,3,4,Crystal Palace,3,8,4,50.0,0.38,0.75,16.1,0,0,0,1.7,1.7,0.23,1.3,1.3,12:30:00
ENG-Premier League,2223,West Ham,2023-05-03 Manchester City-West Ham,2023-05-03,Matchweek 28,Wed,Away,L,0,3,Manchester City,0,6,2,33.3,0.0,0.0,24.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,20:00:00
ENG-Premier League,2223,West Ham,2023-05-07 West Ham-Manchester Utd,2023-05-07,Matchweek 35,Sun,Home,W,1,0,Manchester Utd,1,15,4,26.7,0.07,0.25,15.5,0,0,0,1.3,1.3,0.09,-0.3,-0.3,19:00:00
ENG-Premier League,2223,West Ham,2023-05-14 Brentford-West Ham,2023-05-14,Matchweek 36,Sun,Away,L,0,2,Brentford,0,4,4,100.0,0.0,0.0,19.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,14:00:00
ENG-Premier League,2223,West Ham,2023-05-21 West Ham-Leeds United,2023-05-21,Matchweek 37,Sun,Home,W,3,1,Leeds United,3,19,9,47.4,0.16,0.33,14.6,0,0,0,2.1,2.1,0.11,0.9,0.9,13:30:00
ENG-Premier League,2223,West Ham,2023-05-28 Leicester City-West Ham,2023-05-28,Matchweek 38,Sun,Away,L,1,2,Leicester City,1,16,3,18.8,0.06,0.33,16.7,0,0,0,1.4,1.4,0.09,-0.4,-0.4,16:30:00
ENG-Premier League,2223,Wolves,2022-08-06 Leeds United-Wolves,2022-08-06,Matchweek 1,Sat,Away,L,1,2,Leeds United,1,15,6,40.0,0.07,0.17,18.9,0,0,0,1.3,1.3,0.09,-0.3,-0.3,15:00:00
ENG-Premier League,2223,Wolves,2022-08-13 Wolves-Fulham,2022-08-13,Matchweek 2,Sat,Home,D,0,0,Fulham,0,7,1,14.3,0.0,0.0,18.7,1,0,0,0.9,0.9,0.13,-0.9,-0.9,15:00:00
ENG-Premier League,2223,Wolves,2022-08-20 Tottenham-Wolves,2022-08-20,Matchweek 3,Sat,Away,L,0,1,Tottenham,0,20,3,15.0,0.0,0.0,21.9,1,0,0,0.7,0.7,0.04,-0.7,-0.7,12:30:00
ENG-Premier League,2223,Wolves,2022-08-28 Wolves-Newcastle Utd,2022-08-28,Matchweek 4,Sun,Home,D,1,1,Newcastle Utd,1,10,4,40.0,0.1,0.25,20.7,1,0,0,0.7,0.7,0.07,0.3,0.3,14:00:00
ENG-Premier League,2223,Wolves,2022-08-31 Bournemouth-Wolves,2022-08-31,Matchweek 5,Wed,Away,D,0,0,Bournemouth,0,17,3,17.6,0.0,0.0,17.7,1,0,0,1.5,1.5,0.09,-1.5,-1.5,19:30:00
ENG-Premier League,2223,Wolves,2022-09-03 Wolves-Southampton,2022-09-03,Matchweek 6,Sat,Home,W,1,0,Southampton,1,7,2,28.6,0.14,0.5,12.9,0,0,0,0.8,0.8,0.11,0.2,0.2,15:00:00
ENG-Premier League,2223,Wolves,2022-09-17 Wolves-Manchester City,2022-09-17,Matchweek 8,Sat,Home,L,0,3,Manchester City,0,6,1,16.7,0.0,0.0,19.6,2,0,0,0.4,0.4,0.07,-0.4,-0.4,12:30:00
ENG-Premier League,2223,Wolves,2022-10-01 West Ham-Wolves,2022-10-01,Matchweek 9,Sat,Away,L,0,2,West Ham,0,15,4,26.7,0.0,0.0,21.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,17:30:00
ENG-Premier League,2223,Wolves,2022-10-08 Chelsea-Wolves,2022-10-08,Matchweek 10,Sat,Away,L,0,3,Chelsea,0,8,2,25.0,0.0,0.0,14.5,1,0,0,1.1,1.1,0.14,-1.1,-1.1,15:00:00
ENG-Premier League,2223,Wolves,2022-10-15 Wolves-Nott'ham Forest,2022-10-15,Matchweek 11,Sat,Home,W,1,0,Nott'ham Forest,1,8,1,12.5,0.0,0.0,16.8,0,1,1,1.3,0.5,0.07,-0.3,-0.5,15:00:00
ENG-Premier League,2223,Wolves,2022-10-18 Crystal Palace-Wolves,2022-10-18,Matchweek 12,Tue,Away,L,1,2,Crystal Palace,1,10,4,40.0,0.1,0.25,16.3,1,0,0,0.8,0.8,0.08,0.2,0.2,20:15:00
ENG-Premier League,2223,Wolves,2022-10-23 Wolves-Leicester City,2022-10-23,Matchweek 13,Sun,Home,L,0,4,Leicester City,0,21,5,23.8,0.0,0.0,15.7,1,0,0,2.1,2.1,0.1,-2.1,-2.1,14:00:00
ENG-Premier League,2223,Wolves,2022-10-29 Brentford-Wolves,2022-10-29,Matchweek 14,Sat,Away,D,1,1,Brentford,1,13,4,30.8,0.08,0.25,20.4,0,0,0,0.6,0.6,0.05,0.4,0.4,15:00:00
ENG-Premier League,2223,Wolves,2022-11-05 Wolves-Brighton,2022-11-05,Matchweek 15,Sat,Home,L,2,3,Brighton,2,7,4,57.1,0.14,0.25,18.3,0,1,1,1.2,0.4,0.06,0.8,0.6,15:00:00
ENG-Premier League,2223,Wolves,2022-11-12 Wolves-Arsenal,2022-11-12,Matchweek 16,Sat,Home,L,0,2,Arsenal,0,11,2,18.2,0.0,0.0,20.0,1,0,0,0.7,0.7,0.06,-0.7,-0.7,19:45:00
ENG-Premier League,2223,Wolves,2022-12-26 Everton-Wolves,2022-12-26,Matchweek 17,Mon,Away,W,2,1,Everton,2,7,4,57.1,0.29,0.5,18.6,0,0,0,0.8,0.8,0.11,1.2,1.2,15:00:00
ENG-Premier League,2223,Wolves,2022-12-31 Wolves-Manchester Utd,2022-12-31,Matchweek 18,Sat,Home,L,0,1,Manchester Utd,0,10,3,30.0,0.0,0.0,17.3,2,0,0,0.7,0.7,0.07,-0.7,-0.7,12:30:00
ENG-Premier League,2223,Wolves,2023-01-04 Aston Villa-Wolves,2023-01-04,Matchweek 19,Wed,Away,D,1,1,Aston Villa,1,10,3,30.0,0.1,0.33,14.2,0,0,0,0.9,0.9,0.1,0.1,0.1,20:00:00
ENG-Premier League,2223,Wolves,2023-01-14 Wolves-West Ham,2023-01-14,Matchweek 20,Sat,Home,W,1,0,West Ham,1,17,4,23.5,0.06,0.25,20.0,0,0,0,0.9,0.9,0.05,0.1,0.1,15:00:00
ENG-Premier League,2223,Wolves,2023-01-22 Manchester City-Wolves,2023-01-22,Matchweek 21,Sun,Away,L,0,3,Manchester City,0,10,1,10.0,0.0,0.0,16.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8,14:00:00
ENG-Premier League,2223,Wolves,2023-02-04 Wolves-Liverpool,2023-02-04,Matchweek 22,Sat,Home,W,3,0,Liverpool,2,12,5,41.7,0.17,0.4,18.3,0,0,0,2.0,2.0,0.17,0.0,0.0,15:00:00
ENG-Premier League,2223,Wolves,2023-02-11 Southampton-Wolves,2023-02-11,Matchweek 23,Sat,Away,W,2,1,Southampton,1,11,1,9.1,0.09,1.0,18.7,0,0,0,0.8,0.8,0.08,0.2,0.2,15:00:00
ENG-Premier League,2223,Wolves,2023-02-18 Wolves-Bournemouth,2023-02-18,Matchweek 24,Sat,Home,L,0,1,Bournemouth,0,15,4,26.7,0.0,0.0,13.3,0,0,0,1.3,1.3,0.09,-1.3,-1.3,15:00:00
ENG-Premier League,2223,Wolves,2023-02-24 Fulham-Wolves,2023-02-24,Matchweek 25,Fri,Away,D,1,1,Fulham,1,8,2,25.0,0.13,0.5,18.1,0,0,0,0.8,0.8,0.1,0.2,0.2,20:00:00
ENG-Premier League,2223,Wolves,2023-03-01 Liverpool-Wolves,2023-03-01,Matchweek 7,Wed,Away,L,0,2,Liverpool,0,4,1,25.0,0.0,0.0,11.0,0,0,0,0.8,0.8,0.23,-0.8,-0.8,20:00:00
ENG-Premier League,2223,Wolves,2023-03-04 Wolves-Tottenham,2023-03-04,Matchweek 26,Sat,Home,W,1,0,Tottenham,1,8,5,62.5,0.13,0.2,21.0,0,0,0,0.5,0.5,0.07,0.5,0.5,15:00:00
ENG-Premier League,2223,Wolves,2023-03-12 Newcastle Utd-Wolves,2023-03-12,Matchweek 27,Sun,Away,L,1,2,Newcastle Utd,1,7,4,57.1,0.14,0.25,19.5,1,0,0,1.1,1.1,0.16,-0.1,-0.1,16:30:00
ENG-Premier League,2223,Wolves,2023-03-18 Wolves-Leeds United,2023-03-18,Matchweek 28,Sat,Home,L,2,4,Leeds United,2,23,8,34.8,0.09,0.25,16.1,1,0,0,2.7,2.7,0.12,-0.7,-0.7,15:00:00
ENG-Premier League,2223,Wolves,2023-04-01 Nott'ham Forest-Wolves,2023-04-01,Matchweek 29,Sat,Away,D,1,1,Nott'ham Forest,1,8,1,12.5,0.13,1.0,17.2,0,0,0,0.5,0.5,0.06,0.5,0.5,15:00:00
ENG-Premier League,2223,Wolves,2023-04-08 Wolves-Chelsea,2023-04-08,Matchweek 30,Sat,Home,W,1,0,Chelsea,1,9,4,44.4,0.11,0.25,24.2,0,0,0,0.6,0.6,0.06,0.4,0.4,15:00:00
ENG-Premier League,2223,Wolves,2023-04-15 Wolves-Brentford,2023-04-15,Matchweek 31,Sat,Home,W,2,0,Brentford,2,11,9,81.8,0.18,0.22,18.4,0,0,0,0.8,0.8,0.07,1.2,1.2,15:00:00
ENG-Premier League,2223,Wolves,2023-04-22 Leicester City-Wolves,2023-04-22,Matchweek 32,Sat,Away,L,1,2,Leicester City,1,16,3,18.8,0.06,0.33,20.7,2,0,0,0.9,0.9,0.06,0.1,0.1,15:00:00
ENG-Premier League,2223,Wolves,2023-04-25 Wolves-Crystal Palace,2023-04-25,Matchweek 33,Tue,Home,W,2,0,Crystal Palace,1,8,2,25.0,0.0,0.0,17.0,0,1,1,1.4,0.6,0.07,-0.4,-0.6,19:30:00
ENG-Premier League,2223,Wolves,2023-04-29 Brighton-Wolves,2023-04-29,Matchweek 34,Sat,Away,L,0,6,Brighton,0,10,2,20.0,0.0,0.0,18.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8,15:00:00
ENG-Premier League,2223,Wolves,2023-05-06 Wolves-Aston Villa,2023-05-06,Matchweek 35,Sat,Home,W,1,0,Aston Villa,1,6,2,33.3,0.17,0.5,17.6,0,0,0,0.8,0.8,0.13,0.2,0.2,15:00:00
ENG-Premier League,2223,Wolves,2023-05-13 Manchester Utd-Wolves,2023-05-13,Matchweek 36,Sat,Away,L,0,2,Manchester Utd,0,5,0,0.0,0.0,,10.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,15:00:00
ENG-Premier League,2223,Wolves,2023-05-20 Wolves-Everton,2023-05-20,Matchweek 37,Sat,Home,D,1,1,Everton,1,13,5,38.5,0.08,0.2,17.9,1,0,0,1.6,1.6,0.13,-0.6,-0.6,15:00:00
ENG-Premier League,2223,Wolves,2023-05-28 Arsenal-Wolves,2023-05-28,Matchweek 38,Sun,Away,L,0,5,Arsenal,0,6,0,0.0,0.0,,14.7,1,0,0,0.5,0.5,0.08,-0.5,-0.5,16:30:00
