,,,,date,round,day,venue,result,GF,GA,opponent,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,time
ENG-Premier League,1920,Wolves,2020-01-01 Watford-Wolves,2020-01-01,Matchweek 21,Wed,Away,L,1,2,Watford,23,14,11,9,3,13,23,56.5,10,6,2,4,9,32,9,1,15:00:00
ENG-Premier League,1920,Wolves,2020-01-11 Wolves-Newcastle Utd,2020-01-11,Matchweek 22,Sat,Home,D,1,1,Newcastle Utd,16,9,9,5,2,11,22,50.0,11,7,2,5,14,30,8,0,15:00:00
ENG-Premier League,1920,Wolves,2020-01-18 Southampton-Wolves,2020-01-18,Matchweek 23,Sat,Away,W,3,2,Southampton,13,10,8,5,0,11,20,55.0,9,5,1,4,11,24,19,0,15:00:00
ENG-Premier League,1920,Wolves,2020-01-23 Wolves-Liverpool,2020-01-23,Matchweek 24,Thu,Home,L,1,2,Liverpool,11,6,5,5,1,5,18,27.8,13,11,6,5,11,22,7,3,20:00:00
ENG-Premier League,1920,Wolves,2020-02-01 Manchester Utd-Wolves,2020-02-01,Matchweek 25,Sat,Away,D,0,0,Manchester Utd,28,19,19,7,2,8,21,38.1,13,9,3,6,19,47,25,0,17:30:00
ENG-Premier League,1920,Wolves,2020-02-14 Wolves-Leicester City,2020-02-14,Matchweek 26,Fri,Home,D,0,0,Leicester City,18,10,12,5,1,8,19,42.1,11,11,4,7,11,29,17,1,20:00:00
ENG-Premier League,1920,Wolves,2020-02-23 Wolves-Norwich City,2020-02-23,Matchweek 27,Sun,Home,W,3,0,Norwich City,32,14,14,15,3,12,22,54.5,10,12,1,11,17,49,14,0,14:00:00
ENG-Premier League,1920,Wolves,2020-03-01 Tottenham-Wolves,2020-03-01,Matchweek 28,Sun,Away,W,3,2,Tottenham,25,10,13,10,2,13,24,54.2,11,9,5,4,17,42,30,1,14:00:00
ENG-Premier League,1920,Wolves,2020-03-07 Wolves-Brighton,2020-03-07,Matchweek 29,Sat,Home,D,0,0,Brighton,22,17,13,8,1,13,23,56.5,10,14,2,12,8,30,17,0,15:00:00
ENG-Premier League,1920,Wolves,2020-06-20 West Ham-Wolves,2020-06-20,Matchweek 30,Sat,Away,W,2,0,West Ham,18,11,10,7,1,5,14,35.7,9,14,3,11,10,28,20,0,17:30:00
ENG-Premier League,1920,Wolves,2020-06-24 Wolves-Bournemouth,2020-06-24,Matchweek 31,Wed,Home,W,1,0,Bournemouth,14,8,9,4,1,9,21,42.9,12,14,2,12,10,24,25,0,18:00:00
ENG-Premier League,1920,Wolves,2020-06-27 Aston Villa-Wolves,2020-06-27,Matchweek 32,Sat,Away,W,1,0,Aston Villa,10,6,7,2,1,5,14,35.7,9,5,2,3,7,17,9,0,12:30:00
ENG-Premier League,1920,Wolves,2020-07-04 Wolves-Arsenal,2020-07-04,Matchweek 33,Sat,Home,L,0,2,Arsenal,13,7,8,3,2,2,10,20.0,8,7,3,4,8,21,10,2,17:30:00
ENG-Premier League,1920,Wolves,2020-07-08 Sheffield Utd-Wolves,2020-07-08,Matchweek 34,Wed,Away,L,0,1,Sheffield Utd,13,6,6,6,1,8,18,44.4,10,10,1,9,15,28,30,0,18:00:00
ENG-Premier League,1920,Wolves,2020-07-12 Wolves-Everton,2020-07-12,Matchweek 35,Sun,Home,W,3,0,Everton,9,6,5,4,0,3,10,30.0,7,11,3,8,13,22,13,0,12:00:00
ENG-Premier League,1920,Wolves,2020-07-15 Burnley-Wolves,2020-07-15,Matchweek 36,Wed,Away,D,1,1,Burnley,9,7,5,3,1,4,7,57.1,3,9,3,6,13,22,22,0,18:00:00
ENG-Premier League,1920,Wolves,2020-07-20 Wolves-Crystal Palace,2020-07-20,Matchweek 37,Mon,Home,W,2,0,Crystal Palace,18,9,11,6,1,6,14,42.9,8,13,3,10,9,27,14,1,20:15:00
ENG-Premier League,1920,Wolves,2020-07-26 Chelsea-Wolves,2020-07-26,Matchweek 38,Sun,Away,L,0,2,Chelsea,22,16,13,8,1,7,15,46.7,8,13,2,11,8,30,7,1,16:00:00
