,,,,date,round,day,venue,result,GF,GA,opponent,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,time
ENG-Premier League,1920,Crystal Palace,2019-12-26 Crystal Palace-West Ham,2019-12-26,Matchweek 19,Thu,Home,W,2,1,West Ham,0,0,0,5,10,1,19,13,10,0,0,0,64,15,27,35.7,15:00:00
ENG-Premier League,1920,Crystal Palace,2019-12-28 Southampton-Crystal Palace,2019-12-28,Matchweek 20,Sat,Away,D,1,1,Southampton,2,0,0,7,13,2,8,12,10,0,0,0,41,28,24,53.8,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-01-01 Norwich City-Crystal Palace,2020-01-01,Matchweek 21,Wed,Away,D,1,1,Norwich City,0,0,0,9,12,1,26,11,3,0,0,0,50,17,15,53.1,17:30:00
ENG-Premier League,1920,Crystal Palace,2020-01-11 Crystal Palace-Arsenal,2020-01-11,Matchweek 22,Sat,Home,D,1,1,Arsenal,2,0,0,14,22,3,13,14,16,0,0,0,65,13,11,54.2,12:30:00
ENG-Premier League,1920,Crystal Palace,2020-01-18 Manchester City-Crystal Palace,2020-01-18,Matchweek 23,Sat,Away,D,2,2,Manchester City,2,0,0,7,9,1,6,8,13,0,0,0,48,23,21,52.3,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-01-21 Crystal Palace-Southampton,2020-01-21,Matchweek 24,Tue,Home,L,0,2,Southampton,1,0,0,12,13,2,4,21,14,0,0,0,55,30,27,52.6,19:30:00
ENG-Premier League,1920,Crystal Palace,2020-02-01 Crystal Palace-Sheffield Utd,2020-02-01,Matchweek 25,Sat,Home,L,0,1,Sheffield Utd,3,0,0,9,14,1,28,10,7,0,0,1,48,31,24,56.4,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-02-08 Everton-Crystal Palace,2020-02-08,Matchweek 26,Sat,Away,L,1,3,Everton,1,0,0,12,11,2,20,9,10,0,0,0,58,24,30,44.4,12:30:00
ENG-Premier League,1920,Crystal Palace,2020-02-22 Crystal Palace-Newcastle Utd,2020-02-22,Matchweek 27,Sat,Home,W,1,0,Newcastle Utd,2,0,0,15,10,0,16,17,13,0,0,0,56,22,13,62.9,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-02-29 Brighton-Crystal Palace,2020-02-29,Matchweek 28,Sat,Away,W,1,0,Brighton,1,0,0,9,8,3,12,9,13,0,0,0,52,18,30,37.5,12:30:00
ENG-Premier League,1920,Crystal Palace,2020-03-07 Crystal Palace-Watford,2020-03-07,Matchweek 29,Sat,Home,W,1,0,Watford,4,0,0,12,16,2,17,13,11,0,0,0,64,31,32,49.2,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-06-20 Bournemouth-Crystal Palace,2020-06-20,Matchweek 30,Sat,Away,W,2,0,Bournemouth,2,0,0,15,12,3,10,13,10,0,0,0,47,22,19,53.7,19:45:00
ENG-Premier League,1920,Crystal Palace,2020-06-24 Liverpool-Crystal Palace,2020-06-24,Matchweek 31,Wed,Away,L,0,4,Liverpool,0,0,0,5,7,1,0,16,13,0,0,0,55,11,16,40.7,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-06-29 Crystal Palace-Burnley,2020-06-29,Matchweek 32,Mon,Home,L,0,1,Burnley,1,0,0,12,13,0,30,7,10,0,0,0,43,12,19,38.7,20:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Away,L,0,3,Leicester City,1,0,0,8,18,1,20,7,8,0,0,0,53,24,21,53.3,15:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-07 Crystal Palace-Chelsea,2020-07-07,Matchweek 34,Tue,Home,L,2,3,Chelsea,1,0,0,11,9,1,23,14,11,0,0,0,56,31,18,63.3,18:00:00
ENG-Premier League,1920,Crystal Palace,2020-07-12 Aston Villa-Crystal Palace,2020-07-12,Matchweek 35,Sun,Away,L,0,2,Aston Villa,4,1,0,21,19,0,19,9,8,0,0,0,39,20,19,51.3,14:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-16 Crystal Palace-Manchester Utd,2020-07-16,Matchweek 36,Thu,Home,L,0,2,Manchester Utd,1,0,0,10,15,1,9,16,11,0,0,0,46,5,15,25.0,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-20 Wolves-Crystal Palace,2020-07-20,Matchweek 37,Mon,Away,L,0,2,Wolves,1,0,0,15,11,1,14,12,5,0,0,0,47,17,20,45.9,20:15:00
ENG-Premier League,1920,Crystal Palace,2020-07-26 Crystal Palace-Tottenham,2020-07-26,Matchweek 38,Sun,Home,D,1,1,Tottenham,3,0,0,11,13,1,24,10,12,0,0,0,54,17,13,56.7,16:00:00
ENG-Premier League,1920,Everton,2019-08-10 Crystal Palace-Everton,2019-08-10,Matchweek 1,Sat,Away,D,0,0,Crystal Palace,3,1,1,14,16,0,17,14,7,0,0,0,58,18,30,37.5,15:00:00
ENG-Premier League,1920,Everton,2019-08-17 Everton-Watford,2019-08-17,Matchweek 2,Sat,Home,W,1,0,Watford,2,0,0,11,10,3,11,6,16,0,0,0,52,27,26,50.9,15:00:00
ENG-Premier League,1920,Everton,2019-08-23 Aston Villa-Everton,2019-08-23,Matchweek 3,Fri,Away,L,0,2,Aston Villa,3,0,0,18,10,1,24,5,11,0,0,0,49,27,16,62.8,20:00:00
ENG-Premier League,1920,Everton,2019-09-01 Everton-Wolves,2019-09-01,Matchweek 4,Sun,Home,W,3,2,Wolves,1,0,0,12,12,1,25,7,17,0,0,0,58,26,26,50.0,14:00:00
ENG-Premier League,1920,Everton,2019-09-15 Bournemouth-Everton,2019-09-15,Matchweek 5,Sun,Away,L,1,3,Bournemouth,4,0,0,14,4,0,22,13,9,0,0,0,64,24,23,51.1,14:00:00
ENG-Premier League,1920,Everton,2019-09-21 Everton-Sheffield Utd,2019-09-21,Matchweek 6,Sat,Home,L,0,2,Sheffield Utd,1,0,0,9,8,1,42,4,5,0,0,1,54,19,24,44.2,15:00:00
ENG-Premier League,1920,Everton,2019-09-28 Everton-Manchester City,2019-09-28,Matchweek 7,Sat,Home,L,1,3,Manchester City,2,0,0,4,8,2,19,11,11,0,0,0,44,16,11,59.3,17:30:00
ENG-Premier League,1920,Everton,2019-10-05 Burnley-Everton,2019-10-05,Matchweek 8,Sat,Away,L,0,1,Burnley,3,1,1,12,5,1,25,7,8,0,0,0,51,32,28,53.3,15:00:00
ENG-Premier League,1920,Everton,2019-10-19 Everton-West Ham,2019-10-19,Matchweek 9,Sat,Home,W,2,0,West Ham,2,0,0,15,14,9,24,12,18,0,0,0,70,24,22,52.2,12:30:00
ENG-Premier League,1920,Everton,2019-10-26 Brighton-Everton,2019-10-26,Matchweek 10,Sat,Away,L,2,3,Brighton,1,0,0,12,12,2,12,17,7,0,1,1,53,11,8,57.9,15:00:00
ENG-Premier League,1920,Everton,2019-11-03 Everton-Tottenham,2019-11-03,Matchweek 11,Sun,Home,D,1,1,Tottenham,1,0,0,9,8,1,28,6,12,0,0,0,48,16,17,48.5,16:30:00
ENG-Premier League,1920,Everton,2019-11-09 Southampton-Everton,2019-11-09,Matchweek 12,Sat,Away,W,2,1,Southampton,1,0,0,12,12,0,26,10,16,0,0,0,54,27,23,54.0,15:00:00
ENG-Premier League,1920,Everton,2019-11-23 Everton-Norwich City,2019-11-23,Matchweek 13,Sat,Home,L,0,2,Norwich City,3,0,0,12,11,0,33,5,13,0,0,0,47,23,22,51.1,15:00:00
ENG-Premier League,1920,Everton,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Away,L,1,2,Leicester City,1,0,0,9,7,3,22,21,7,0,0,0,56,19,23,45.2,16:30:00
ENG-Premier League,1920,Everton,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Away,L,2,5,Liverpool,2,0,0,17,12,3,26,14,13,0,0,0,53,27,25,51.9,20:15:00
ENG-Premier League,1920,Everton,2019-12-07 Everton-Chelsea,2019-12-07,Matchweek 16,Sat,Home,W,3,1,Chelsea,3,0,0,14,8,2,12,10,21,0,0,0,52,25,25,50.0,12:30:00
ENG-Premier League,1920,Everton,2019-12-15 Manchester Utd-Everton,2019-12-15,Matchweek 17,Sun,Away,D,1,1,Manchester Utd,2,0,0,12,10,3,18,12,10,0,0,0,45,16,30,34.8,14:00:00
ENG-Premier League,1920,Everton,2019-12-21 Everton-Arsenal,2019-12-21,Matchweek 18,Sat,Home,D,0,0,Arsenal,2,0,0,10,10,0,23,17,6,0,0,0,53,15,16,48.4,12:30:00
ENG-Premier League,1920,Everton,2019-12-26 Everton-Burnley,2019-12-26,Matchweek 19,Thu,Home,W,1,0,Burnley,0,0,0,15,14,0,33,7,4,0,0,0,52,30,35,46.2,15:00:00
ENG-Premier League,1920,Everton,2019-12-28 Newcastle Utd-Everton,2019-12-28,Matchweek 20,Sat,Away,W,2,1,Newcastle Utd,2,0,0,13,12,2,25,6,10,0,0,0,46,24,49,32.9,15:00:00
ENG-Premier League,1920,Everton,2020-01-01 Manchester City-Everton,2020-01-01,Matchweek 21,Wed,Away,L,1,2,Manchester City,4,0,0,11,11,1,12,14,10,0,0,0,46,29,16,64.4,17:30:00
ENG-Premier League,1920,Everton,2020-01-11 Everton-Brighton,2020-01-11,Matchweek 22,Sat,Home,W,1,0,Brighton,2,0,0,7,6,2,27,12,13,0,0,0,56,15,17,46.9,15:00:00
ENG-Premier League,1920,Everton,2020-01-18 West Ham-Everton,2020-01-18,Matchweek 23,Sat,Away,D,1,1,West Ham,0,0,0,13,11,1,25,15,10,0,0,0,71,25,36,41.0,15:00:00
ENG-Premier League,1920,Everton,2020-01-21 Everton-Newcastle Utd,2020-01-21,Matchweek 24,Tue,Home,D,2,2,Newcastle Utd,1,0,0,13,10,1,24,11,9,0,0,0,56,27,18,60.0,19:30:00
ENG-Premier League,1920,Everton,2020-02-01 Watford-Everton,2020-02-01,Matchweek 25,Sat,Away,W,3,2,Watford,4,1,1,14,17,2,26,10,14,0,0,0,59,26,33,44.1,15:00:00
ENG-Premier League,1920,Everton,2020-02-08 Everton-Crystal Palace,2020-02-08,Matchweek 26,Sat,Home,W,3,1,Crystal Palace,0,0,0,11,10,1,24,12,13,0,0,0,53,30,24,55.6,12:30:00
ENG-Premier League,1920,Everton,2020-02-23 Arsenal-Everton,2020-02-23,Matchweek 27,Sun,Away,L,2,3,Arsenal,4,0,0,12,12,2,23,14,12,0,0,0,52,18,9,66.7,16:30:00
ENG-Premier League,1920,Everton,2020-03-01 Everton-Manchester Utd,2020-03-01,Matchweek 28,Sun,Home,D,1,1,Manchester Utd,3,0,0,11,9,3,28,11,8,0,0,0,54,16,15,51.6,14:00:00
ENG-Premier League,1920,Everton,2020-03-08 Chelsea-Everton,2020-03-08,Matchweek 29,Sun,Away,L,0,4,Chelsea,2,0,0,10,8,1,14,9,10,0,0,0,46,19,16,54.3,14:00:00
ENG-Premier League,1920,Everton,2020-06-21 Everton-Liverpool,2020-06-21,Matchweek 30,Sun,Home,D,0,0,Liverpool,2,0,0,15,11,2,3,11,14,0,0,0,40,21,27,43.8,19:00:00
ENG-Premier League,1920,Everton,2020-06-24 Norwich City-Everton,2020-06-24,Matchweek 31,Wed,Away,W,1,0,Norwich City,1,0,0,13,7,1,20,11,15,0,0,0,57,25,14,64.1,18:00:00
ENG-Premier League,1920,Everton,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Home,W,2,1,Leicester City,1,0,0,13,9,0,6,9,9,0,0,0,44,32,20,61.5,18:00:00
ENG-Premier League,1920,Everton,2020-07-06 Tottenham-Everton,2020-07-06,Matchweek 33,Mon,Away,L,0,1,Tottenham,2,0,0,18,14,2,22,10,8,0,0,1,34,22,11,66.7,20:00:00
ENG-Premier League,1920,Everton,2020-07-09 Everton-Southampton,2020-07-09,Matchweek 34,Thu,Home,D,1,1,Southampton,3,0,0,13,14,3,12,12,5,0,1,0,45,20,20,50.0,18:00:00
ENG-Premier League,1920,Everton,2020-07-12 Wolves-Everton,2020-07-12,Matchweek 35,Sun,Away,L,0,3,Wolves,2,0,0,9,9,0,13,14,8,0,1,0,44,14,14,50.0,12:00:00
ENG-Premier League,1920,Everton,2020-07-16 Everton-Aston Villa,2020-07-16,Matchweek 36,Thu,Home,D,1,1,Aston Villa,2,0,0,15,13,0,30,14,6,0,0,0,44,22,21,51.2,18:00:00
ENG-Premier League,1920,Everton,2020-07-20 Sheffield Utd-Everton,2020-07-20,Matchweek 37,Mon,Away,W,1,0,Sheffield Utd,3,0,0,19,11,2,7,9,7,0,0,0,48,32,23,58.2,18:00:00
ENG-Premier League,1920,Everton,2020-07-26 Everton-Bournemouth,2020-07-26,Matchweek 38,Sun,Home,L,1,3,Bournemouth,1,0,0,11,9,0,21,6,16,0,1,0,58,21,22,48.8,16:00:00
ENG-Premier League,1920,Leicester City,2019-08-11 Leicester City-Wolves,2019-08-11,Matchweek 1,Sun,Home,D,0,0,Wolves,0,0,0,3,11,0,29,7,13,0,0,0,63,24,21,53.3,14:00:00
ENG-Premier League,1920,Leicester City,2019-08-18 Chelsea-Leicester City,2019-08-18,Matchweek 2,Sun,Away,D,1,1,Chelsea,0,0,0,14,9,3,16,15,16,0,0,0,69,13,23,36.1,16:30:00
ENG-Premier League,1920,Leicester City,2019-08-24 Sheffield Utd-Leicester City,2019-08-24,Matchweek 3,Sat,Away,W,2,1,Sheffield Utd,0,0,0,6,11,5,14,11,7,0,0,0,40,21,25,45.7,15:00:00
ENG-Premier League,1920,Leicester City,2019-08-31 Leicester City-Bournemouth,2019-08-31,Matchweek 4,Sat,Home,W,3,1,Bournemouth,1,0,0,9,10,2,14,14,13,0,0,0,62,15,21,41.7,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-14 Manchester Utd-Leicester City,2019-09-14,Matchweek 5,Sat,Away,L,0,1,Manchester Utd,2,0,0,14,14,2,24,10,17,0,1,0,54,16,11,59.3,15:00:00
ENG-Premier League,1920,Leicester City,2019-09-21 Leicester City-Tottenham,2019-09-21,Matchweek 6,Sat,Home,W,2,1,Tottenham,1,0,0,16,13,3,19,12,14,0,0,0,60,12,15,44.4,12:30:00
ENG-Premier League,1920,Leicester City,2019-09-29 Leicester City-Newcastle Utd,2019-09-29,Matchweek 7,Sun,Home,W,5,0,Newcastle Utd,1,0,0,12,9,0,28,15,13,0,0,0,55,8,12,40.0,16:30:00
ENG-Premier League,1920,Leicester City,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Away,L,1,2,Liverpool,4,0,0,17,8,2,19,19,10,0,1,0,68,17,11,60.7,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-19 Leicester City-Burnley,2019-10-19,Matchweek 9,Sat,Home,W,2,1,Burnley,0,0,0,4,10,2,22,11,13,0,0,0,33,22,24,47.8,15:00:00
ENG-Premier League,1920,Leicester City,2019-10-25 Southampton-Leicester City,2019-10-25,Matchweek 10,Fri,Away,W,9,0,Southampton,0,0,0,12,3,0,26,5,15,1,0,0,70,10,10,50.0,20:00:00
ENG-Premier League,1920,Leicester City,2019-11-03 Crystal Palace-Leicester City,2019-11-03,Matchweek 11,Sun,Away,W,2,0,Crystal Palace,2,0,0,16,13,1,20,8,15,0,0,0,48,17,18,48.6,14:00:00
ENG-Premier League,1920,Leicester City,2019-11-09 Leicester City-Arsenal,2019-11-09,Matchweek 12,Sat,Home,W,2,0,Arsenal,1,0,0,10,10,1,16,11,9,0,0,0,46,8,4,66.7,17:30:00
ENG-Premier League,1920,Leicester City,2019-11-23 Brighton-Leicester City,2019-11-23,Matchweek 13,Sat,Away,W,2,0,Brighton,0,0,0,1,8,1,20,12,9,1,0,0,55,11,9,55.0,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-01 Leicester City-Everton,2019-12-01,Matchweek 14,Sun,Home,W,2,1,Everton,0,0,0,7,9,1,25,10,10,0,0,0,71,23,19,54.8,16:30:00
ENG-Premier League,1920,Leicester City,2019-12-04 Leicester City-Watford,2019-12-04,Matchweek 15,Wed,Home,W,2,0,Watford,3,0,0,13,16,3,21,14,5,1,0,0,50,22,23,48.9,19:30:00
ENG-Premier League,1920,Leicester City,2019-12-08 Aston Villa-Leicester City,2019-12-08,Matchweek 16,Sun,Away,W,4,1,Aston Villa,2,0,0,15,21,1,24,12,8,0,0,0,56,23,15,60.5,14:00:00
ENG-Premier League,1920,Leicester City,2019-12-14 Leicester City-Norwich City,2019-12-14,Matchweek 17,Sat,Home,D,1,1,Norwich City,0,0,0,11,12,0,33,13,16,0,0,0,55,13,15,46.4,15:00:00
ENG-Premier League,1920,Leicester City,2019-12-21 Manchester City-Leicester City,2019-12-21,Matchweek 18,Sat,Away,L,1,3,Manchester City,2,0,0,9,13,3,9,11,6,0,1,0,49,11,8,57.9,17:30:00
ENG-Premier League,1920,Leicester City,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Home,L,0,4,Liverpool,1,0,0,5,7,6,13,11,11,0,1,0,53,11,13,45.8,20:00:00
ENG-Premier League,1920,Leicester City,2019-12-28 West Ham-Leicester City,2019-12-28,Matchweek 20,Sat,Away,W,2,1,West Ham,1,0,0,4,16,3,17,16,6,1,0,0,55,14,25,35.9,17:30:00
ENG-Premier League,1920,Leicester City,2020-01-01 Newcastle Utd-Leicester City,2020-01-01,Matchweek 21,Wed,Away,W,3,0,Newcastle Utd,1,0,0,12,8,3,11,11,9,0,0,0,53,22,10,68.8,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-11 Leicester City-Southampton,2020-01-11,Matchweek 22,Sat,Home,L,1,2,Southampton,0,0,0,9,17,3,11,10,13,0,0,0,64,20,27,42.6,15:00:00
ENG-Premier League,1920,Leicester City,2020-01-19 Burnley-Leicester City,2020-01-19,Matchweek 23,Sun,Away,L,1,2,Burnley,0,0,0,8,14,0,23,11,18,1,0,0,54,27,32,45.8,14:00:00
ENG-Premier League,1920,Leicester City,2020-01-22 Leicester City-West Ham,2020-01-22,Matchweek 24,Wed,Home,W,4,1,West Ham,1,0,0,10,18,2,21,9,9,1,1,0,45,24,21,53.3,19:30:00
ENG-Premier League,1920,Leicester City,2020-02-01 Leicester City-Chelsea,2020-02-01,Matchweek 25,Sat,Home,D,2,2,Chelsea,2,0,0,16,14,1,16,9,17,0,0,0,69,17,17,50.0,12:30:00
ENG-Premier League,1920,Leicester City,2020-02-14 Wolves-Leicester City,2020-02-14,Matchweek 26,Fri,Away,D,0,0,Wolves,4,1,1,10,12,0,19,14,12,0,0,0,45,18,22,45.0,20:00:00
ENG-Premier League,1920,Leicester City,2020-02-22 Leicester City-Manchester City,2020-02-22,Matchweek 27,Sat,Home,L,0,1,Manchester City,0,0,0,14,10,1,11,12,10,0,1,0,52,8,9,47.1,17:30:00
ENG-Premier League,1920,Leicester City,2020-02-28 Norwich City-Leicester City,2020-02-28,Matchweek 28,Fri,Away,L,0,1,Norwich City,2,0,0,16,13,0,22,9,4,0,0,0,56,12,9,57.1,20:00:00
ENG-Premier League,1920,Leicester City,2020-03-09 Leicester City-Aston Villa,2020-03-09,Matchweek 29,Mon,Home,W,4,0,Aston Villa,2,0,0,15,11,3,29,8,13,0,0,0,56,18,15,54.5,20:00:00
ENG-Premier League,1920,Leicester City,2020-06-20 Watford-Leicester City,2020-06-20,Matchweek 30,Sat,Away,D,1,1,Watford,1,0,0,12,15,3,23,4,17,0,0,0,61,21,21,50.0,12:30:00
ENG-Premier League,1920,Leicester City,2020-06-23 Leicester City-Brighton,2020-06-23,Matchweek 31,Tue,Home,D,0,0,Brighton,2,0,0,10,12,0,25,9,9,0,1,0,52,18,20,47.4,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-01 Everton-Leicester City,2020-07-01,Matchweek 32,Wed,Away,L,1,2,Everton,1,0,0,10,13,1,35,6,10,0,1,0,51,20,32,38.5,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-04 Leicester City-Crystal Palace,2020-07-04,Matchweek 33,Sat,Home,W,3,0,Crystal Palace,2,0,0,18,7,1,11,14,17,0,0,0,58,21,24,46.7,15:00:00
ENG-Premier League,1920,Leicester City,2020-07-07 Arsenal-Leicester City,2020-07-07,Matchweek 34,Tue,Away,D,1,1,Arsenal,0,0,0,14,10,1,18,8,12,0,0,0,56,18,16,52.9,20:15:00
ENG-Premier League,1920,Leicester City,2020-07-12 Bournemouth-Leicester City,2020-07-12,Matchweek 35,Sun,Away,L,1,4,Bournemouth,1,1,0,12,11,1,18,15,10,0,1,1,61,23,18,56.1,19:00:00
ENG-Premier League,1920,Leicester City,2020-07-16 Leicester City-Sheffield Utd,2020-07-16,Matchweek 36,Thu,Home,W,2,0,Sheffield Utd,1,0,0,12,10,3,26,13,9,0,0,0,50,29,35,45.3,18:00:00
ENG-Premier League,1920,Leicester City,2020-07-19 Tottenham-Leicester City,2020-07-19,Matchweek 37,Sun,Away,L,0,3,Tottenham,1,0,0,10,15,0,33,8,6,0,0,1,47,21,14,60.0,16:00:00
ENG-Premier League,1920,Leicester City,2020-07-26 Leicester City-Manchester Utd,2020-07-26,Matchweek 38,Sun,Home,L,0,2,Manchester Utd,1,1,0,12,11,2,18,16,11,0,1,0,62,11,10,52.4,16:00:00
ENG-Premier League,1920,Liverpool,2019-08-09 Liverpool-Norwich City,2019-08-09,Matchweek 1,Fri,Home,W,4,1,Norwich City,0,0,0,9,9,0,32,14,13,0,0,0,54,15,7,68.2,20:00:00
ENG-Premier League,1920,Liverpool,2019-08-17 Southampton-Liverpool,2019-08-17,Matchweek 2,Sat,Away,W,2,1,Southampton,1,0,0,6,9,1,24,10,2,0,0,0,52,19,15,55.9,15:00:00
ENG-Premier League,1920,Liverpool,2019-08-24 Liverpool-Arsenal,2019-08-24,Matchweek 3,Sat,Home,W,3,1,Arsenal,1,0,0,8,4,1,27,9,17,1,0,0,54,7,11,38.9,17:30:00
ENG-Premier League,1920,Liverpool,2019-08-31 Burnley-Liverpool,2019-08-31,Matchweek 4,Sat,Away,W,3,0,Burnley,0,0,0,16,10,1,18,9,6,0,0,0,61,23,21,52.3,17:30:00
ENG-Premier League,1920,Liverpool,2019-09-14 Liverpool-Newcastle Utd,2019-09-14,Matchweek 5,Sat,Home,W,3,1,Newcastle Utd,0,0,0,5,4,2,34,8,11,0,0,0,65,25,13,65.8,12:30:00
ENG-Premier League,1920,Liverpool,2019-09-22 Chelsea-Liverpool,2019-09-22,Matchweek 6,Sun,Away,W,2,1,Chelsea,3,0,0,13,7,1,10,12,5,0,0,0,60,18,20,47.4,16:30:00
ENG-Premier League,1920,Liverpool,2019-09-28 Sheffield Utd-Liverpool,2019-09-28,Matchweek 7,Sat,Away,W,1,0,Sheffield Utd,1,0,0,4,8,1,23,6,9,0,0,0,51,26,20,56.5,12:30:00
ENG-Premier League,1920,Liverpool,2019-10-05 Liverpool-Leicester City,2019-10-05,Matchweek 8,Sat,Home,W,2,1,Leicester City,1,0,0,9,17,3,17,14,10,1,0,0,72,11,17,39.3,15:00:00
ENG-Premier League,1920,Liverpool,2019-10-20 Manchester Utd-Liverpool,2019-10-20,Matchweek 9,Sun,Away,D,1,1,Manchester Utd,1,0,0,14,6,1,25,10,10,0,0,0,69,25,10,71.4,16:30:00
ENG-Premier League,1920,Liverpool,2019-10-27 Liverpool-Tottenham,2019-10-27,Matchweek 10,Sun,Home,W,2,1,Tottenham,3,0,0,9,11,0,34,12,15,1,0,0,60,22,16,57.9,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-02 Aston Villa-Liverpool,2019-11-02,Matchweek 11,Sat,Away,W,2,1,Aston Villa,2,0,0,9,11,2,39,8,12,0,0,0,64,22,19,53.7,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-10 Liverpool-Manchester City,2019-11-10,Matchweek 12,Sun,Home,W,3,1,Manchester City,0,0,0,10,5,3,17,10,5,0,0,0,40,13,14,48.1,16:30:00
ENG-Premier League,1920,Liverpool,2019-11-23 Crystal Palace-Liverpool,2019-11-23,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,1,0,0,7,8,0,25,6,15,0,0,0,37,24,21,53.3,15:00:00
ENG-Premier League,1920,Liverpool,2019-11-30 Liverpool-Brighton,2019-11-30,Matchweek 14,Sat,Home,W,2,1,Brighton,0,1,0,3,9,1,12,11,5,0,0,0,51,8,12,40.0,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-04 Liverpool-Everton,2019-12-04,Matchweek 15,Wed,Home,W,5,2,Everton,1,0,0,13,16,3,12,7,11,0,0,0,48,25,27,48.1,20:15:00
ENG-Premier League,1920,Liverpool,2019-12-07 Bournemouth-Liverpool,2019-12-07,Matchweek 16,Sat,Away,W,3,0,Bournemouth,1,0,0,6,5,1,24,8,5,0,0,0,69,14,15,48.3,15:00:00
ENG-Premier League,1920,Liverpool,2019-12-14 Liverpool-Watford,2019-12-14,Matchweek 17,Sat,Home,W,2,0,Watford,2,0,0,8,4,5,22,9,8,0,0,0,58,25,11,69.4,12:30:00
ENG-Premier League,1920,Liverpool,2019-12-26 Leicester City-Liverpool,2019-12-26,Matchweek 19,Thu,Away,W,4,0,Leicester City,1,0,0,7,4,3,33,8,8,0,0,0,63,13,11,54.2,20:00:00
ENG-Premier League,1920,Liverpool,2019-12-29 Liverpool-Wolves,2019-12-29,Matchweek 20,Sun,Home,W,1,0,Wolves,1,0,0,7,2,2,18,12,7,0,0,0,58,18,26,40.9,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-02 Liverpool-Sheffield Utd,2020-01-02,Matchweek 21,Thu,Home,W,2,0,Sheffield Utd,0,0,0,5,5,1,24,9,4,0,0,0,59,18,10,64.3,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-11 Tottenham-Liverpool,2020-01-11,Matchweek 22,Sat,Away,W,1,0,Tottenham,2,0,0,8,4,2,18,6,12,0,0,0,62,15,9,62.5,17:30:00
ENG-Premier League,1920,Liverpool,2020-01-19 Liverpool-Manchester Utd,2020-01-19,Matchweek 23,Sun,Home,W,2,0,Manchester Utd,1,0,0,7,10,2,28,10,11,0,0,0,68,16,12,57.1,16:30:00
ENG-Premier League,1920,Liverpool,2020-01-23 Wolves-Liverpool,2020-01-23,Matchweek 24,Thu,Away,W,2,1,Wolves,1,0,0,11,4,0,12,11,6,0,0,0,57,11,19,36.7,20:00:00
ENG-Premier League,1920,Liverpool,2020-01-29 West Ham-Liverpool,2020-01-29,Matchweek 18,Wed,Away,W,2,0,West Ham,0,0,0,6,6,0,20,8,9,1,0,0,51,13,16,44.8,19:45:00
ENG-Premier League,1920,Liverpool,2020-02-01 Liverpool-Southampton,2020-02-01,Matchweek 25,Sat,Home,W,4,0,Southampton,0,0,0,9,13,2,15,11,9,0,0,0,49,15,17,46.9,15:00:00
ENG-Premier League,1920,Liverpool,2020-02-15 Norwich City-Liverpool,2020-02-15,Matchweek 26,Sat,Away,W,1,0,Norwich City,2,0,0,11,5,0,30,5,11,0,0,0,66,12,9,57.1,17:30:00
ENG-Premier League,1920,Liverpool,2020-02-24 Liverpool-West Ham,2020-02-24,Matchweek 27,Mon,Home,W,3,2,West Ham,0,0,0,4,9,2,38,8,16,0,0,0,67,23,25,47.9,20:00:00
ENG-Premier League,1920,Liverpool,2020-02-29 Watford-Liverpool,2020-02-29,Matchweek 28,Sat,Away,L,0,3,Watford,0,0,0,8,3,1,26,5,2,0,0,0,63,17,20,45.9,17:30:00
ENG-Premier League,1920,Liverpool,2020-03-07 Liverpool-Bournemouth,2020-03-07,Matchweek 29,Sat,Home,W,2,1,Bournemouth,0,0,0,10,12,1,30,11,4,0,0,0,50,18,19,48.6,12:30:00
