,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,2122,Brentford,2022-04-16 Watford-Brentford,2022-04-16,Matchweek 33,Sat,Away,W,2,1,Watford,2,16,5,31.3,0.13,0.4,19.7,0,0,0,1.9,1.9,0.12,0.1,0.1,15:00:00
ENG-Premier League,2122,Brentford,2022-04-23 Brentford-Tottenham,2022-04-23,Matchweek 34,Sat,Home,D,0,0,Tottenham,0,15,1,6.7,0.0,0.0,15.3,1,0,0,0.9,0.9,0.06,-0.9,-0.9,17:30:00
ENG-Premier League,2122,Brentford,2022-05-02 Manchester Utd-Brentford,2022-05-02,Matchweek 35,Mon,Away,L,0,3,Manchester Utd,0,12,4,33.3,0.0,0.0,18.9,1,0,0,0.6,0.6,0.05,-0.6,-0.6,20:00:00
ENG-Premier League,2122,Brentford,2022-05-07 Brentford-Southampton,2022-05-07,Matchweek 36,Sat,Home,W,3,0,Southampton,3,18,5,27.8,0.17,0.6,13.9,1,0,0,2.6,2.6,0.15,0.4,0.4,15:00:00
ENG-Premier League,2122,Brentford,2022-05-15 Everton-Brentford,2022-05-15,Matchweek 37,Sun,Away,W,3,2,Everton,2,18,6,33.3,0.11,0.33,18.1,1,0,0,1.4,1.4,0.08,0.6,0.6,16:30:00
ENG-Premier League,2122,Brentford,2022-05-22 Brentford-Leeds United,2022-05-22,Matchweek 38,Sun,Home,L,1,2,Leeds United,1,14,5,35.7,0.07,0.2,13.7,0,0,0,0.8,0.8,0.06,0.2,0.2,16:00:00
ENG-Premier League,2122,Brighton,2021-08-14 Burnley-Brighton,2021-08-14,Matchweek 1,Sat,Away,W,2,1,Burnley,2,14,6,42.9,0.14,0.33,14.9,1,0,0,1.0,1.0,0.08,1.0,1.0,15:00:00
ENG-Premier League,2122,Brighton,2021-08-21 Brighton-Watford,2021-08-21,Matchweek 2,Sat,Home,W,2,0,Watford,2,13,3,23.1,0.15,0.67,16.9,0,0,0,1.3,1.3,0.1,0.7,0.7,17:30:00
ENG-Premier League,2122,Brighton,2021-08-28 Brighton-Everton,2021-08-28,Matchweek 3,Sat,Home,L,0,2,Everton,0,14,3,21.4,0.0,0.0,22.3,2,0,0,0.7,0.7,0.06,-0.7,-0.7,15:00:00
ENG-Premier League,2122,Brighton,2021-09-11 Brentford-Brighton,2021-09-11,Matchweek 4,Sat,Away,W,1,0,Brentford,1,4,2,50.0,0.25,0.5,19.0,0,0,0,0.3,0.3,0.07,0.7,0.7,15:00:00
ENG-Premier League,2122,Brighton,2021-09-19 Brighton-Leicester City,2021-09-19,Matchweek 5,Sun,Home,W,2,1,Leicester City,2,11,4,36.4,0.09,0.25,16.9,2,1,1,1.7,0.9,0.08,0.3,0.1,14:00:00
ENG-Premier League,2122,Brighton,2021-09-27 Crystal Palace-Brighton,2021-09-27,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,1,8,4,50.0,0.13,0.25,15.8,0,0,0,0.8,0.8,0.09,0.2,0.2,20:00:00
ENG-Premier League,2122,Brighton,2021-10-02 Brighton-Arsenal,2021-10-02,Matchweek 7,Sat,Home,D,0,0,Arsenal,0,21,2,9.5,0.0,0.0,17.7,0,0,0,1.1,1.1,0.05,-1.1,-1.1,17:30:00
ENG-Premier League,2122,Brighton,2021-10-16 Norwich City-Brighton,2021-10-16,Matchweek 8,Sat,Away,D,0,0,Norwich City,0,11,3,27.3,0.0,0.0,16.1,0,0,0,0.8,0.8,0.07,-0.8,-0.8,15:00:00
ENG-Premier League,2122,Brighton,2021-10-23 Brighton-Manchester City,2021-10-23,Matchweek 9,Sat,Home,L,1,4,Manchester City,1,9,4,44.4,0.0,0.0,18.9,0,1,1,1.3,0.5,0.06,-0.3,-0.5,17:30:00
ENG-Premier League,2122,Brighton,2021-10-30 Liverpool-Brighton,2021-10-30,Matchweek 10,Sat,Away,D,2,2,Liverpool,2,9,6,66.7,0.22,0.33,17.0,0,0,0,1.0,1.0,0.11,1.0,1.0,15:00:00
ENG-Premier League,2122,Brighton,2021-11-06 Brighton-Newcastle Utd,2021-11-06,Matchweek 11,Sat,Home,D,1,1,Newcastle Utd,1,13,4,30.8,0.0,0.0,17.9,0,1,1,1.5,0.7,0.05,-0.5,-0.7,17:30:00
ENG-Premier League,2122,Brighton,2021-11-20 Aston Villa-Brighton,2021-11-20,Matchweek 12,Sat,Away,L,0,2,Aston Villa,0,6,2,33.3,0.0,0.0,17.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,15:00:00
ENG-Premier League,2122,Brighton,2021-11-27 Brighton-Leeds United,2021-11-27,Matchweek 13,Sat,Home,D,0,0,Leeds United,0,20,4,20.0,0.0,0.0,16.6,0,0,0,2.1,2.1,0.11,-2.1,-2.1,17:30:00
ENG-Premier League,2122,Brighton,2021-12-01 West Ham-Brighton,2021-12-01,Matchweek 14,Wed,Away,D,1,1,West Ham,1,9,3,33.3,0.11,0.33,16.0,1,0,0,1.3,1.3,0.15,-0.3,-0.3,19:30:00
ENG-Premier League,2122,Brighton,2021-12-04 Southampton-Brighton,2021-12-04,Matchweek 15,Sat,Away,D,1,1,Southampton,1,14,4,28.6,0.07,0.25,18.7,1,0,0,1.6,1.6,0.12,-0.6,-0.6,15:00:00
ENG-Premier League,2122,Brighton,2021-12-15 Brighton-Wolves,2021-12-15,Matchweek 17,Wed,Home,L,0,1,Wolves,0,12,2,16.7,0.0,0.0,17.8,2,0,0,1.2,1.2,0.12,-1.2,-1.2,19:30:00
ENG-Premier League,2122,Brighton,2021-12-26 Brighton-Brentford,2021-12-26,Matchweek 19,Sun,Home,W,2,0,Brentford,2,15,5,33.3,0.13,0.4,21.7,3,0,0,0.8,0.8,0.05,1.2,1.2,20:00:00
ENG-Premier League,2122,Brighton,2021-12-29 Chelsea-Brighton,2021-12-29,Matchweek 20,Wed,Away,D,1,1,Chelsea,1,18,6,33.3,0.06,0.17,20.2,1,0,0,0.9,0.9,0.05,0.1,0.1,19:30:00
ENG-Premier League,2122,Brighton,2022-01-02 Everton-Brighton,2022-01-02,Matchweek 21,Sun,Away,W,3,2,Everton,3,12,5,41.7,0.25,0.6,19.1,0,0,0,1.7,1.7,0.14,1.3,1.3,14:00:00
ENG-Premier League,2122,Brighton,2022-01-14 Brighton-Crystal Palace,2022-01-14,Matchweek 22,Fri,Home,D,1,1,Crystal Palace,0,18,3,16.7,0.0,0.0,18.2,0,0,1,2.0,1.2,0.06,-2.0,-1.2,20:00:00
ENG-Premier League,2122,Brighton,2022-01-18 Brighton-Chelsea,2022-01-18,Matchweek 24,Tue,Home,D,1,1,Chelsea,1,10,2,20.0,0.1,0.5,16.2,0,0,0,0.7,0.7,0.07,0.3,0.3,20:00:00
ENG-Premier League,2122,Brighton,2022-01-23 Leicester City-Brighton,2022-01-23,Matchweek 23,Sun,Away,D,1,1,Leicester City,1,14,4,28.6,0.07,0.25,17.9,0,0,0,1.1,1.1,0.08,-0.1,-0.1,14:00:00
ENG-Premier League,2122,Brighton,2022-02-12 Watford-Brighton,2022-02-12,Matchweek 25,Sat,Away,W,2,0,Watford,2,11,5,45.5,0.18,0.4,12.3,0,0,0,1.6,1.6,0.17,0.4,0.4,15:00:00
ENG-Premier League,2122,Brighton,2022-02-15 Manchester Utd-Brighton,2022-02-15,Matchweek 18,Tue,Away,L,0,2,Manchester Utd,0,10,3,30.0,0.0,0.0,18.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7,20:15:00
ENG-Premier League,2122,Brighton,2022-02-19 Brighton-Burnley,2022-02-19,Matchweek 26,Sat,Home,L,0,3,Burnley,0,11,1,9.1,0.0,0.0,19.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,15:00:00
ENG-Premier League,2122,Brighton,2022-02-26 Brighton-Aston Villa,2022-02-26,Matchweek 27,Sat,Home,L,0,2,Aston Villa,0,12,1,8.3,0.0,0.0,19.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7,15:00:00
ENG-Premier League,2122,Brighton,2022-03-05 Newcastle Utd-Brighton,2022-03-05,Matchweek 28,Sat,Away,L,1,2,Newcastle Utd,1,15,4,26.7,0.07,0.25,14.2,0,0,0,1.5,1.5,0.1,-0.5,-0.5,15:00:00
ENG-Premier League,2122,Brighton,2022-03-12 Brighton-Liverpool,2022-03-12,Matchweek 29,Sat,Home,L,0,2,Liverpool,0,8,3,37.5,0.0,0.0,18.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,12:30:00
ENG-Premier League,2122,Brighton,2022-03-16 Brighton-Tottenham,2022-03-16,Matchweek 16,Wed,Home,L,0,2,Tottenham,0,15,0,0.0,0.0,,18.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7,19:30:00
ENG-Premier League,2122,Brighton,2022-04-02 Brighton-Norwich City,2022-04-02,Matchweek 31,Sat,Home,D,0,0,Norwich City,0,30,4,13.3,0.0,0.0,18.7,1,0,1,2.8,2.0,0.07,-2.8,-2.0,15:00:00
ENG-Premier League,2122,Brighton,2022-04-09 Arsenal-Brighton,2022-04-09,Matchweek 32,Sat,Away,W,2,1,Arsenal,2,8,3,37.5,0.25,0.67,23.1,0,0,0,0.6,0.6,0.07,1.4,1.4,15:00:00
ENG-Premier League,2122,Brighton,2022-04-16 Tottenham-Brighton,2022-04-16,Matchweek 33,Sat,Away,W,1,0,Tottenham,1,12,4,33.3,0.08,0.25,17.0,0,0,0,0.6,0.6,0.05,0.4,0.4,12:30:00
ENG-Premier League,2122,Brighton,2022-04-20 Manchester City-Brighton,2022-04-20,Matchweek 30,Wed,Away,L,0,3,Manchester City,0,2,1,50.0,0.0,0.0,19.0,1,0,0,0.2,0.2,0.08,-0.2,-0.2,20:00:00
ENG-Premier League,2122,Brighton,2022-04-24 Brighton-Southampton,2022-04-24,Matchweek 34,Sun,Home,D,2,2,Southampton,1,8,5,62.5,0.13,0.2,11.4,0,0,0,1.7,1.7,0.23,-0.7,-0.7,14:00:00
ENG-Premier League,2122,Brighton,2022-04-30 Wolves-Brighton,2022-04-30,Matchweek 35,Sat,Away,W,3,0,Wolves,3,15,8,53.3,0.13,0.25,21.4,0,1,2,2.6,1.1,0.07,0.4,0.9,15:00:00
ENG-Premier League,2122,Brighton,2022-05-07 Brighton-Manchester Utd,2022-05-07,Matchweek 36,Sat,Home,W,4,0,Manchester Utd,4,17,5,29.4,0.24,0.8,15.9,0,0,0,2.3,2.3,0.15,1.7,1.7,17:30:00
ENG-Premier League,2122,Brighton,2022-05-15 Leeds United-Brighton,2022-05-15,Matchweek 37,Sun,Away,D,1,1,Leeds United,1,15,6,40.0,0.07,0.17,14.3,0,0,0,2.2,2.2,0.15,-1.2,-1.2,14:00:00
ENG-Premier League,2122,Brighton,2022-05-22 Brighton-West Ham,2022-05-22,Matchweek 38,Sun,Home,W,3,1,West Ham,3,18,7,38.9,0.17,0.43,16.4,0,0,0,1.6,1.6,0.09,1.4,1.4,16:00:00
ENG-Premier League,2122,Burnley,2021-08-14 Burnley-Brighton,2021-08-14,Matchweek 1,Sat,Home,L,1,2,Brighton,1,14,3,21.4,0.07,0.33,16.2,1,0,0,1.5,1.5,0.1,-0.5,-0.5,15:00:00
ENG-Premier League,2122,Burnley,2021-08-21 Liverpool-Burnley,2021-08-21,Matchweek 2,Sat,Away,L,0,2,Liverpool,0,9,3,33.3,0.0,0.0,15.3,0,0,0,0.9,0.9,0.1,-0.9,-0.9,12:30:00
ENG-Premier League,2122,Burnley,2021-08-29 Burnley-Leeds United,2021-08-29,Matchweek 3,Sun,Home,D,1,1,Leeds United,1,12,3,25.0,0.08,0.33,16.5,0,0,0,1.0,1.0,0.09,0.0,0.0,14:00:00
ENG-Premier League,2122,Burnley,2021-09-13 Everton-Burnley,2021-09-13,Matchweek 4,Mon,Away,L,1,3,Everton,1,11,6,54.5,0.09,0.17,16.8,0,0,0,1.0,1.0,0.09,0.0,0.0,20:00:00
ENG-Premier League,2122,Burnley,2021-09-18 Burnley-Arsenal,2021-09-18,Matchweek 5,Sat,Home,L,0,1,Arsenal,0,18,3,16.7,0.0,0.0,15.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0,15:00:00
ENG-Premier League,2122,Burnley,2021-09-25 Leicester City-Burnley,2021-09-25,Matchweek 6,Sat,Away,D,2,2,Leicester City,1,9,3,33.3,0.11,0.33,22.7,1,0,0,0.5,0.5,0.05,0.5,0.5,15:00:00
ENG-Premier League,2122,Burnley,2021-10-02 Burnley-Norwich City,2021-10-02,Matchweek 7,Sat,Home,D,0,0,Norwich City,0,14,4,28.6,0.0,0.0,16.6,1,0,0,1.2,1.2,0.08,-1.2,-1.2,15:00:00
ENG-Premier League,2122,Burnley,2021-10-16 Manchester City-Burnley,2021-10-16,Matchweek 8,Sat,Away,L,0,2,Manchester City,0,7,2,28.6,0.0,0.0,14.5,0,0,0,0.9,0.9,0.13,-0.9,-0.9,15:00:00
ENG-Premier League,2122,Burnley,2021-10-23 Southampton-Burnley,2021-10-23,Matchweek 9,Sat,Away,D,2,2,Southampton,2,9,5,55.6,0.22,0.4,20.9,0,0,0,0.7,0.7,0.08,1.3,1.3,15:00:00
ENG-Premier League,2122,Burnley,2021-10-30 Burnley-Brentford,2021-10-30,Matchweek 10,Sat,Home,W,3,1,Brentford,3,15,5,33.3,0.2,0.6,16.6,1,0,0,2.3,2.3,0.18,0.7,0.7,15:00:00
ENG-Premier League,2122,Burnley,2021-11-06 Chelsea-Burnley,2021-11-06,Matchweek 11,Sat,Away,D,1,1,Chelsea,1,5,2,40.0,0.2,0.5,15.9,0,0,0,0.7,0.7,0.13,0.3,0.3,15:00:00
ENG-Premier League,2122,Burnley,2021-11-20 Burnley-Crystal Palace,2021-11-20,Matchweek 12,Sat,Home,D,3,3,Crystal Palace,3,15,9,60.0,0.2,0.33,16.1,1,0,0,1.5,1.5,0.1,1.5,1.5,15:00:00
ENG-Premier League,2122,Burnley,2021-12-01 Wolves-Burnley,2021-12-01,Matchweek 14,Wed,Away,D,0,0,Wolves,0,6,1,16.7,0.0,0.0,21.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,19:30:00
ENG-Premier League,2122,Burnley,2021-12-04 Newcastle Utd-Burnley,2021-12-04,Matchweek 15,Sat,Away,L,0,1,Newcastle Utd,0,10,1,10.0,0.0,0.0,18.8,2,0,0,0.6,0.6,0.06,-0.6,-0.6,15:00:00
ENG-Premier League,2122,Burnley,2021-12-12 Burnley-West Ham,2021-12-12,Matchweek 16,Sun,Home,D,0,0,West Ham,0,9,1,11.1,0.0,0.0,15.2,0,0,0,0.8,0.8,0.09,-0.8,-0.8,14:00:00
ENG-Premier League,2122,Burnley,2021-12-30 Manchester Utd-Burnley,2021-12-30,Matchweek 20,Thu,Away,L,1,3,Manchester Utd,1,10,3,30.0,0.1,0.33,13.3,0,0,0,1.1,1.1,0.11,-0.1,-0.1,20:15:00
ENG-Premier League,2122,Burnley,2022-01-02 Leeds United-Burnley,2022-01-02,Matchweek 21,Sun,Away,L,1,3,Leeds United,1,8,2,25.0,0.13,0.5,17.8,1,0,0,1.0,1.0,0.12,0.0,0.0,14:00:00
ENG-Premier League,2122,Burnley,2022-01-23 Arsenal-Burnley,2022-01-23,Matchweek 23,Sun,Away,D,0,0,Arsenal,0,10,1,10.0,0.0,0.0,21.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,14:00:00
ENG-Premier League,2122,Burnley,2022-02-05 Burnley-Watford,2022-02-05,Matchweek 17,Sat,Home,D,0,0,Watford,0,13,2,15.4,0.0,0.0,19.5,1,0,0,0.6,0.6,0.05,-0.6,-0.6,18:00:00
ENG-Premier League,2122,Burnley,2022-02-08 Burnley-Manchester Utd,2022-02-08,Matchweek 24,Tue,Home,D,1,1,Manchester Utd,1,9,3,33.3,0.11,0.33,20.5,0,0,0,0.4,0.4,0.04,0.6,0.6,20:00:00
ENG-Premier League,2122,Burnley,2022-02-13 Burnley-Liverpool,2022-02-13,Matchweek 25,Sun,Home,L,0,1,Liverpool,0,8,5,62.5,0.0,0.0,19.3,0,0,0,1.5,1.5,0.19,-1.5,-1.5,14:00:00
ENG-Premier League,2122,Burnley,2022-02-19 Brighton-Burnley,2022-02-19,Matchweek 26,Sat,Away,W,3,0,Brighton,3,10,4,40.0,0.3,0.75,19.7,0,0,0,0.7,0.7,0.07,2.3,2.3,15:00:00
ENG-Premier League,2122,Burnley,2022-02-23 Burnley-Tottenham,2022-02-23,Matchweek 13,Wed,Home,W,1,0,Tottenham,1,15,4,26.7,0.07,0.25,17.3,0,0,0,0.9,0.9,0.07,0.1,0.1,19:30:00
ENG-Premier League,2122,Burnley,2022-02-26 Crystal Palace-Burnley,2022-02-26,Matchweek 27,Sat,Away,D,1,1,Crystal Palace,0,5,1,20.0,0.0,0.0,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,15:00:00
ENG-Premier League,2122,Burnley,2022-03-01 Burnley-Leicester City,2022-03-01,Matchweek 22,Tue,Home,L,0,2,Leicester City,0,9,2,22.2,0.0,0.0,16.6,0,0,0,0.9,0.9,0.1,-0.9,-0.9,19:45:00
ENG-Premier League,2122,Burnley,2022-03-05 Burnley-Chelsea,2022-03-05,Matchweek 28,Sat,Home,L,0,4,Chelsea,0,6,0,0.0,0.0,,17.2,1,0,0,0.7,0.7,0.13,-0.7,-0.7,15:00:00
ENG-Premier League,2122,Burnley,2022-03-12 Brentford-Burnley,2022-03-12,Matchweek 29,Sat,Away,L,0,2,Brentford,0,7,1,14.3,0.0,0.0,21.4,1,0,0,0.7,0.7,0.1,-0.7,-0.7,15:00:00
ENG-Premier League,2122,Burnley,2022-04-02 Burnley-Manchester City,2022-04-02,Matchweek 31,Sat,Home,L,0,2,Manchester City,0,3,1,33.3,0.0,0.0,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,15:00:00
ENG-Premier League,2122,Burnley,2022-04-06 Burnley-Everton,2022-04-06,Matchweek 19,Wed,Home,W,3,2,Everton,3,13,4,30.8,0.23,0.75,15.6,0,0,0,2.0,2.0,0.16,1.0,1.0,19:30:00
ENG-Premier League,2122,Burnley,2022-04-10 Norwich City-Burnley,2022-04-10,Matchweek 32,Sun,Away,L,0,2,Norwich City,0,18,3,16.7,0.0,0.0,17.4,1,0,0,1.7,1.7,0.1,-1.7,-1.7,14:00:00
ENG-Premier League,2122,Burnley,2022-04-17 West Ham-Burnley,2022-04-17,Matchweek 33,Sun,Away,D,1,1,West Ham,1,8,1,12.5,0.13,1.0,16.4,0,0,1,1.8,1.0,0.15,-0.8,0.0,14:15:00
ENG-Premier League,2122,Burnley,2022-04-21 Burnley-Southampton,2022-04-21,Matchweek 30,Thu,Home,W,2,0,Southampton,2,16,6,37.5,0.13,0.33,14.2,0,0,0,1.5,1.5,0.1,0.5,0.5,19:45:00
ENG-Premier League,2122,Burnley,2022-04-24 Burnley-Wolves,2022-04-24,Matchweek 34,Sun,Home,W,1,0,Wolves,1,14,5,35.7,0.07,0.2,18.8,0,0,0,1.4,1.4,0.1,-0.4,-0.4,14:00:00
ENG-Premier League,2122,Burnley,2022-04-30 Watford-Burnley,2022-04-30,Matchweek 35,Sat,Away,W,2,1,Watford,2,17,6,35.3,0.12,0.33,15.9,1,0,0,1.6,1.6,0.1,0.4,0.4,15:00:00
ENG-Premier League,2122,Burnley,2022-05-07 Burnley-Aston Villa,2022-05-07,Matchweek 36,Sat,Home,L,1,3,Aston Villa,1,14,6,42.9,0.07,0.17,16.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9,15:00:00
ENG-Premier League,2122,Burnley,2022-05-15 Tottenham-Burnley,2022-05-15,Matchweek 37,Sun,Away,L,0,1,Tottenham,0,8,1,12.5,0.0,0.0,15.4,0,0,0,0.7,0.7,0.09,-0.7,-0.7,12:00:00
ENG-Premier League,2122,Burnley,2022-05-19 Aston Villa-Burnley,2022-05-19,Matchweek 18,Thu,Away,D,1,1,Aston Villa,1,9,3,33.3,0.0,0.0,17.2,0,1,1,1.6,0.8,0.1,-0.6,-0.8,20:00:00
ENG-Premier League,2122,Burnley,2022-05-22 Burnley-Newcastle Utd,2022-05-22,Matchweek 38,Sun,Home,L,1,2,Newcastle Utd,1,12,4,33.3,0.08,0.25,15.7,1,0,0,1.6,1.6,0.14,-0.6,-0.6,16:00:00
ENG-Premier League,2122,Chelsea,2021-08-14 Chelsea-Crystal Palace,2021-08-14,Matchweek 1,Sat,Home,W,3,0,Crystal Palace,3,13,6,46.2,0.23,0.5,21.0,4,0,0,0.7,0.7,0.05,2.3,2.3,15:00:00
ENG-Premier League,2122,Chelsea,2021-08-22 Arsenal-Chelsea,2021-08-22,Matchweek 2,Sun,Away,W,2,0,Arsenal,2,22,5,22.7,0.09,0.4,16.0,0,0,0,3.1,3.1,0.14,-1.1,-1.1,16:30:00
ENG-Premier League,2122,Chelsea,2021-08-28 Liverpool-Chelsea,2021-08-28,Matchweek 3,Sat,Away,D,1,1,Liverpool,1,6,3,50.0,0.17,0.33,12.5,0,0,0,0.6,0.6,0.11,0.4,0.4,17:30:00
ENG-Premier League,2122,Chelsea,2021-09-11 Chelsea-Aston Villa,2021-09-11,Matchweek 4,Sat,Home,W,3,0,Aston Villa,3,12,4,33.3,0.25,0.75,22.6,0,0,0,1.3,1.3,0.11,1.7,1.7,17:30:00
ENG-Premier League,2122,Chelsea,2021-09-19 Tottenham-Chelsea,2021-09-19,Matchweek 5,Sun,Away,W,3,0,Tottenham,3,20,9,45.0,0.15,0.33,14.5,0,0,0,2.1,2.1,0.11,0.9,0.9,16:30:00
ENG-Premier League,2122,Chelsea,2021-09-25 Chelsea-Manchester City,2021-09-25,Matchweek 6,Sat,Home,L,0,1,Manchester City,0,5,0,0.0,0.0,,27.9,1,0,0,0.2,0.2,0.05,-0.2,-0.2,12:30:00
ENG-Premier League,2122,Chelsea,2021-10-02 Chelsea-Southampton,2021-10-02,Matchweek 7,Sat,Home,W,3,1,Southampton,3,20,9,45.0,0.15,0.33,12.8,0,0,0,3.3,3.3,0.17,-0.3,-0.3,15:00:00
ENG-Premier League,2122,Chelsea,2021-10-16 Brentford-Chelsea,2021-10-16,Matchweek 8,Sat,Away,W,1,0,Brentford,1,5,1,20.0,0.2,1.0,24.7,2,0,0,0.3,0.3,0.07,0.7,0.7,17:30:00
ENG-Premier League,2122,Chelsea,2021-10-23 Chelsea-Norwich City,2021-10-23,Matchweek 9,Sat,Home,W,7,0,Norwich City,6,22,12,54.5,0.23,0.42,19.8,0,1,1,3.1,2.6,0.12,2.9,2.4,12:30:00
ENG-Premier League,2122,Chelsea,2021-10-30 Newcastle Utd-Chelsea,2021-10-30,Matchweek 10,Sat,Away,W,3,0,Newcastle Utd,3,18,5,27.8,0.11,0.4,20.5,1,1,1,2.2,1.4,0.09,0.8,0.6,15:00:00
ENG-Premier League,2122,Chelsea,2021-11-06 Chelsea-Burnley,2021-11-06,Matchweek 11,Sat,Home,D,1,1,Burnley,1,25,4,16.0,0.04,0.25,16.0,0,0,0,1.8,1.8,0.07,-0.8,-0.8,15:00:00
ENG-Premier League,2122,Chelsea,2021-11-20 Leicester City-Chelsea,2021-11-20,Matchweek 12,Sat,Away,W,3,0,Leicester City,3,16,7,43.8,0.19,0.43,16.7,2,0,0,2.0,2.0,0.13,1.0,1.0,12:30:00
ENG-Premier League,2122,Chelsea,2021-11-28 Chelsea-Manchester Utd,2021-11-28,Matchweek 13,Sun,Home,D,1,1,Manchester Utd,1,23,5,21.7,0.0,0.0,16.8,0,1,1,2.7,1.9,0.08,-1.7,-1.9,16:30:00
ENG-Premier League,2122,Chelsea,2021-12-01 Watford-Chelsea,2021-12-01,Matchweek 14,Wed,Away,W,2,1,Watford,2,8,4,50.0,0.25,0.5,15.1,0,0,0,0.9,0.9,0.12,1.1,1.1,19:30:00
ENG-Premier League,2122,Chelsea,2021-12-04 West Ham-Chelsea,2021-12-04,Matchweek 15,Sat,Away,L,2,3,West Ham,2,19,7,36.8,0.11,0.29,17.5,0,0,0,1.1,1.1,0.06,0.9,0.9,12:30:00
ENG-Premier League,2122,Chelsea,2021-12-11 Chelsea-Leeds United,2021-12-11,Matchweek 16,Sat,Home,W,3,2,Leeds United,3,14,4,28.6,0.07,0.25,20.0,2,2,2,2.5,0.9,0.07,0.5,0.1,15:00:00
ENG-Premier League,2122,Chelsea,2021-12-16 Chelsea-Everton,2021-12-16,Matchweek 17,Thu,Home,D,1,1,Everton,1,23,10,43.5,0.04,0.1,14.7,2,0,0,2.9,2.9,0.13,-1.9,-1.9,19:45:00
ENG-Premier League,2122,Chelsea,2021-12-19 Wolves-Chelsea,2021-12-19,Matchweek 18,Sun,Away,D,0,0,Wolves,0,8,1,12.5,0.0,0.0,14.9,0,0,0,0.9,0.9,0.11,-0.9,-0.9,14:00:00
ENG-Premier League,2122,Chelsea,2021-12-26 Aston Villa-Chelsea,2021-12-26,Matchweek 19,Sun,Away,W,3,1,Aston Villa,3,8,2,25.0,0.13,0.5,17.6,1,2,2,2.6,1.1,0.13,0.4,-0.1,17:30:00
ENG-Premier League,2122,Chelsea,2021-12-29 Chelsea-Brighton,2021-12-29,Matchweek 20,Wed,Home,D,1,1,Brighton,1,11,5,45.5,0.09,0.2,13.6,0,0,0,0.7,0.7,0.06,0.3,0.3,19:30:00
ENG-Premier League,2122,Chelsea,2022-01-02 Chelsea-Liverpool,2022-01-02,Matchweek 21,Sun,Home,D,2,2,Liverpool,2,15,6,40.0,0.13,0.33,18.0,3,0,0,1.2,1.2,0.08,0.8,0.8,16:30:00
ENG-Premier League,2122,Chelsea,2022-01-15 Manchester City-Chelsea,2022-01-15,Matchweek 22,Sat,Away,L,0,1,Manchester City,0,4,1,25.0,0.0,0.0,19.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,12:30:00
ENG-Premier League,2122,Chelsea,2022-01-18 Brighton-Chelsea,2022-01-18,Matchweek 24,Tue,Away,D,1,1,Brighton,1,15,3,20.0,0.07,0.33,21.1,1,0,0,0.7,0.7,0.05,0.3,0.3,20:00:00
ENG-Premier League,2122,Chelsea,2022-01-23 Chelsea-Tottenham,2022-01-23,Matchweek 23,Sun,Home,W,2,0,Tottenham,2,15,7,46.7,0.13,0.29,15.9,0,0,0,1.2,1.2,0.08,0.8,0.8,16:30:00
ENG-Premier League,2122,Chelsea,2022-02-19 Crystal Palace-Chelsea,2022-02-19,Matchweek 26,Sat,Away,W,1,0,Crystal Palace,1,9,3,33.3,0.11,0.33,17.0,1,0,0,0.9,0.9,0.1,0.1,0.1,15:00:00
ENG-Premier League,2122,Chelsea,2022-03-05 Burnley-Chelsea,2022-03-05,Matchweek 28,Sat,Away,W,4,0,Burnley,4,11,5,45.5,0.36,0.8,18.1,0,0,0,2.3,2.3,0.21,1.7,1.7,15:00:00
ENG-Premier League,2122,Chelsea,2022-03-10 Norwich City-Chelsea,2022-03-10,Matchweek 30,Thu,Away,W,3,1,Norwich City,3,15,7,46.7,0.2,0.43,12.7,1,0,0,1.8,1.8,0.12,1.2,1.2,19:30:00
ENG-Premier League,2122,Chelsea,2022-03-13 Chelsea-Newcastle Utd,2022-03-13,Matchweek 29,Sun,Home,W,1,0,Newcastle Utd,1,8,3,37.5,0.13,0.33,16.4,1,0,0,1.1,1.1,0.14,-0.1,-0.1,14:00:00
ENG-Premier League,2122,Chelsea,2022-04-02 Chelsea-Brentford,2022-04-02,Matchweek 31,Sat,Home,L,1,4,Brentford,1,21,8,38.1,0.05,0.13,20.1,0,0,0,1.3,1.3,0.07,-0.3,-0.3,15:00:00
