,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
ENG-Premier League,1819,Chelsea,2018-12-02 Chelsea-Fulham,2018-12-02,Matchweek 14,Sun,Home,W,2,0,Fulham,669,763,87.7,10965,3393,344,371,92.7,231,263,87.8,67,87,77.0,2,1.3,1.0,8,31,7,0,59,12:00:00
ENG-Premier League,1819,Chelsea,2018-12-05 Wolves-Chelsea,2018-12-05,Matchweek 15,Wed,Away,L,1,2,Wolves,627,724,86.6,10171,3343,301,326,92.3,259,291,89.0,46,67,68.7,1,1.0,1.2,13,34,8,2,63,19:45:00
ENG-Premier League,1819,Chelsea,2018-12-08 Chelsea-Manchester City,2018-12-08,Matchweek 16,Sat,Home,W,2,0,Manchester City,363,443,81.9,5863,2072,188,207,90.8,131,154,85.1,29,51,56.9,2,0.5,0.4,7,8,8,2,19,17:30:00
ENG-Premier League,1819,Chelsea,2018-12-16 Brighton-Chelsea,2018-12-16,Matchweek 17,Sun,Away,W,2,1,Brighton,590,684,86.3,8568,2641,337,373,90.3,189,214,88.3,32,49,65.3,2,1.1,1.1,8,29,4,0,35,13:30:00
ENG-Premier League,1819,Chelsea,2018-12-22 Chelsea-Leicester City,2018-12-22,Matchweek 18,Sat,Home,L,0,1,Leicester City,637,758,84.0,9737,3182,339,369,91.9,225,256,87.9,43,71,60.6,0,1.7,1.1,11,54,8,0,83,15:00:00
ENG-Premier League,1819,Chelsea,2018-12-26 Watford-Chelsea,2018-12-26,Matchweek 19,Wed,Away,W,2,1,Watford,665,763,87.2,9965,3243,357,386,92.5,240,263,91.3,34,55,61.8,1,1.1,1.2,8,52,9,0,64,19:30:00
ENG-Premier League,1819,Chelsea,2018-12-30 Crystal Palace-Chelsea,2018-12-30,Matchweek 20,Sun,Away,W,1,0,Crystal Palace,712,820,86.8,10667,3418,422,470,89.8,213,236,90.3,55,78,70.5,1,0.8,1.3,9,63,7,1,70,12:00:00
ENG-Premier League,1819,Chelsea,2019-01-02 Chelsea-Southampton,2019-01-02,Matchweek 21,Wed,Home,D,0,0,Southampton,672,811,82.9,10717,3683,333,363,91.7,271,315,86.0,45,71,63.4,0,0.7,1.2,13,61,9,2,67,19:45:00
ENG-Premier League,1819,Chelsea,2019-01-12 Chelsea-Newcastle Utd,2019-01-12,Matchweek 22,Sat,Home,W,2,1,Newcastle Utd,622,747,83.3,10055,3114,302,342,88.3,253,283,89.4,44,62,71.0,2,1.3,0.9,9,38,13,1,61,17:30:00
ENG-Premier League,1819,Chelsea,2019-01-19 Arsenal-Chelsea,2019-01-19,Matchweek 23,Sat,Away,L,0,2,Arsenal,593,697,85.1,9753,3218,289,315,91.7,186,220,84.5,72,95,75.8,0,0.9,1.4,12,38,17,1,66,17:30:00
ENG-Premier League,1819,Chelsea,2019-01-30 Bournemouth-Chelsea,2019-01-30,Matchweek 24,Wed,Away,L,0,4,Bournemouth,668,778,85.9,10478,2876,382,414,92.3,215,239,90.0,51,84,60.7,0,0.7,1.6,11,63,14,3,72,19:45:00
ENG-Premier League,1819,Chelsea,2019-02-02 Chelsea-Huddersfield,2019-02-02,Matchweek 25,Sat,Home,W,5,0,Huddersfield,679,780,87.1,10177,3551,370,409,90.5,245,267,91.8,33,47,70.2,4,1.7,1.7,19,49,17,2,66,15:00:00
ENG-Premier League,1819,Chelsea,2019-02-10 Manchester City-Chelsea,2019-02-10,Matchweek 26,Sun,Away,L,0,6,Manchester City,491,563,87.2,7660,2361,252,277,91.0,176,190,92.6,35,51,68.6,0,0.7,0.7,10,34,10,1,35,16:00:00
ENG-Premier League,1819,Chelsea,2019-02-27 Chelsea-Tottenham,2019-02-27,Matchweek 28,Wed,Home,W,2,0,Tottenham,414,515,80.4,6894,2366,211,231,91.3,120,148,81.1,49,80,61.3,1,0.6,0.4,7,18,5,1,32,20:00:00
ENG-Premier League,1819,Chelsea,2019-03-03 Fulham-Chelsea,2019-03-03,Matchweek 29,Sun,Away,W,2,1,Fulham,650,727,89.4,10913,3582,331,354,93.5,249,270,92.2,55,72,76.4,2,1.0,1.3,17,54,15,2,70,14:05:00
ENG-Premier League,1819,Chelsea,2019-03-10 Chelsea-Wolves,2019-03-10,Matchweek 30,Sun,Home,D,1,1,Wolves,782,895,87.4,11821,3350,417,450,92.7,250,282,88.7,61,84,72.6,1,0.7,0.9,16,66,11,5,57,14:05:00
ENG-Premier League,1819,Chelsea,2019-03-17 Everton-Chelsea,2019-03-17,Matchweek 31,Sun,Away,L,0,2,Everton,592,714,82.9,9934,3316,298,345,86.4,219,248,88.3,62,87,71.3,0,1.4,1.2,15,49,12,2,69,16:30:00
ENG-Premier League,1819,Chelsea,2019-03-31 Cardiff City-Chelsea,2019-03-31,Matchweek 32,Sun,Away,W,2,1,Cardiff City,522,634,82.3,7955,3202,270,305,88.5,190,218,87.2,31,57,54.4,2,1.7,0.9,18,34,12,2,54,14:05:00
ENG-Premier League,1819,Chelsea,2019-04-03 Chelsea-Brighton,2019-04-03,Matchweek 27,Wed,Home,W,3,0,Brighton,709,791,89.6,10280,2939,393,422,93.1,237,257,92.2,36,49,73.5,3,2.5,2.5,14,59,12,3,72,19:45:00
ENG-Premier League,1819,Chelsea,2019-04-08 Chelsea-West Ham,2019-04-08,Matchweek 33,Mon,Home,W,2,0,West Ham,433,522,83.0,6632,2674,233,252,92.5,152,179,84.9,31,53,58.5,2,1.8,1.5,14,36,17,0,60,20:00:00
ENG-Premier League,1819,Chelsea,2019-04-14 Liverpool-Chelsea,2019-04-14,Matchweek 34,Sun,Away,L,0,2,Liverpool,343,436,78.7,5333,2114,186,210,88.6,101,128,78.9,35,61,57.4,0,0.6,0.6,5,25,9,1,37,16:30:00
ENG-Premier League,1819,Chelsea,2019-04-22 Chelsea-Burnley,2019-04-22,Matchweek 35,Mon,Home,D,2,2,Burnley,631,755,83.6,9470,2986,340,366,92.9,216,256,84.4,38,65,58.5,2,1.1,1.8,16,43,21,2,86,20:00:00
ENG-Premier League,1819,Chelsea,2019-04-28 Manchester Utd-Chelsea,2019-04-28,Matchweek 36,Sun,Away,D,1,1,Manchester Utd,388,470,82.6,6222,2198,212,237,89.5,123,139,88.5,38,61,62.3,0,1.0,1.2,11,22,10,2,43,16:30:00
ENG-Premier League,1819,Chelsea,2019-05-05 Chelsea-Watford,2019-05-05,Matchweek 37,Sun,Home,W,3,0,Watford,471,572,82.3,7023,2729,266,296,89.9,147,172,85.5,29,58,50.0,3,1.4,1.4,16,26,14,2,55,14:00:00
ENG-Premier League,1819,Chelsea,2019-05-12 Leicester City-Chelsea,2019-05-12,Matchweek 38,Sun,Away,D,0,0,Leicester City,487,573,85.0,7930,2485,240,268,89.6,186,201,92.5,42,62,67.7,0,1.5,1.4,13,39,11,2,41,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-11 Fulham-Crystal Palace,2018-08-11,Matchweek 1,Sat,Away,W,2,0,Fulham,286,388,73.7,5249,2459,127,154,82.5,118,148,79.7,34,68,50.0,2,0.9,0.7,10,19,8,2,36,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-20 Crystal Palace-Liverpool,2018-08-20,Matchweek 2,Mon,Home,L,0,2,Liverpool,305,400,76.3,5941,2464,128,151,84.8,129,149,86.6,43,78,55.1,0,0.3,0.4,5,22,7,3,34,20:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-26 Watford-Crystal Palace,2018-08-26,Matchweek 3,Sun,Away,L,1,2,Watford,359,485,74.0,6930,3024,160,198,80.8,132,168,78.6,53,90,58.9,1,0.5,0.6,8,29,7,2,32,13:30:00
ENG-Premier League,1819,Crystal Palace,2018-09-01 Crystal Palace-Southampton,2018-09-01,Matchweek 4,Sat,Home,L,0,2,Southampton,369,480,76.9,7201,3145,138,159,86.8,160,190,84.2,57,92,62.0,0,2.6,1.3,18,34,15,6,47,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-09-15 Huddersfield-Crystal Palace,2018-09-15,Matchweek 5,Sat,Away,W,1,0,Huddersfield,305,394,77.4,5148,2109,151,168,89.9,112,136,82.4,27,63,42.9,1,0.6,0.5,6,22,1,0,28,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-09-22 Crystal Palace-Newcastle Utd,2018-09-22,Matchweek 6,Sat,Home,D,0,0,Newcastle Utd,422,550,76.7,7377,2681,188,209,90.0,173,210,82.4,42,86,48.8,0,0.5,0.6,8,26,9,4,45,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-01 Bournemouth-Crystal Palace,2018-10-01,Matchweek 7,Mon,Away,L,1,2,Bournemouth,467,569,82.1,8377,2729,214,234,91.5,200,232,86.2,47,87,54.0,1,0.3,0.8,8,31,13,2,49,20:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-06 Crystal Palace-Wolves,2018-10-06,Matchweek 8,Sat,Home,L,0,1,Wolves,564,693,81.4,10587,3409,225,262,85.9,271,310,87.4,62,98,63.3,0,0.5,1.2,6,43,5,1,59,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-21 Everton-Crystal Palace,2018-10-21,Matchweek 9,Sun,Away,L,0,2,Everton,272,384,70.8,4767,1951,142,165,86.1,87,114,76.3,33,81,40.7,0,0.5,0.7,4,22,4,0,31,16:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-28 Crystal Palace-Arsenal,2018-10-28,Matchweek 10,Sun,Home,D,2,2,Arsenal,336,442,76.0,5870,2185,158,187,84.5,127,154,82.5,38,72,52.8,0,0.7,0.5,11,28,8,1,36,13:30:00
ENG-Premier League,1819,Crystal Palace,2018-11-04 Chelsea-Crystal Palace,2018-11-04,Matchweek 11,Sun,Away,L,1,3,Chelsea,261,340,76.8,4673,1877,130,142,91.5,91,112,81.3,34,74,45.9,1,0.3,0.3,5,18,4,0,25,16:00:00
ENG-Premier League,1819,Crystal Palace,2018-11-10 Crystal Palace-Tottenham,2018-11-10,Matchweek 12,Sat,Home,L,0,1,Tottenham,228,360,63.3,4222,1960,112,145,77.2,75,108,69.4,31,81,38.3,0,0.2,0.3,5,18,6,0,29,17:30:00
ENG-Premier League,1819,Crystal Palace,2018-11-24 Manchester Utd-Crystal Palace,2018-11-24,Matchweek 13,Sat,Away,D,0,0,Manchester Utd,289,390,74.1,4614,2023,157,173,90.8,93,125,74.4,28,62,45.2,0,0.6,0.4,9,27,6,1,21,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-01 Crystal Palace-Burnley,2018-12-01,Matchweek 14,Sat,Home,W,2,0,Burnley,448,568,78.9,7534,3259,243,274,88.7,154,191,80.6,43,74,58.1,2,1.4,1.1,23,38,10,1,56,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-04 Brighton-Crystal Palace,2018-12-04,Matchweek 15,Tue,Away,L,1,3,Brighton,541,644,84.0,8698,2848,292,330,88.5,196,224,87.5,41,64,64.1,0,0.8,1.0,15,57,13,3,66,19:45:00
ENG-Premier League,1819,Crystal Palace,2018-12-08 West Ham-Crystal Palace,2018-12-08,Matchweek 16,Sat,Away,L,2,3,West Ham,390,505,77.2,6410,2318,195,223,87.4,152,181,84.0,31,67,46.3,2,0.5,1.1,6,26,7,3,55,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-15 Crystal Palace-Leicester City,2018-12-15,Matchweek 17,Sat,Home,W,1,0,Leicester City,309,431,71.7,5095,2370,175,197,88.8,89,126,70.6,34,74,45.9,1,0.3,0.3,6,26,7,1,35,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-22 Manchester City-Crystal Palace,2018-12-22,Matchweek 18,Sat,Away,W,3,2,Manchester City,132,229,57.6,2149,979,70,89,78.7,42,58,72.4,11,58,19.0,1,0.3,0.1,3,7,2,1,11,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-26 Crystal Palace-Cardiff City,2018-12-26,Matchweek 19,Wed,Home,D,0,0,Cardiff City,440,553,79.6,7907,3255,203,224,90.6,150,184,81.5,67,113,59.3,0,1.8,2.1,26,44,14,2,58,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-30 Crystal Palace-Chelsea,2018-12-30,Matchweek 20,Sun,Home,L,0,1,Chelsea,332,439,75.6,5914,2330,155,180,86.1,131,151,86.8,37,79,46.8,0,0.2,0.2,4,28,2,1,31,12:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-02 Wolves-Crystal Palace,2019-01-02,Matchweek 21,Wed,Away,W,2,0,Wolves,410,528,77.7,6600,2323,207,239,86.6,158,179,88.3,31,75,41.3,1,0.8,0.3,8,35,5,0,49,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-01-12 Crystal Palace-Watford,2019-01-12,Matchweek 22,Sat,Home,L,1,2,Watford,343,461,74.4,6211,2173,157,188,83.5,127,151,84.1,46,92,50.0,0,0.8,0.9,10,22,12,4,44,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-19 Liverpool-Crystal Palace,2019-01-19,Matchweek 23,Sat,Away,L,3,4,Liverpool,227,331,68.6,4428,2016,107,127,84.3,86,113,76.1,33,77,42.9,3,0.5,0.4,7,22,3,1,31,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-30 Southampton-Crystal Palace,2019-01-30,Matchweek 24,Wed,Away,D,1,1,Southampton,296,417,71.0,5149,2093,148,169,87.6,117,143,81.8,25,80,31.3,1,0.7,0.5,11,20,6,0,24,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Home,W,2,0,Fulham,288,397,72.5,5197,1950,127,154,82.5,122,146,83.6,31,76,40.8,0,0.6,0.9,10,25,4,2,31,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-09 Crystal Palace-West Ham,2019-02-09,Matchweek 26,Sat,Home,D,1,1,West Ham,437,549,79.6,7899,3237,188,212,88.7,193,225,85.8,46,82,56.1,1,2.3,1.7,17,47,18,4,77,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-23 Leicester City-Crystal Palace,2019-02-23,Matchweek 27,Sat,Away,W,4,1,Leicester City,234,325,72.0,3891,1739,122,143,85.3,77,98,78.6,24,57,42.1,3,0.9,0.5,5,15,2,1,21,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-02-27 Crystal Palace-Manchester Utd,2019-02-27,Matchweek 28,Wed,Home,L,1,3,Manchester Utd,337,425,79.3,6197,2326,142,157,90.4,155,179,86.6,34,71,47.9,1,1.6,1.1,16,33,11,7,37,20:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-02 Burnley-Crystal Palace,2019-03-02,Matchweek 29,Sat,Away,W,3,1,Burnley,246,375,65.6,3792,1682,139,163,85.3,71,106,67.0,20,69,29.0,2,0.4,0.4,7,16,4,0,32,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-09 Crystal Palace-Brighton,2019-03-09,Matchweek 30,Sat,Home,L,1,2,Brighton,510,638,79.9,8763,3024,242,270,89.6,215,256,84.0,43,79,54.4,0,0.5,0.9,10,44,12,2,65,12:30:00
ENG-Premier League,1819,Crystal Palace,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Huddersfield,359,477,75.3,6548,2964,164,193,85.0,147,182,80.8,40,75,53.3,1,1.7,0.7,13,26,9,2,44,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-03 Tottenham-Crystal Palace,2019-04-03,Matchweek 31,Wed,Away,L,0,2,Tottenham,295,394,74.9,5270,2173,143,162,88.3,110,123,89.4,35,79,44.3,0,0.3,0.5,4,19,1,0,23,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-04-06 Newcastle Utd-Crystal Palace,2019-04-06,Matchweek 33,Sat,Away,W,1,0,Newcastle Utd,325,434,74.9,5553,2311,163,195,83.6,119,145,82.1,30,54,55.6,0,0.1,0.7,2,19,6,2,35,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-14 Crystal Palace-Manchester City,2019-04-14,Matchweek 34,Sun,Home,L,1,3,Manchester City,208,296,70.3,4295,2183,86,103,83.5,79,100,79.0,38,73,52.1,0,0.2,0.3,4,11,3,1,14,14:05:00
ENG-Premier League,1819,Crystal Palace,2019-04-21 Arsenal-Crystal Palace,2019-04-21,Matchweek 35,Sun,Away,W,3,2,Arsenal,185,277,66.8,3361,1837,98,116,84.5,54,80,67.5,28,66,42.4,3,1.5,0.9,15,16,8,0,24,16:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Home,D,0,0,Everton,216,349,61.9,3765,1925,119,152,78.3,69,100,69.0,25,64,39.1,0,0.2,0.2,4,15,4,0,24,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-05-04 Cardiff City-Crystal Palace,2019-05-04,Matchweek 37,Sat,Away,W,3,2,Cardiff City,364,486,74.9,5233,2443,197,226,87.2,111,139,79.9,22,62,35.5,2,0.9,1.5,15,25,11,3,53,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-05-12 Crystal Palace-Bournemouth,2019-05-12,Matchweek 38,Sun,Home,W,5,3,Bournemouth,362,467,77.5,5489,2217,217,239,90.8,110,130,84.6,27,70,38.6,3,2.1,0.7,14,28,8,0,46,15:00:00
ENG-Premier League,1819,Everton,2018-08-11 Wolves-Everton,2018-08-11,Matchweek 1,Sat,Away,D,2,2,Wolves,326,448,72.8,5427,1744,176,209,84.2,106,133,79.7,33,80,41.3,2,0.9,0.6,6,19,4,1,23,17:30:00
ENG-Premier League,1819,Everton,2018-08-18 Everton-Southampton,2018-08-18,Matchweek 2,Sat,Home,W,2,1,Southampton,339,469,72.3,5941,2510,158,183,86.3,119,164,72.6,39,81,48.1,2,1.5,1.4,12,24,8,2,38,15:00:00
ENG-Premier League,1819,Everton,2018-08-25 Bournemouth-Everton,2018-08-25,Matchweek 3,Sat,Away,D,2,2,Bournemouth,334,434,77.0,6024,2040,153,174,87.9,115,132,87.1,46,87,52.9,2,0.5,0.6,9,24,8,4,33,15:00:00
ENG-Premier League,1819,Everton,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Home,D,1,1,Huddersfield,411,513,80.1,7416,2405,188,216,87.0,157,184,85.3,53,85,62.4,1,0.8,1.1,9,38,8,3,48,15:00:00
ENG-Premier League,1819,Everton,2018-09-16 Everton-West Ham,2018-09-16,Matchweek 5,Sun,Home,L,1,3,West Ham,397,524,75.8,7169,2787,167,196,85.2,170,210,81.0,48,84,57.1,1,1.0,0.9,8,44,9,4,59,16:00:00
ENG-Premier League,1819,Everton,2018-09-23 Arsenal-Everton,2018-09-23,Matchweek 6,Sun,Away,L,0,2,Arsenal,269,373,72.1,4704,2000,130,149,87.2,91,123,74.0,28,59,47.5,0,0.8,0.8,9,24,6,1,35,16:00:00
ENG-Premier League,1819,Everton,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Home,W,3,0,Fulham,349,453,77.0,6066,2474,161,181,89.0,123,148,83.1,42,81,51.9,2,1.5,1.0,15,25,6,3,38,15:00:00
ENG-Premier League,1819,Everton,2018-10-06 Leicester City-Everton,2018-10-06,Matchweek 8,Sat,Away,W,2,1,Leicester City,335,470,71.3,6091,2409,149,184,81.0,120,162,74.1,49,88,55.7,1,0.7,0.5,12,28,7,0,32,15:00:00
ENG-Premier League,1819,Everton,2018-10-21 Everton-Crystal Palace,2018-10-21,Matchweek 9,Sun,Home,W,2,0,Crystal Palace,451,561,80.4,7783,2830,211,247,85.4,171,194,88.1,48,74,64.9,2,1.7,1.2,16,36,9,1,60,16:00:00
ENG-Premier League,1819,Everton,2018-10-28 Manchester Utd-Everton,2018-10-28,Matchweek 10,Sun,Away,L,1,2,Manchester Utd,363,464,78.2,6472,2555,164,187,87.7,147,179,82.1,43,77,55.8,0,0.9,0.5,10,31,9,2,43,16:00:00
ENG-Premier League,1819,Everton,2018-11-03 Everton-Brighton,2018-11-03,Matchweek 11,Sat,Home,W,3,1,Brighton,434,555,78.2,7434,2664,201,235,85.5,185,227,81.5,40,71,56.3,1,1.4,1.7,11,36,12,2,58,15:00:00
ENG-Premier League,1819,Everton,2018-11-11 Chelsea-Everton,2018-11-11,Matchweek 12,Sun,Away,D,0,0,Chelsea,256,348,73.6,4892,2086,116,133,87.2,95,120,79.2,38,71,53.5,0,0.3,0.4,5,12,2,1,23,14:15:00
ENG-Premier League,1819,Everton,2018-11-24 Everton-Cardiff City,2018-11-24,Matchweek 13,Sat,Home,W,1,0,Cardiff City,450,575,78.3,7463,2782,228,267,85.4,172,198,86.9,38,75,50.7,0,1.1,1.3,11,33,8,1,62,15:00:00
ENG-Premier League,1819,Everton,2018-12-02 Liverpool-Everton,2018-12-02,Matchweek 14,Sun,Away,L,0,1,Liverpool,301,420,71.7,5223,1958,127,147,86.4,126,160,78.8,32,78,41.0,0,0.9,1.0,5,11,3,1,23,16:15:00
ENG-Premier League,1819,Everton,2018-12-05 Everton-Newcastle Utd,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Newcastle Utd,589,737,79.9,10200,3400,260,298,87.2,250,298,83.9,56,91,61.5,0,1.4,1.1,12,58,14,8,94,19:45:00
ENG-Premier League,1819,Everton,2018-12-10 Everton-Watford,2018-12-10,Matchweek 16,Mon,Home,D,2,2,Watford,354,470,75.3,5939,2357,178,208,85.6,119,149,79.9,36,68,52.9,1,0.7,1.1,8,27,13,8,45,20:00:00
ENG-Premier League,1819,Everton,2018-12-15 Manchester City-Everton,2018-12-15,Matchweek 17,Sat,Away,L,1,3,Manchester City,284,375,75.7,5146,1975,121,146,82.9,108,133,81.2,37,66,56.1,1,1.4,0.9,8,16,5,3,21,12:30:00
ENG-Premier League,1819,Everton,2018-12-23 Everton-Tottenham,2018-12-23,Matchweek 18,Sun,Home,L,2,6,Tottenham,339,460,73.7,6084,2265,167,194,86.1,106,142,74.6,54,85,63.5,2,0.8,0.6,7,30,6,2,38,16:00:00
ENG-Premier League,1819,Everton,2018-12-26 Burnley-Everton,2018-12-26,Matchweek 19,Wed,Away,W,5,1,Burnley,325,461,70.5,5674,2292,153,183,83.6,117,153,76.5,38,85,44.7,3,0.5,0.6,8,21,6,1,26,15:00:00
ENG-Premier League,1819,Everton,2018-12-29 Brighton-Everton,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Brighton,358,489,73.2,6214,2239,160,200,80.0,145,175,82.9,34,76,44.7,0,0.5,0.6,8,27,9,4,40,15:00:00
ENG-Premier League,1819,Everton,2019-01-01 Everton-Leicester City,2019-01-01,Matchweek 21,Tue,Home,L,0,1,Leicester City,428,596,71.8,7306,2977,210,268,78.4,154,208,74.0,47,78,60.3,0,0.6,0.7,11,32,13,3,55,12:30:00
ENG-Premier League,1819,Everton,2019-01-13 Everton-Bournemouth,2019-01-13,Matchweek 22,Sun,Home,W,2,0,Bournemouth,326,446,73.1,5631,2509,156,191,81.7,112,146,76.7,40,72,55.6,2,0.7,0.8,11,23,11,5,42,14:15:00
ENG-Premier League,1819,Everton,2019-01-19 Southampton-Everton,2019-01-19,Matchweek 23,Sat,Away,L,1,2,Southampton,386,537,71.9,6979,2361,166,201,82.6,163,206,79.1,42,86,48.8,1,0.9,0.5,6,29,11,4,47,15:00:00
ENG-Premier League,1819,Everton,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Away,W,1,0,Huddersfield,307,430,71.4,5432,2205,144,164,87.8,107,135,79.3,38,88,43.2,0,0.7,0.4,7,22,5,1,21,19:45:00
ENG-Premier League,1819,Everton,2019-02-02 Everton-Wolves,2019-02-02,Matchweek 25,Sat,Home,L,1,3,Wolves,458,582,78.7,8089,2613,208,243,85.6,168,200,84.0,60,97,61.9,1,0.9,0.7,8,39,9,1,58,15:00:00
ENG-Premier League,1819,Everton,2019-02-06 Everton-Manchester City,2019-02-06,Matchweek 27,Wed,Home,L,0,2,Manchester City,278,382,72.8,4942,1996,143,160,89.4,88,110,80.0,36,82,43.9,0,0.0,0.2,1,30,3,1,21,19:45:00
ENG-Premier League,1819,Everton,2019-02-09 Watford-Everton,2019-02-09,Matchweek 26,Sat,Away,L,0,1,Watford,338,470,71.9,6351,2683,133,176,75.6,141,172,82.0,45,78,57.7,0,0.6,0.8,6,36,6,3,35,15:00:00
ENG-Premier League,1819,Everton,2019-02-26 Cardiff City-Everton,2019-02-26,Matchweek 28,Tue,Away,W,3,0,Cardiff City,453,590,76.8,6814,2473,232,263,88.2,144,185,77.8,37,80,46.3,2,0.9,0.6,10,34,8,0,44,19:45:00
ENG-Premier League,1819,Everton,2019-03-03 Everton-Liverpool,2019-03-03,Matchweek 29,Sun,Home,D,0,0,Liverpool,254,404,62.9,4658,1995,117,154,76.0,93,132,70.5,36,98,36.7,0,0.3,0.4,7,25,6,4,29,16:15:00
ENG-Premier League,1819,Everton,2019-03-09 Newcastle Utd-Everton,2019-03-09,Matchweek 30,Sat,Away,L,2,3,Newcastle Utd,370,506,73.1,6078,2590,183,215,85.1,136,181,75.1,34,67,50.7,1,0.3,0.5,5,27,6,1,46,15:00:00
ENG-Premier League,1819,Everton,2019-03-17 Everton-Chelsea,2019-03-17,Matchweek 31,Sun,Home,W,2,0,Chelsea,257,357,72.0,4834,2066,108,132,81.8,89,117,76.1,42,75,56.0,0,0.6,0.5,9,14,4,1,22,16:30:00
ENG-Premier League,1819,Everton,2019-03-30 West Ham-Everton,2019-03-30,Matchweek 32,Sat,Away,W,2,0,West Ham,370,484,76.4,6172,2634,161,183,88.0,126,155,81.3,45,82,54.9,2,1.8,1.3,15,30,12,0,42,17:30:00
ENG-Premier League,1819,Everton,2019-04-07 Everton-Arsenal,2019-04-07,Matchweek 33,Sun,Home,W,1,0,Arsenal,321,425,75.5,6135,2558,145,170,85.3,128,149,85.9,41,81,50.6,0,1.1,1.1,14,35,8,3,42,14:05:00
ENG-Premier League,1819,Everton,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Away,L,0,2,Fulham,412,554,74.4,7626,2923,170,210,81.0,190,224,84.8,41,87,47.1,0,1.0,0.9,8,35,12,4,59,15:00:00
ENG-Premier League,1819,Everton,2019-04-21 Everton-Manchester Utd,2019-04-21,Matchweek 35,Sun,Home,W,4,0,Manchester Utd,330,436,75.7,5204,2118,173,184,94.0,106,126,84.1,29,82,35.4,3,1.4,0.9,11,31,4,3,32,13:30:00
ENG-Premier League,1819,Everton,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Away,D,0,0,Crystal Palace,460,602,76.4,8639,3359,202,250,80.8,191,224,85.3,59,91,64.8,0,1.1,0.8,13,43,12,2,69,15:00:00
ENG-Premier League,1819,Everton,2019-05-03 Everton-Burnley,2019-05-03,Matchweek 37,Fri,Home,W,2,0,Burnley,484,599,80.8,8077,2619,237,265,89.4,173,205,84.4,49,90,54.4,0,0.4,0.5,11,36,8,3,47,20:00:00
ENG-Premier League,1819,Everton,2019-05-12 Tottenham-Everton,2019-05-12,Matchweek 38,Sun,Away,D,2,2,Tottenham,382,478,79.9,6579,2443,171,200,85.5,155,169,91.7,36,69,52.2,1,1.1,0.8,11,17,8,3,31,15:00:00
ENG-Premier League,1819,Fulham,2018-08-11 Fulham-Crystal Palace,2018-08-11,Matchweek 1,Sat,Home,L,0,2,Crystal Palace,622,730,85.2,11149,3529,275,305,90.2,261,295,88.5,71,104,68.3,0,0.5,0.7,10,49,13,6,70,15:00:00
ENG-Premier League,1819,Fulham,2018-08-18 Tottenham-Fulham,2018-08-18,Matchweek 2,Sat,Away,L,1,3,Tottenham,374,462,81.0,6463,2483,183,201,91.0,121,145,83.4,49,81,60.5,1,1.6,1.4,9,17,6,2,32,15:00:00
