,,,,date,round,day,venue,result,GF,GA,opponent,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,time
ENG-Premier League,1819,Leicester City,2019-03-03 Watford-Leicester City,2019-03-03,Matchweek 29,Sun,Away,L,1,2,Watford,508,623,81.5,8927,2550,231,261,88.5,206,239,86.2,56,89,62.9,1,0.8,1.1,10,39,6,2,40,12:00:00
ENG-Premier League,1819,Leicester City,2019-03-09 Leicester City-Fulham,2019-03-09,Matchweek 30,Sat,Home,W,3,1,Fulham,464,558,83.2,7894,2628,214,230,93.0,177,214,82.7,49,74,66.2,3,2.0,1.1,16,32,6,1,40,15:00:00
ENG-Premier League,1819,Leicester City,2019-03-16 Burnley-Leicester City,2019-03-16,Matchweek 31,Sat,Away,W,2,1,Burnley,215,335,64.2,3777,1628,94,123,76.4,90,117,76.9,22,78,28.2,0,0.6,0.8,6,14,4,1,19,15:00:00
ENG-Premier League,1819,Leicester City,2019-03-30 Leicester City-Bournemouth,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Bournemouth,533,650,82.0,9063,2990,251,275,91.3,200,235,85.1,56,96,58.3,2,1.1,1.0,14,38,12,2,46,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-06 Huddersfield-Leicester City,2019-04-06,Matchweek 33,Sat,Away,W,4,1,Huddersfield,410,509,80.6,7131,2640,187,211,88.6,164,188,87.2,42,70,60.0,1,2.0,0.6,12,24,5,2,34,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-12 Leicester City-Newcastle Utd,2019-04-12,Matchweek 34,Fri,Home,L,0,1,Newcastle Utd,690,834,82.7,12509,3709,281,331,84.9,332,385,86.2,67,83,80.7,0,0.9,1.2,11,68,14,6,69,20:00:00
ENG-Premier League,1819,Leicester City,2019-04-20 West Ham-Leicester City,2019-04-20,Matchweek 35,Sat,Away,D,2,2,West Ham,379,475,79.8,6780,2566,171,196,87.2,155,177,87.6,43,77,55.8,2,0.8,0.9,10,44,7,2,51,15:00:00
ENG-Premier League,1819,Leicester City,2019-04-28 Leicester City-Arsenal,2019-04-28,Matchweek 36,Sun,Home,W,3,0,Arsenal,538,656,82.0,9772,3511,221,254,87.0,244,278,87.8,60,88,68.2,2,2.7,1.5,19,47,13,2,65,12:00:00
ENG-Premier League,1819,Leicester City,2019-05-06 Manchester City-Leicester City,2019-05-06,Matchweek 37,Mon,Away,L,0,1,Manchester City,347,435,79.8,6716,2462,143,162,88.3,145,173,83.8,46,79,58.2,0,0.4,0.1,4,10,2,0,16,20:00:00
ENG-Premier League,1819,Leicester City,2019-05-12 Leicester City-Chelsea,2019-05-12,Matchweek 38,Sun,Home,D,0,0,Chelsea,423,499,84.8,7719,2445,167,181,92.3,212,232,91.4,37,63,58.7,0,0.3,0.3,6,24,3,0,32,15:00:00
ENG-Premier League,1819,Liverpool,2018-08-12 Liverpool-West Ham,2018-08-12,Matchweek 1,Sun,Home,W,4,0,West Ham,627,715,87.7,10137,3707,311,329,94.5,244,269,90.7,45,66,68.2,3,3.2,3.4,12,56,17,3,68,13:30:00
ENG-Premier League,1819,Liverpool,2018-08-20 Crystal Palace-Liverpool,2018-08-20,Matchweek 2,Mon,Away,W,2,0,Crystal Palace,579,668,86.7,10887,3480,241,261,92.3,267,294,90.8,63,87,72.4,1,1.6,1.3,13,57,14,1,58,20:00:00
ENG-Premier League,1819,Liverpool,2018-08-25 Liverpool-Brighton,2018-08-25,Matchweek 3,Sat,Home,W,1,0,Brighton,695,814,85.4,11233,3534,360,401,89.8,273,304,89.8,46,71,64.8,1,1.3,1.4,18,55,16,3,77,17:30:00
ENG-Premier League,1819,Liverpool,2018-09-01 Leicester City-Liverpool,2018-09-01,Matchweek 4,Sat,Away,W,2,1,Leicester City,410,522,78.5,6781,2476,199,223,89.2,157,189,83.1,39,75,52.0,2,0.8,0.6,8,26,4,0,34,12:30:00
ENG-Premier League,1819,Liverpool,2018-09-15 Tottenham-Liverpool,2018-09-15,Matchweek 5,Sat,Away,W,2,1,Tottenham,293,398,73.6,5377,2232,121,141,85.8,121,148,81.8,37,75,49.3,0,1.1,0.7,11,18,5,0,33,12:30:00
ENG-Premier League,1819,Liverpool,2018-09-22 Liverpool-Southampton,2018-09-22,Matchweek 6,Sat,Home,W,3,0,Southampton,672,790,85.1,11479,3452,288,327,88.1,305,340,89.7,58,85,68.2,1,0.4,1.1,4,45,14,1,53,15:00:00
ENG-Premier League,1819,Liverpool,2018-09-29 Chelsea-Liverpool,2018-09-29,Matchweek 7,Sat,Away,D,1,1,Chelsea,548,666,82.3,10384,2874,207,228,90.8,263,300,87.7,66,107,61.7,1,1.5,1.5,10,41,13,5,54,17:30:00
ENG-Premier League,1819,Liverpool,2018-10-07 Liverpool-Manchester City,2018-10-07,Matchweek 8,Sun,Home,D,0,0,Manchester City,448,555,80.7,8570,2582,175,196,89.3,190,218,87.2,67,107,62.6,0,0.3,0.4,6,26,8,2,34,16:30:00
ENG-Premier League,1819,Liverpool,2018-10-20 Huddersfield-Liverpool,2018-10-20,Matchweek 9,Sat,Away,W,1,0,Huddersfield,507,638,79.5,8464,3170,246,284,86.6,203,234,86.8,43,82,52.4,1,0.5,0.7,9,37,12,1,54,17:30:00
ENG-Premier League,1819,Liverpool,2018-10-27 Liverpool-Cardiff City,2018-10-27,Matchweek 10,Sat,Home,W,4,1,Cardiff City,758,873,86.8,12046,3851,397,437,90.8,289,318,90.9,50,74,67.6,2,1.6,1.3,14,46,19,2,73,15:00:00
ENG-Premier League,1819,Liverpool,2018-11-03 Arsenal-Liverpool,2018-11-03,Matchweek 11,Sat,Away,D,1,1,Arsenal,303,405,74.8,5621,2200,127,147,86.4,122,159,76.7,46,79,58.2,0,1.2,0.8,11,18,8,1,24,17:30:00
ENG-Premier League,1819,Liverpool,2018-11-11 Liverpool-Fulham,2018-11-11,Matchweek 12,Sun,Home,W,2,0,Fulham,666,780,85.4,11518,3643,290,320,90.6,280,316,88.6,66,97,68.0,2,1.4,0.7,15,51,16,3,60,12:00:00
ENG-Premier League,1819,Liverpool,2018-11-24 Watford-Liverpool,2018-11-24,Matchweek 13,Sat,Away,W,3,0,Watford,556,685,81.2,9387,3008,263,306,85.9,230,261,88.1,44,81,54.3,1,0.8,0.7,6,41,9,2,54,15:00:00
ENG-Premier League,1819,Liverpool,2018-12-02 Liverpool-Everton,2018-12-02,Matchweek 14,Sun,Home,W,1,0,Everton,448,576,77.8,8305,2716,182,214,85.0,199,231,86.1,55,105,52.4,0,1.6,0.9,11,33,12,2,46,16:15:00
ENG-Premier League,1819,Liverpool,2018-12-05 Burnley-Liverpool,2018-12-05,Matchweek 15,Wed,Away,W,3,1,Burnley,621,743,83.6,10893,3447,256,285,89.8,286,318,89.9,55,93,59.1,3,2.2,2.3,14,32,13,1,48,19:45:00
ENG-Premier League,1819,Liverpool,2018-12-08 Bournemouth-Liverpool,2018-12-08,Matchweek 16,Sat,Away,W,4,0,Bournemouth,557,674,82.6,9254,2701,267,304,87.8,213,236,90.3,56,91,61.5,1,0.3,1.0,6,42,11,1,39,12:30:00
ENG-Premier League,1819,Liverpool,2018-12-16 Liverpool-Manchester Utd,2018-12-16,Matchweek 17,Sun,Home,W,3,1,Manchester Utd,493,630,78.3,7561,2963,280,312,89.7,159,202,78.7,35,69,50.7,1,1.6,1.7,21,42,10,0,56,16:00:00
ENG-Premier League,1819,Liverpool,2018-12-21 Wolves-Liverpool,2018-12-21,Matchweek 18,Fri,Away,W,2,0,Wolves,611,729,83.8,10182,3186,295,323,91.3,229,254,90.2,61,93,65.6,2,1.6,1.4,12,31,11,0,47,20:00:00
ENG-Premier League,1819,Liverpool,2018-12-26 Liverpool-Newcastle Utd,2018-12-26,Matchweek 19,Wed,Home,W,4,0,Newcastle Utd,665,781,85.1,12660,3783,269,296,90.9,292,328,89.0,87,124,70.2,2,1.9,2.5,11,47,22,1,72,15:00:00
ENG-Premier League,1819,Liverpool,2018-12-29 Liverpool-Arsenal,2018-12-29,Matchweek 20,Sat,Home,W,5,1,Arsenal,443,539,82.2,7567,3014,213,238,89.5,168,193,87.0,40,74,54.1,1,0.9,1.3,8,25,14,1,34,17:30:00
ENG-Premier League,1819,Liverpool,2019-01-03 Manchester City-Liverpool,2019-01-03,Matchweek 21,Thu,Away,L,1,2,Manchester City,496,631,78.6,8571,2691,213,249,85.5,224,263,85.2,41,87,47.1,1,1.3,1.6,4,25,10,3,32,20:00:00
ENG-Premier League,1819,Liverpool,2019-01-12 Brighton-Liverpool,2019-01-12,Matchweek 22,Sat,Away,W,1,0,Brighton,667,790,84.4,11569,3107,309,340,90.9,292,322,90.7,51,96,53.1,0,1.2,2.0,9,39,17,3,59,15:00:00
ENG-Premier League,1819,Liverpool,2019-01-19 Liverpool-Crystal Palace,2019-01-19,Matchweek 23,Sat,Home,W,4,3,Crystal Palace,668,787,84.9,11347,3565,319,357,89.4,287,320,89.7,52,78,66.7,2,1.1,1.3,16,65,24,3,92,15:00:00
ENG-Premier League,1819,Liverpool,2019-01-30 Liverpool-Leicester City,2019-01-30,Matchweek 24,Wed,Home,D,1,1,Leicester City,720,847,85.0,11626,3143,353,385,91.7,266,304,87.5,61,95,64.2,0,0.4,0.8,7,62,16,2,61,20:00:00
ENG-Premier League,1819,Liverpool,2019-02-04 West Ham-Liverpool,2019-02-04,Matchweek 25,Mon,Away,D,1,1,West Ham,622,746,83.4,10250,3076,299,335,89.3,256,290,88.3,49,75,65.3,1,1.0,1.0,9,47,6,0,51,20:00:00
ENG-Premier League,1819,Liverpool,2019-02-09 Liverpool-Bournemouth,2019-02-09,Matchweek 26,Sat,Home,W,3,0,Bournemouth,652,749,87.0,10550,3481,326,349,93.4,262,294,89.1,42,61,68.9,3,1.9,1.7,17,55,19,2,81,15:00:00
ENG-Premier League,1819,Liverpool,2019-02-24 Manchester Utd-Liverpool,2019-02-24,Matchweek 27,Sun,Away,D,0,0,Manchester Utd,509,622,81.8,8505,2710,245,275,89.1,199,230,86.5,44,77,57.1,0,0.3,0.7,6,36,9,0,42,14:05:00
ENG-Premier League,1819,Liverpool,2019-02-27 Liverpool-Watford,2019-02-27,Matchweek 28,Wed,Home,W,5,0,Watford,566,677,83.6,9772,3387,263,292,90.1,223,257,86.8,59,88,67.0,5,1.4,1.4,9,44,18,4,63,20:00:00
ENG-Premier League,1819,Liverpool,2019-03-03 Everton-Liverpool,2019-03-03,Matchweek 29,Sun,Away,D,0,0,Everton,399,542,73.6,7200,2662,144,180,80.0,188,226,83.2,41,89,46.1,0,1.0,2.7,8,25,9,4,35,16:15:00
ENG-Premier League,1819,Liverpool,2019-03-10 Liverpool-Burnley,2019-03-10,Matchweek 30,Sun,Home,W,4,2,Burnley,558,696,80.2,9426,3356,243,281,86.5,221,256,86.3,56,102,54.9,1,2.1,1.6,18,39,15,2,56,12:00:00
ENG-Premier League,1819,Liverpool,2019-03-17 Fulham-Liverpool,2019-03-17,Matchweek 31,Sun,Away,W,2,1,Fulham,531,651,81.6,9746,3124,218,252,86.5,244,282,86.5,56,84,66.7,1,1.7,1.8,11,56,12,2,60,14:15:00
ENG-Premier League,1819,Liverpool,2019-03-31 Liverpool-Tottenham,2019-03-31,Matchweek 32,Sun,Home,W,2,1,Tottenham,391,500,78.2,7502,2815,161,184,87.5,154,186,82.8,60,94,63.8,1,1.0,1.2,12,34,9,3,38,16:30:00
ENG-Premier League,1819,Liverpool,2019-04-05 Southampton-Liverpool,2019-04-05,Matchweek 33,Fri,Away,W,3,1,Southampton,503,626,80.4,9292,3118,209,236,88.6,213,248,85.9,61,95,64.2,3,1.6,1.8,12,39,17,5,56,20:00:00
ENG-Premier League,1819,Liverpool,2019-04-14 Liverpool-Chelsea,2019-04-14,Matchweek 34,Sun,Home,W,2,0,Chelsea,591,705,83.8,10502,3331,234,254,92.1,295,328,89.9,49,86,57.0,2,1.2,1.5,14,53,18,3,67,16:30:00
ENG-Premier League,1819,Liverpool,2019-04-21 Cardiff City-Liverpool,2019-04-21,Matchweek 35,Sun,Away,W,2,0,Cardiff City,563,665,84.7,8969,2948,296,317,93.4,196,226,86.7,46,77,59.7,1,2.1,1.7,14,41,13,2,52,16:00:00
ENG-Premier League,1819,Liverpool,2019-04-26 Liverpool-Huddersfield,2019-04-26,Matchweek 36,Fri,Home,W,5,0,Huddersfield,667,772,86.4,11032,3775,314,347,90.5,299,326,91.7,41,69,59.4,5,3.0,2.3,18,34,13,2,56,20:00:00
ENG-Premier League,1819,Liverpool,2019-05-04 Newcastle Utd-Liverpool,2019-05-04,Matchweek 37,Sat,Away,W,3,2,Newcastle Utd,605,730,82.9,11048,3270,253,282,89.7,276,311,88.7,66,106,62.3,3,1.2,1.4,11,29,13,3,49,19:45:00
ENG-Premier League,1819,Liverpool,2019-05-12 Liverpool-Wolves,2019-05-12,Matchweek 38,Sun,Home,W,2,0,Wolves,538,654,82.3,9185,3015,248,272,91.2,232,261,88.9,48,90,53.3,1,0.7,0.6,7,28,9,2,40,15:00:00
ENG-Premier League,1819,Manchester City,2018-08-12 Arsenal-Manchester City,2018-08-12,Matchweek 1,Sun,Away,W,2,0,Arsenal,492,601,81.9,7980,2720,240,266,90.2,187,210,89.0,42,79,53.2,2,0.5,0.4,9,24,8,0,36,16:00:00
ENG-Premier League,1819,Manchester City,2018-08-19 Manchester City-Huddersfield,2018-08-19,Matchweek 2,Sun,Home,W,6,1,Huddersfield,732,806,90.8,11764,3222,335,355,94.4,267,286,93.4,71,88,80.7,2,2.8,1.7,22,82,17,2,77,13:30:00
ENG-Premier League,1819,Manchester City,2018-08-25 Wolves-Manchester City,2018-08-25,Matchweek 3,Sat,Away,D,1,1,Wolves,601,698,86.1,9432,2916,287,307,93.5,242,273,88.6,40,61,65.6,1,1.2,1.5,11,41,13,1,59,12:30:00
ENG-Premier League,1819,Manchester City,2018-09-01 Manchester City-Newcastle Utd,2018-09-01,Matchweek 4,Sat,Home,W,2,1,Newcastle Utd,730,827,88.3,11155,3167,361,395,91.4,257,278,92.4,54,73,74.0,2,1.5,1.5,15,67,10,3,64,17:30:00
ENG-Premier League,1819,Manchester City,2018-09-15 Manchester City-Fulham,2018-09-15,Matchweek 5,Sat,Home,W,3,0,Fulham,696,782,89.0,10925,3215,339,358,94.7,250,280,89.3,57,70,81.4,2,3.9,2.5,22,48,20,2,62,15:00:00
ENG-Premier League,1819,Manchester City,2018-09-22 Cardiff City-Manchester City,2018-09-22,Matchweek 6,Sat,Away,W,5,0,Cardiff City,755,846,89.2,12211,3258,363,383,94.8,316,351,90.0,49,73,67.1,4,1.6,1.8,15,37,11,1,61,15:00:00
ENG-Premier League,1819,Manchester City,2018-09-29 Manchester City-Brighton,2018-09-29,Matchweek 7,Sat,Home,W,2,0,Brighton,818,900,90.9,12037,2901,436,457,95.4,277,305,90.8,43,63,68.3,2,2.5,3.5,24,58,28,5,84,15:00:00
ENG-Premier League,1819,Manchester City,2018-10-07 Liverpool-Manchester City,2018-10-07,Matchweek 8,Sun,Away,D,0,0,Liverpool,460,570,80.7,7166,2485,242,270,89.6,154,185,83.2,32,62,51.6,0,0.2,0.2,4,18,7,0,36,16:30:00
ENG-Premier League,1819,Manchester City,2018-10-20 Manchester City-Burnley,2018-10-20,Matchweek 9,Sat,Home,W,5,0,Burnley,621,716,86.7,10306,3247,294,320,91.9,235,259,90.7,59,85,69.4,4,3.3,2.7,20,42,20,5,69,15:00:00
ENG-Premier League,1819,Manchester City,2018-10-29 Tottenham-Manchester City,2018-10-29,Matchweek 10,Mon,Away,W,1,0,Tottenham,446,547,81.5,7458,2328,213,234,91.0,180,205,87.8,36,79,45.6,1,1.4,1.8,9,39,10,0,49,20:00:00
ENG-Premier League,1819,Manchester City,2018-11-04 Manchester City-Southampton,2018-11-04,Matchweek 11,Sun,Home,W,6,1,Southampton,683,756,90.3,10513,3191,362,386,93.8,248,265,93.6,37,51,72.5,5,2.1,3.0,16,48,21,3,70,15:00:00
ENG-Premier League,1819,Manchester City,2018-11-11 Manchester City-Manchester Utd,2018-11-11,Matchweek 12,Sun,Home,W,3,1,Manchester Utd,668,750,89.1,10464,3023,331,351,94.3,244,267,91.4,49,66,74.2,3,1.8,1.4,16,54,13,3,55,16:30:00
ENG-Premier League,1819,Manchester City,2018-11-24 West Ham-Manchester City,2018-11-24,Matchweek 13,Sat,Away,W,4,0,West Ham,763,862,88.5,11062,3292,427,454,94.1,239,265,90.2,45,69,65.2,3,2.0,1.3,8,46,8,0,61,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-01 Manchester City-Bournemouth,2018-12-01,Matchweek 14,Sat,Home,W,3,1,Bournemouth,738,826,89.3,12408,3205,343,368,93.2,305,332,91.9,64,90,71.1,1,1.3,1.7,12,53,15,3,67,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-04 Watford-Manchester City,2018-12-04,Matchweek 15,Tue,Away,W,2,1,Watford,654,763,85.7,10372,3135,338,365,92.6,245,277,88.4,49,73,67.1,2,2.0,1.7,11,51,14,2,62,20:00:00
ENG-Premier League,1819,Manchester City,2018-12-08 Chelsea-Manchester City,2018-12-08,Matchweek 16,Sat,Away,L,0,2,Chelsea,591,690,85.7,10862,2805,246,267,92.1,258,288,89.6,71,94,75.5,0,0.5,1.0,9,38,14,1,49,17:30:00
ENG-Premier League,1819,Manchester City,2018-12-15 Manchester City-Everton,2018-12-15,Matchweek 17,Sat,Home,W,3,1,Everton,646,756,85.4,10238,3005,321,343,93.6,235,268,87.7,54,82,65.9,3,1.6,1.5,11,48,7,1,61,12:30:00
ENG-Premier League,1819,Manchester City,2018-12-22 Manchester City-Crystal Palace,2018-12-22,Matchweek 18,Sat,Home,L,2,3,Crystal Palace,688,807,85.3,11722,3015,347,377,92.0,265,303,87.5,63,88,71.6,2,1.3,1.9,15,79,19,4,96,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-26 Leicester City-Manchester City,2018-12-26,Matchweek 19,Wed,Away,L,1,2,Leicester City,561,681,82.4,9253,2999,289,316,91.5,213,247,86.2,44,86,51.2,1,1.4,1.8,10,53,13,0,73,15:00:00
ENG-Premier League,1819,Manchester City,2018-12-30 Southampton-Manchester City,2018-12-30,Matchweek 20,Sun,Away,W,3,1,Southampton,731,834,87.6,11759,3220,350,383,91.4,286,315,90.8,58,80,72.5,2,2.4,1.8,13,43,12,1,64,14:15:00
ENG-Premier League,1819,Manchester City,2019-01-03 Manchester City-Liverpool,2019-01-03,Matchweek 21,Thu,Home,W,2,1,Liverpool,493,617,79.9,8690,2652,209,241,86.7,225,260,86.5,43,79,54.4,2,0.6,0.4,6,22,6,1,39,20:00:00
ENG-Premier League,1819,Manchester City,2019-01-14 Manchester City-Wolves,2019-01-14,Matchweek 22,Mon,Home,W,3,0,Wolves,826,924,89.4,12793,3497,453,475,95.4,293,324,90.4,56,74,75.7,1,2.0,2.7,20,81,30,4,84,20:00:00
ENG-Premier League,1819,Manchester City,2019-01-20 Huddersfield-Manchester City,2019-01-20,Matchweek 23,Sun,Away,W,3,0,Huddersfield,672,774,86.8,11400,3561,314,344,91.3,283,319,88.7,60,83,72.3,3,2.0,1.5,12,59,17,2,66,13:30:00
ENG-Premier League,1819,Manchester City,2019-01-29 Newcastle Utd-Manchester City,2019-01-29,Matchweek 24,Tue,Away,L,1,2,Newcastle Utd,710,821,86.5,11065,3013,348,377,92.3,271,296,91.6,51,79,64.6,1,0.9,1.8,7,65,13,0,69,20:00:00
ENG-Premier League,1819,Manchester City,2019-02-03 Manchester City-Arsenal,2019-02-03,Matchweek 25,Sun,Home,W,3,1,Arsenal,562,660,85.2,9103,2492,278,304,91.4,208,237,87.8,51,70,72.9,2,2.4,2.0,13,55,15,1,69,16:30:00
ENG-Premier League,1819,Manchester City,2019-02-06 Everton-Manchester City,2019-02-06,Matchweek 27,Wed,Away,W,2,0,Everton,492,589,83.5,8529,2637,236,252,93.7,182,216,84.3,55,79,69.6,1,1.0,1.1,8,46,17,1,57,19:45:00
ENG-Premier League,1819,Manchester City,2019-02-10 Manchester City-Chelsea,2019-02-10,Matchweek 26,Sun,Home,W,6,0,Chelsea,655,710,92.3,10924,3134,301,316,95.3,275,284,96.8,51,67,76.1,2,1.8,1.4,10,31,8,2,39,16:00:00
ENG-Premier League,1819,Manchester City,2019-02-27 Manchester City-West Ham,2019-02-27,Matchweek 28,Wed,Home,W,1,0,West Ham,716,846,84.6,11207,3228,365,392,93.1,272,307,88.6,46,71,64.8,0,2.4,1.8,15,58,24,2,85,20:00:00
ENG-Premier League,1819,Manchester City,2019-03-02 Bournemouth-Manchester City,2019-03-02,Matchweek 29,Sat,Away,W,1,0,Bournemouth,762,864,88.2,12105,3226,383,411,93.2,295,322,91.6,48,70,68.6,1,0.9,1.1,17,84,14,0,81,15:00:00
ENG-Premier League,1819,Manchester City,2019-03-09 Manchester City-Watford,2019-03-09,Matchweek 30,Sat,Home,W,3,1,Watford,683,770,88.7,9947,2759,365,390,93.6,245,275,89.1,34,52,65.4,2,3.3,2.7,14,64,19,2,79,17:30:00
ENG-Premier League,1819,Manchester City,2019-03-30 Fulham-Manchester City,2019-03-30,Matchweek 32,Sat,Away,W,2,0,Fulham,640,726,88.2,10235,2916,312,330,94.5,230,253,90.9,54,79,68.4,2,1.7,1.2,22,47,14,0,60,12:30:00
ENG-Premier League,1819,Manchester City,2019-04-03 Manchester City-Cardiff City,2019-04-03,Matchweek 33,Wed,Home,W,2,0,Cardiff City,648,728,89.0,10078,3012,320,334,95.8,255,284,89.8,40,60,66.7,2,2.9,1.9,22,66,16,3,72,19:45:00
ENG-Premier League,1819,Manchester City,2019-04-14 Crystal Palace-Manchester City,2019-04-14,Matchweek 34,Sun,Away,W,3,1,Crystal Palace,681,782,87.1,11069,3126,339,368,92.1,233,253,92.1,65,89,73.0,3,2.3,2.1,15,67,14,2,77,14:05:00
ENG-Premier League,1819,Manchester City,2019-04-20 Manchester City-Tottenham,2019-04-20,Matchweek 35,Sat,Home,W,1,0,Tottenham,547,642,85.2,9226,2728,258,279,92.5,204,226,90.3,58,89,65.2,1,1.8,1.7,12,37,11,1,48,12:30:00
ENG-Premier League,1819,Manchester City,2019-04-24 Manchester Utd-Manchester City,2019-04-24,Matchweek 31,Wed,Away,W,2,0,Manchester Utd,631,733,86.1,9741,3053,338,368,91.8,220,245,89.8,45,73,61.6,2,0.5,0.8,7,36,11,0,47,20:00:00
ENG-Premier League,1819,Manchester City,2019-04-28 Burnley-Manchester City,2019-04-28,Matchweek 36,Sun,Away,W,1,0,Burnley,554,663,83.6,8962,2495,289,314,92.0,208,245,84.9,46,77,59.7,0,1.9,1.6,19,41,13,4,59,14:05:00
ENG-Premier League,1819,Manchester City,2019-05-06 Manchester City-Leicester City,2019-05-06,Matchweek 37,Mon,Home,W,1,0,Leicester City,577,688,83.9,10357,2821,243,282,86.2,277,306,90.5,54,81,66.7,1,0.7,1.0,10,72,13,0,81,20:00:00
ENG-Premier League,1819,Manchester City,2019-05-12 Brighton-Manchester City,2019-05-12,Matchweek 38,Sun,Away,W,4,1,Brighton,755,834,90.5,10523,2850,434,456,95.2,239,268,89.2,33,50,66.0,3,1.4,1.9,15,48,19,0,62,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-10 Manchester Utd-Leicester City,2018-08-10,Matchweek 1,Fri,Home,W,2,1,Leicester City,418,522,80.1,6673,2221,228,247,92.3,119,148,80.4,43,77,55.8,1,0.7,0.3,7,31,2,0,27,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-19 Brighton-Manchester Utd,2018-08-19,Matchweek 2,Sun,Away,L,2,3,Brighton,515,621,82.9,8921,2949,213,236,90.3,217,243,89.3,52,86,60.5,0,0.3,0.4,4,28,5,0,43,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-08-27 Manchester Utd-Tottenham,2018-08-27,Matchweek 3,Mon,Home,L,0,3,Tottenham,413,549,75.2,7888,3147,176,209,84.2,162,207,78.3,62,98,63.3,0,1.0,0.9,17,36,13,6,52,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-02 Burnley-Manchester Utd,2018-09-02,Matchweek 4,Sun,Away,W,2,0,Burnley,464,555,83.6,7913,2556,228,246,92.7,154,172,89.5,51,93,54.8,1,1.6,1.6,16,35,15,3,49,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-15 Watford-Manchester Utd,2018-09-15,Matchweek 5,Sat,Away,W,2,1,Watford,440,562,78.3,8272,2967,192,219,87.7,167,204,81.9,64,97,66.0,1,0.9,0.8,6,34,7,1,42,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-09-22 Manchester Utd-Wolves,2018-09-22,Matchweek 6,Sat,Home,D,1,1,Wolves,617,740,83.4,10383,3367,288,316,91.1,244,277,88.1,58,96,60.4,1,0.3,0.9,9,48,12,1,63,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-09-29 West Ham-Manchester Utd,2018-09-29,Matchweek 7,Sat,Away,L,1,3,West Ham,427,525,81.3,6938,2373,230,252,91.3,143,163,87.7,40,78,51.3,1,0.5,0.5,7,39,5,2,47,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-06 Manchester Utd-Newcastle Utd,2018-10-06,Matchweek 8,Sat,Home,W,3,2,Newcastle Utd,558,694,80.4,9747,3346,242,268,90.3,237,276,85.9,50,89,56.2,2,1.5,1.8,13,47,18,7,71,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-20 Chelsea-Manchester Utd,2018-10-20,Matchweek 9,Sat,Away,D,2,2,Chelsea,301,403,74.7,5297,2236,145,169,85.8,107,127,84.3,33,72,45.8,1,0.3,0.3,4,15,6,1,24,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-10-28 Manchester Utd-Everton,2018-10-28,Matchweek 10,Sun,Home,W,2,1,Everton,417,538,77.5,6901,2427,188,214,87.9,160,192,83.3,37,71,52.1,1,1.4,0.7,12,36,10,2,42,16:00:00
ENG-Premier League,1819,Manchester Utd,2018-11-03 Bournemouth-Manchester Utd,2018-11-03,Matchweek 11,Sat,Away,W,2,1,Bournemouth,371,485,76.5,6310,2492,174,201,86.6,142,171,83.0,35,78,44.9,1,1.6,1.3,14,29,11,0,46,12:30:00
ENG-Premier League,1819,Manchester Utd,2018-11-11 Manchester City-Manchester Utd,2018-11-11,Matchweek 12,Sun,Away,L,1,3,Manchester City,335,409,81.9,5979,2529,157,173,90.8,134,147,91.2,35,61,57.4,0,0.2,0.4,4,13,6,1,26,16:30:00
ENG-Premier League,1819,Manchester Utd,2018-11-24 Manchester Utd-Crystal Palace,2018-11-24,Matchweek 13,Sat,Home,D,0,0,Crystal Palace,450,568,79.2,7879,3185,243,280,86.8,148,182,81.3,52,81,64.2,0,0.8,1.6,10,52,12,2,73,15:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-01 Southampton-Manchester Utd,2018-12-01,Matchweek 14,Sat,Away,D,2,2,Southampton,470,580,81.0,7812,2580,221,241,91.7,188,220,85.5,39,70,55.7,2,1.1,1.1,10,26,7,3,30,17:30:00
ENG-Premier League,1819,Manchester Utd,2018-12-05 Manchester Utd-Arsenal,2018-12-05,Matchweek 15,Wed,Home,D,2,2,Arsenal,380,483,78.7,6742,2031,176,194,90.7,142,172,82.6,49,93,52.7,1,0.7,0.7,7,26,3,1,23,20:00:00
ENG-Premier League,1819,Manchester Utd,2018-12-08 Manchester Utd-Fulham,2018-12-08,Matchweek 16,Sat,Home,W,4,1,Fulham,567,680,83.4,9630,3073,279,308,90.6,199,224,88.8,63,96,65.6,4,2.1,1.4,13,36,9,2,57,15:00:00
