,,,,date,round,day,venue,result,GF,GA,opponent,Poss,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,time
ENG-Premier League,1819,Chelsea,2019-01-30 Bournemouth-Chelsea,2019-01-30,Matchweek 24,Wed,Away,L,0,4,Bournemouth,68,873,40,170,371,336,29,873,18,11,61.1,7,38.9,680,3238,1719,20,24,5,11,3,664,71,19:45:00
ENG-Premier League,1819,Chelsea,2019-02-02 Chelsea-Huddersfield,2019-02-02,Matchweek 25,Sat,Home,W,5,0,Huddersfield,65,883,47,233,386,273,39,882,26,22,84.6,4,15.4,522,3432,1911,39,29,11,11,9,676,66,15:00:00
ENG-Premier League,1819,Chelsea,2019-02-10 Manchester City-Chelsea,2019-02-10,Matchweek 26,Sun,Away,L,0,6,Manchester City,44,651,63,210,278,169,19,651,18,15,83.3,3,16.7,408,2332,1042,22,19,6,8,9,488,35,16:00:00
ENG-Premier League,1819,Chelsea,2019-02-27 Chelsea-Tottenham,2019-02-27,Matchweek 28,Wed,Home,W,2,0,Tottenham,46,633,56,210,262,166,11,633,12,7,58.3,5,41.7,305,1883,960,22,23,2,16,18,412,31,20:00:00
ENG-Premier League,1819,Chelsea,2019-03-03 Fulham-Chelsea,2019-03-03,Matchweek 29,Sun,Away,W,2,1,Fulham,63,828,69,219,415,199,30,828,9,6,66.7,3,33.3,538,2919,1752,31,16,11,15,11,649,70,14:05:00
ENG-Premier League,1819,Chelsea,2019-03-10 Chelsea-Wolves,2019-03-10,Matchweek 30,Sun,Home,D,1,1,Wolves,76,992,19,129,458,409,25,992,36,21,58.3,15,41.7,592,3491,1852,36,35,5,20,19,777,57,14:05:00
ENG-Premier League,1819,Chelsea,2019-03-17 Everton-Chelsea,2019-03-17,Matchweek 31,Sun,Away,L,0,2,Everton,67,826,48,201,407,226,32,826,18,12,66.7,6,33.3,580,3094,1780,39,23,8,14,7,591,69,16:30:00
ENG-Premier League,1819,Chelsea,2019-03-31 Cardiff City-Chelsea,2019-03-31,Matchweek 32,Sun,Away,W,2,1,Cardiff City,70,742,48,205,361,187,24,742,25,17,68.0,8,32.0,427,3041,1794,32,32,1,10,19,516,54,14:05:00
ENG-Premier League,1819,Chelsea,2019-04-03 Chelsea-Brighton,2019-04-03,Matchweek 27,Wed,Home,W,3,0,Brighton,68,892,28,123,438,341,36,892,15,10,66.7,5,33.3,546,3261,2020,27,25,8,20,12,702,68,19:45:00
ENG-Premier League,1819,Chelsea,2019-04-08 Chelsea-West Ham,2019-04-08,Matchweek 33,Mon,Home,W,2,0,West Ham,53,638,49,170,268,212,36,638,31,18,58.1,13,41.9,331,2475,1629,37,30,10,12,11,430,60,20:00:00
ENG-Premier League,1819,Chelsea,2019-04-14 Liverpool-Chelsea,2019-04-14,Matchweek 34,Sun,Away,L,0,2,Liverpool,38,570,81,250,195,131,17,570,23,17,73.9,6,26.1,282,1812,1073,26,12,7,16,13,341,36,16:30:00
ENG-Premier League,1819,Chelsea,2019-04-22 Chelsea-Burnley,2019-04-22,Matchweek 35,Mon,Home,D,2,2,Burnley,75,867,42,193,330,350,64,867,19,12,63.2,7,36.8,523,3334,2177,56,27,16,13,8,624,84,20:00:00
ENG-Premier League,1819,Chelsea,2019-04-28 Manchester Utd-Chelsea,2019-04-28,Matchweek 36,Sun,Away,D,1,1,Manchester Utd,48,580,65,191,201,193,25,580,15,9,60.0,6,40.0,404,2320,1250,35,24,5,11,9,385,43,16:30:00
ENG-Premier League,1819,Chelsea,2019-05-05 Chelsea-Watford,2019-05-05,Matchweek 37,Sun,Home,W,3,0,Watford,58,701,69,200,282,226,37,701,22,15,68.2,7,31.8,465,2396,1353,30,24,10,12,7,468,55,14:00:00
ENG-Premier League,1819,Chelsea,2019-05-12 Leicester City-Chelsea,2019-05-12,Matchweek 38,Sun,Away,D,0,0,Leicester City,53,669,59,170,295,211,20,669,16,12,75.0,4,25.0,398,2769,1523,29,22,6,12,12,486,40,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-11 Fulham-Crystal Palace,2018-08-11,Matchweek 1,Sat,Away,W,2,0,Fulham,35,514,71,216,208,101,24,514,21,12,57.1,9,42.9,233,1446,827,19,8,7,14,18,284,36,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-20 Crystal Palace-Liverpool,2018-08-20,Matchweek 2,Mon,Home,L,0,2,Liverpool,37,507,73,197,219,98,16,507,27,17,63.0,10,37.0,256,1406,649,13,6,5,10,12,300,34,20:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-26 Watford-Crystal Palace,2018-08-26,Matchweek 3,Sun,Away,L,1,2,Watford,57,608,62,186,291,136,15,608,12,3,25.0,9,75.0,278,1323,552,12,13,5,19,17,356,32,13:30:00
ENG-Premier League,1819,Crystal Palace,2018-09-01 Crystal Palace-Southampton,2018-09-01,Matchweek 4,Sat,Home,L,0,2,Southampton,50,624,56,184,268,179,37,624,13,7,53.8,6,46.2,308,1923,881,19,17,4,16,13,369,47,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-09-15 Huddersfield-Crystal Palace,2018-09-15,Matchweek 5,Sat,Away,W,1,0,Huddersfield,41,493,64,184,245,71,12,493,9,6,66.7,3,33.3,254,1287,741,16,8,8,14,14,305,28,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-09-22 Crystal Palace-Newcastle Utd,2018-09-22,Matchweek 6,Sat,Home,D,0,0,Newcastle Utd,61,667,42,194,290,191,19,667,21,15,71.4,6,28.6,299,2051,1070,27,17,1,18,19,417,45,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-01 Bournemouth-Crystal Palace,2018-10-01,Matchweek 7,Mon,Away,L,1,2,Bournemouth,55,682,55,193,331,161,25,682,10,6,60.0,4,40.0,389,2123,1120,17,20,4,16,8,464,48,20:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-06 Crystal Palace-Wolves,2018-10-06,Matchweek 8,Sat,Home,L,0,1,Wolves,67,792,41,204,428,170,21,792,19,9,47.4,10,52.6,447,2271,1342,23,20,3,11,10,559,57,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-21 Everton-Crystal Palace,2018-10-21,Matchweek 9,Sun,Away,L,0,2,Everton,41,512,58,183,216,121,19,511,12,6,50.0,6,50.0,197,1225,706,18,11,5,17,15,269,30,16:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-28 Crystal Palace-Arsenal,2018-10-28,Matchweek 10,Sun,Home,D,2,2,Arsenal,43,568,33,131,296,144,26,566,18,10,55.6,8,44.4,254,1553,836,23,12,8,22,17,332,36,13:30:00
ENG-Premier League,1819,Crystal Palace,2018-11-04 Chelsea-Crystal Palace,2018-11-04,Matchweek 11,Sun,Away,L,1,3,Chelsea,27,455,58,180,207,75,13,455,19,12,63.2,7,36.8,213,1395,649,19,12,6,14,14,259,25,16:00:00
ENG-Premier League,1819,Crystal Palace,2018-11-10 Crystal Palace-Tottenham,2018-11-10,Matchweek 12,Sat,Home,L,0,1,Tottenham,36,495,59,174,194,133,20,495,18,7,38.9,11,61.1,206,1028,366,9,8,1,17,7,227,29,17:30:00
ENG-Premier League,1819,Crystal Palace,2018-11-24 Manchester Utd-Crystal Palace,2018-11-24,Matchweek 13,Sat,Away,D,0,0,Manchester Utd,41,517,80,181,211,131,20,517,17,11,64.7,6,35.3,245,1742,922,25,17,8,10,17,287,21,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-01 Crystal Palace-Burnley,2018-12-01,Matchweek 14,Sat,Home,W,2,0,Burnley,58,679,53,197,263,224,42,679,17,13,76.5,4,23.5,376,2024,1121,33,14,20,11,14,446,56,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-04 Brighton-Crystal Palace,2018-12-04,Matchweek 15,Tue,Away,L,1,3,Brighton,68,770,33,148,382,243,30,769,19,8,42.1,11,57.9,458,2469,1332,25,32,5,18,19,535,66,19:45:00
ENG-Premier League,1819,Crystal Palace,2018-12-08 West Ham-Crystal Palace,2018-12-08,Matchweek 16,Sat,Away,L,2,3,West Ham,51,624,57,161,318,154,23,624,16,8,50.0,8,50.0,324,2103,1165,24,20,8,17,11,388,55,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-15 Crystal Palace-Leicester City,2018-12-15,Matchweek 17,Sat,Home,W,1,0,Leicester City,44,575,60,183,282,124,11,575,16,9,56.3,7,43.8,261,1530,717,16,14,2,19,17,307,34,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-22 Manchester City-Crystal Palace,2018-12-22,Matchweek 18,Sat,Away,W,3,2,Manchester City,22,372,104,210,125,44,5,371,14,6,42.9,8,57.1,150,1042,589,12,8,3,6,9,132,11,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-26 Crystal Palace-Cardiff City,2018-12-26,Matchweek 19,Wed,Home,D,0,0,Cardiff City,62,690,42,186,259,251,56,690,23,14,60.9,9,39.1,306,2136,1194,35,12,15,16,11,433,57,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-30 Crystal Palace-Chelsea,2018-12-30,Matchweek 20,Sun,Home,L,0,1,Chelsea,35,545,67,221,239,90,14,545,12,7,58.3,5,41.7,287,1553,719,16,6,6,16,8,327,30,12:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-02 Wolves-Crystal Palace,2019-01-02,Matchweek 21,Wed,Away,W,2,0,Wolves,48,654,41,152,335,175,33,653,26,14,53.8,12,46.2,356,2091,1064,33,18,9,17,14,408,49,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-01-12 Crystal Palace-Watford,2019-01-12,Matchweek 22,Sat,Home,L,1,2,Watford,55,591,56,157,249,191,34,591,18,12,66.7,6,33.3,288,2056,1047,31,25,5,20,8,343,44,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-19 Liverpool-Crystal Palace,2019-01-19,Matchweek 23,Sat,Away,L,3,4,Liverpool,30,481,103,231,189,64,16,481,23,10,43.5,13,56.5,204,1293,639,13,3,5,11,6,226,31,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-30 Southampton-Crystal Palace,2019-01-30,Matchweek 24,Wed,Away,D,1,1,Southampton,42,542,50,216,213,120,23,542,25,14,56.0,11,44.0,223,1247,559,13,7,7,14,13,295,24,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Home,W,2,0,Fulham,38,519,46,141,229,155,27,518,9,5,55.6,4,44.4,294,1682,930,20,15,6,11,11,287,30,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-09 Crystal Palace-West Ham,2019-02-09,Matchweek 26,Sat,Home,D,1,1,West Ham,58,670,57,177,297,204,43,670,19,12,63.2,7,36.8,339,2022,1242,24,15,5,15,15,431,77,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-23 Leicester City-Crystal Palace,2019-02-23,Matchweek 27,Sat,Away,W,4,1,Leicester City,36,456,79,196,198,71,11,455,13,7,53.8,6,46.2,236,1390,796,16,9,5,9,13,233,21,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-02-27 Crystal Palace-Manchester Utd,2019-02-27,Matchweek 28,Wed,Home,L,1,3,Manchester Utd,46,532,44,151,258,136,25,532,21,14,66.7,7,33.3,270,1813,910,26,14,4,14,14,334,37,20:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-02 Burnley-Crystal Palace,2019-03-02,Matchweek 29,Sat,Away,W,3,1,Burnley,43,519,79,204,217,105,22,519,19,12,63.2,7,36.8,247,1369,748,21,11,9,25,9,245,32,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-09 Crystal Palace-Brighton,2019-03-09,Matchweek 30,Sat,Home,L,1,2,Brighton,62,754,29,164,401,195,32,753,23,10,43.5,13,56.5,389,2710,1446,28,17,5,18,13,509,65,12:30:00
ENG-Premier League,1819,Crystal Palace,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Huddersfield,49,593,58,200,271,128,27,592,22,14,63.6,8,36.4,291,1851,975,28,12,13,17,6,354,44,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-03 Tottenham-Crystal Palace,2019-04-03,Matchweek 31,Wed,Away,L,0,2,Tottenham,35,538,83,251,237,57,9,538,20,9,45.0,11,55.0,246,1393,759,13,7,3,13,5,293,22,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-04-06 Newcastle Utd-Crystal Palace,2019-04-06,Matchweek 33,Sat,Away,W,1,0,Newcastle Utd,47,539,69,184,265,94,15,538,10,5,50.0,5,50.0,299,1504,794,18,15,3,10,13,324,35,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-14 Crystal Palace-Manchester City,2019-04-14,Matchweek 34,Sun,Home,L,1,3,Manchester City,27,439,77,196,176,73,13,439,16,10,62.5,6,37.5,185,1100,497,9,7,2,9,16,207,14,14:05:00
ENG-Premier League,1819,Crystal Palace,2019-04-21 Arsenal-Crystal Palace,2019-04-21,Matchweek 35,Sun,Away,W,3,2,Arsenal,28,420,69,166,149,108,23,420,13,8,61.5,5,38.5,165,974,453,13,6,2,22,10,181,24,16:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Home,D,0,0,Everton,37,510,91,212,197,107,12,510,20,15,75.0,5,25.0,192,1080,532,11,9,2,15,15,214,24,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-05-04 Cardiff City-Crystal Palace,2019-05-04,Matchweek 37,Sat,Away,W,3,2,Cardiff City,60,640,57,182,333,134,41,640,27,16,59.3,11,40.7,350,1936,898,24,16,9,24,10,359,52,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-05-12 Crystal Palace-Bournemouth,2019-05-12,Matchweek 38,Sun,Home,W,5,3,Bournemouth,46,593,67,186,257,154,35,593,10,4,40.0,6,60.0,238,1532,949,29,15,9,11,12,360,46,15:00:00
ENG-Premier League,1819,Everton,2018-08-11 Wolves-Everton,2018-08-11,Matchweek 1,Sat,Away,D,2,2,Wolves,42,562,57,186,257,127,18,562,7,2,28.6,4,57.1,306,1317,622,13,12,2,15,8,324,23,17:30:00
ENG-Premier League,1819,Everton,2018-08-18 Everton-Southampton,2018-08-18,Matchweek 2,Sat,Home,W,2,1,Southampton,57,575,50,163,270,144,26,575,12,8,66.7,4,33.3,314,1439,775,12,10,5,13,7,336,38,15:00:00
ENG-Premier League,1819,Everton,2018-08-25 Bournemouth-Everton,2018-08-25,Matchweek 3,Sat,Away,D,2,2,Bournemouth,50,557,64,160,269,133,19,557,16,8,50.0,8,50.0,328,1896,819,12,15,5,18,9,332,33,15:00:00
ENG-Premier League,1819,Everton,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Home,D,1,1,Huddersfield,57,621,55,151,350,124,12,621,11,3,27.3,8,72.7,408,1933,1089,15,19,3,10,22,409,48,15:00:00
ENG-Premier League,1819,Everton,2018-09-16 Everton-West Ham,2018-09-16,Matchweek 5,Sun,Home,L,1,3,West Ham,56,627,47,150,314,169,21,627,21,13,61.9,8,38.1,388,2302,1392,21,15,6,18,11,395,59,16:00:00
ENG-Premier League,1819,Everton,2018-09-23 Arsenal-Everton,2018-09-23,Matchweek 6,Sun,Away,L,0,2,Arsenal,38,499,51,157,198,152,17,499,19,13,68.4,6,31.6,279,1465,676,13,13,4,22,13,266,35,16:00:00
ENG-Premier League,1819,Everton,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Home,W,3,0,Fulham,51,566,42,186,233,154,28,565,12,7,58.3,5,41.7,301,1586,871,17,17,9,19,16,346,38,15:00:00
ENG-Premier League,1819,Everton,2018-10-06 Leicester City-Everton,2018-10-06,Matchweek 8,Sat,Away,W,2,1,Leicester City,48,580,37,154,272,158,22,580,14,11,78.6,3,21.4,309,1351,716,17,11,3,21,10,332,31,15:00:00
ENG-Premier League,1819,Everton,2018-10-21 Everton-Crystal Palace,2018-10-21,Matchweek 9,Sun,Home,W,2,0,Crystal Palace,59,692,52,186,281,230,30,692,18,8,44.4,10,55.6,437,2446,1220,26,24,8,22,13,443,56,16:00:00
ENG-Premier League,1819,Everton,2018-10-28 Manchester Utd-Everton,2018-10-28,Matchweek 10,Sun,Away,L,1,2,Manchester Utd,46,589,64,183,288,122,17,588,18,11,61.1,7,38.9,359,2008,1067,15,15,3,18,8,360,43,16:00:00
ENG-Premier League,1819,Everton,2018-11-03 Everton-Brighton,2018-11-03,Matchweek 11,Sat,Home,W,3,1,Brighton,61,662,33,147,341,185,35,662,14,10,71.4,4,28.6,370,2105,1226,33,19,8,22,12,433,58,15:00:00
ENG-Premier League,1819,Everton,2018-11-11 Chelsea-Everton,2018-11-11,Matchweek 12,Sun,Away,D,0,0,Chelsea,32,459,65,204,186,74,7,459,17,8,47.1,9,52.9,248,1302,610,18,12,3,11,10,255,23,14:15:00
ENG-Premier League,1819,Everton,2018-11-24 Everton-Cardiff City,2018-11-24,Matchweek 13,Sat,Home,W,1,0,Cardiff City,70,692,56,181,303,214,28,692,16,12,75.0,4,25.0,423,2444,1423,27,17,6,25,12,446,62,15:00:00
ENG-Premier League,1819,Everton,2018-12-02 Liverpool-Everton,2018-12-02,Matchweek 14,Sun,Away,L,0,1,Liverpool,42,552,92,229,228,100,16,552,15,6,40.0,9,60.0,249,1421,728,18,14,1,18,12,300,22,16:15:00
ENG-Premier League,1819,Everton,2018-12-05 Everton-Newcastle Utd,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Newcastle Utd,75,828,29,134,396,304,33,828,22,14,63.6,8,36.4,498,2752,1468,27,20,5,16,17,588,94,19:45:00
ENG-Premier League,1819,Everton,2018-12-10 Everton-Watford,2018-12-10,Matchweek 16,Mon,Home,D,2,2,Watford,56,608,72,211,244,158,30,607,13,7,53.8,6,46.2,327,1724,827,18,13,5,20,19,351,44,20:00:00
ENG-Premier League,1819,Everton,2018-12-15 Manchester City-Everton,2018-12-15,Matchweek 17,Sat,Away,L,1,3,Manchester City,33,473,77,205,192,82,12,473,14,12,85.7,2,14.3,233,1326,641,14,5,1,17,13,280,21,12:30:00
ENG-Premier League,1819,Everton,2018-12-23 Everton-Tottenham,2018-12-23,Matchweek 18,Sun,Home,L,2,6,Tottenham,42,548,41,128,275,154,14,548,8,4,50.0,4,50.0,329,1873,1082,26,17,4,18,10,334,37,16:00:00
ENG-Premier League,1819,Everton,2018-12-26 Burnley-Everton,2018-12-26,Matchweek 19,Wed,Away,W,5,1,Burnley,51,578,71,219,263,99,20,577,16,12,75.0,4,25.0,302,1535,835,22,7,6,17,13,324,26,15:00:00
ENG-Premier League,1819,Everton,2018-12-29 Brighton-Everton,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Brighton,54,609,65,200,272,141,22,609,15,9,60.0,6,40.0,292,1492,854,8,11,1,16,17,357,40,15:00:00
ENG-Premier League,1819,Everton,2019-01-01 Everton-Leicester City,2019-01-01,Matchweek 21,Tue,Home,L,0,1,Leicester City,59,716,47,161,342,224,29,716,18,6,33.3,12,66.7,411,2472,1419,29,26,6,22,14,425,54,12:30:00
ENG-Premier League,1819,Everton,2019-01-13 Everton-Bournemouth,2019-01-13,Matchweek 22,Sun,Home,W,2,0,Bournemouth,51,590,72,215,228,153,27,590,10,7,70.0,3,30.0,278,1594,757,16,10,4,21,11,322,42,14:15:00
ENG-Premier League,1819,Everton,2019-01-19 Southampton-Everton,2019-01-19,Matchweek 23,Sat,Away,L,1,2,Southampton,61,652,60,193,310,157,21,652,13,9,69.2,4,30.8,355,1448,726,16,11,3,26,16,380,47,15:00:00
ENG-Premier League,1819,Everton,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Away,W,1,0,Huddersfield,42,565,64,182,303,82,12,565,15,9,60.0,6,40.0,287,1302,702,12,7,6,17,11,303,21,19:45:00
ENG-Premier League,1819,Everton,2019-02-02 Everton-Wolves,2019-02-02,Matchweek 25,Sat,Home,L,1,3,Wolves,64,686,30,159,368,167,18,686,17,11,64.7,6,35.3,439,2347,1223,22,16,3,23,11,454,58,15:00:00
ENG-Premier League,1819,Everton,2019-02-06 Everton-Manchester City,2019-02-06,Matchweek 27,Wed,Home,L,0,2,Manchester City,39,504,65,179,199,138,15,504,17,13,76.5,4,23.5,240,1571,637,12,9,7,18,16,275,21,19:45:00
ENG-Premier League,1819,Everton,2019-02-09 Watford-Everton,2019-02-09,Matchweek 26,Sat,Away,L,0,1,Watford,56,611,58,209,288,120,21,611,25,15,60.0,10,40.0,314,1538,610,9,13,2,14,12,332,35,15:00:00
ENG-Premier League,1819,Everton,2019-02-26 Cardiff City-Everton,2019-02-26,Matchweek 28,Tue,Away,W,3,0,Cardiff City,66,703,65,197,336,177,27,703,18,8,44.4,10,55.6,421,1711,770,16,15,3,11,13,452,44,19:45:00
ENG-Premier League,1819,Everton,2019-03-03 Everton-Liverpool,2019-03-03,Matchweek 29,Sun,Home,D,0,0,Liverpool,43,519,77,195,203,127,16,519,19,10,52.6,9,47.4,187,1016,456,10,3,3,14,9,249,27,16:15:00
ENG-Premier League,1819,Everton,2019-03-09 Newcastle Utd-Everton,2019-03-09,Matchweek 30,Sat,Away,L,2,3,Newcastle Utd,55,629,53,174,289,172,24,629,14,6,42.9,8,57.1,361,1657,788,22,11,4,23,14,369,46,15:00:00
ENG-Premier League,1819,Everton,2019-03-17 Everton-Chelsea,2019-03-17,Matchweek 31,Sun,Home,W,2,0,Chelsea,33,484,74,202,178,110,20,484,10,6,60.0,4,40.0,209,1290,614,13,15,4,18,17,254,21,16:30:00
ENG-Premier League,1819,Everton,2019-03-30 West Ham-Everton,2019-03-30,Matchweek 32,Sat,Away,W,2,0,West Ham,51,612,50,188,255,174,33,612,21,12,57.1,9,42.9,358,1898,1030,24,21,5,15,14,368,41,17:30:00
ENG-Premier League,1819,Everton,2019-04-07 Everton-Arsenal,2019-04-07,Matchweek 33,Sun,Home,W,1,0,Arsenal,43,554,55,137,248,179,32,554,16,8,50.0,8,50.0,268,1678,864,25,14,7,18,13,319,41,14:05:00
ENG-Premier League,1819,Everton,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Away,L,0,2,Fulham,59,671,60,188,322,167,23,671,18,9,50.0,9,50.0,292,1833,912,17,14,4,21,11,410,59,15:00:00
ENG-Premier League,1819,Everton,2019-04-21 Everton-Manchester Utd,2019-04-21,Matchweek 35,Sun,Home,W,4,0,Manchester Utd,48,556,43,178,242,138,16,556,8,3,37.5,5,62.5,327,1379,658,16,12,3,13,7,328,32,13:30:00
ENG-Premier League,1819,Everton,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Away,D,0,0,Crystal Palace,63,754,53,182,347,230,40,754,14,4,28.6,10,71.4,358,1552,841,23,13,7,16,11,454,68,15:00:00
ENG-Premier League,1819,Everton,2019-05-03 Everton-Burnley,2019-05-03,Matchweek 37,Fri,Home,W,2,0,Burnley,59,733,50,198,344,198,29,733,23,10,43.5,13,56.5,475,2167,1087,24,11,3,20,4,477,47,20:00:00
ENG-Premier League,1819,Everton,2019-05-12 Tottenham-Everton,2019-05-12,Matchweek 38,Sun,Away,D,2,2,Tottenham,45,599,79,216,251,136,26,599,13,4,30.8,9,69.2,405,2085,995,19,15,4,27,13,382,31,15:00:00
ENG-Premier League,1819,Fulham,2018-08-11 Fulham-Crystal Palace,2018-08-11,Matchweek 1,Sat,Home,L,0,2,Crystal Palace,65,847,62,200,449,199,18,847,14,8,57.1,6,42.9,436,2408,1238,17,13,2,14,16,622,70,15:00:00
ENG-Premier League,1819,Fulham,2018-08-18 Tottenham-Fulham,2018-08-18,Matchweek 2,Sat,Away,L,1,3,Tottenham,40,578,91,233,265,83,13,578,12,11,91.7,1,8.3,248,1455,677,18,11,5,15,11,374,32,15:00:00
ENG-Premier League,1819,Fulham,2018-08-26 Fulham-Burnley,2018-08-26,Matchweek 3,Sun,Home,W,4,2,Burnley,63,706,70,210,337,168,22,706,13,4,30.8,9,69.2,298,1824,1008,27,15,3,8,12,507,45,16:00:00
ENG-Premier League,1819,Fulham,2018-09-01 Brighton-Fulham,2018-09-01,Matchweek 4,Sat,Away,D,2,2,Brighton,58,697,61,186,391,125,12,697,19,11,57.9,8,42.1,350,2079,1023,20,18,3,14,9,488,38,15:00:00
ENG-Premier League,1819,Fulham,2018-09-15 Manchester City-Fulham,2018-09-15,Matchweek 5,Sat,Away,L,0,3,Manchester City,36,541,85,209,243,95,9,541,15,8,53.3,7,46.7,285,1513,758,16,14,1,13,9,337,32,15:00:00
ENG-Premier League,1819,Fulham,2018-09-22 Fulham-Watford,2018-09-22,Matchweek 6,Sat,Home,D,1,1,Watford,60,702,75,239,340,125,19,702,7,4,57.1,3,42.9,317,1921,1110,22,16,4,16,8,419,55,12:30:00
ENG-Premier League,1819,Fulham,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Away,L,0,3,Everton,49,549,64,174,269,112,10,549,14,5,35.7,9,64.3,220,1351,685,17,9,1,16,16,337,40,15:00:00
ENG-Premier League,1819,Fulham,2018-10-07 Fulham-Arsenal,2018-10-07,Matchweek 8,Sun,Home,L,1,5,Arsenal,48,627,58,145,342,146,15,627,8,3,37.5,5,62.5,264,1586,801,16,19,1,14,16,401,52,12:00:00
ENG-Premier League,1819,Fulham,2018-10-20 Cardiff City-Fulham,2018-10-20,Matchweek 9,Sat,Away,L,2,4,Cardiff City,59,627,71,211,305,114,10,627,4,4,100.0,0,0.0,262,1543,707,5,8,0,20,12,389,35,15:00:00
ENG-Premier League,1819,Fulham,2018-10-27 Fulham-Bournemouth,2018-10-27,Matchweek 10,Sat,Home,L,0,3,Bournemouth,51,681,73,177,383,126,10,681,7,5,71.4,2,28.6,319,2226,1155,22,20,5,8,5,471,41,15:00:00
ENG-Premier League,1819,Fulham,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Away,L,0,1,Huddersfield,56,666,70,205,355,110,12,666,27,13,48.1,14,51.9,286,1459,585,14,8,4,20,11,390,26,20:00:00
ENG-Premier League,1819,Fulham,2018-11-11 Liverpool-Fulham,2018-11-11,Matchweek 12,Sun,Away,L,0,2,Liverpool,29,438,75,181,181,78,6,438,12,7,58.3,5,41.7,159,1045,454,11,7,2,17,13,209,24,12:00:00
ENG-Premier League,1819,Fulham,2018-11-24 Fulham-Southampton,2018-11-24,Matchweek 13,Sat,Home,W,3,2,Southampton,38,546,84,219,221,111,19,546,15,11,73.3,4,26.7,189,1038,509,12,5,3,10,15,284,37,15:00:00
ENG-Premier League,1819,Fulham,2018-12-02 Chelsea-Fulham,2018-12-02,Matchweek 14,Sun,Away,L,0,2,Chelsea,35,515,67,177,231,111,12,515,17,11,64.7,6,35.3,184,963,460,6,7,2,9,12,291,27,12:00:00
ENG-Premier League,1819,Fulham,2018-12-05 Fulham-Leicester City,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Leicester City,46,501,53,136,206,161,21,501,11,9,81.8,2,18.2,169,959,453,11,10,3,20,12,231,32,19:45:00
ENG-Premier League,1819,Fulham,2018-12-08 Manchester Utd-Fulham,2018-12-08,Matchweek 16,Sat,Away,L,1,4,Manchester Utd,38,527,65,160,240,131,14,526,18,12,66.7,6,33.3,213,1259,712,10,6,2,13,9,296,40,15:00:00
ENG-Premier League,1819,Fulham,2018-12-15 Fulham-West Ham,2018-12-15,Matchweek 17,Sat,Home,L,0,2,West Ham,56,661,43,131,350,189,22,661,23,16,69.6,7,30.4,327,1957,1003,23,19,4,11,15,423,56,17:30:00
