,,,,date,round,day,venue,result,GF,GA,opponent,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,time
ENG-Premier League,1819,Chelsea,2019-03-10 Chelsea-Wolves,2019-03-10,Matchweek 30,Sun,Home,D,1,1,Wolves,1,22,6,27.3,0.05,0.17,19.5,2,0,0,1.1,1.1,0.05,-0.1,-0.1,14:05:00
ENG-Premier League,1819,Chelsea,2019-03-17 Everton-Chelsea,2019-03-17,Matchweek 31,Sun,Away,L,0,2,Everton,0,17,5,29.4,0.0,0.0,16.7,1,0,0,1.4,1.4,0.09,-1.4,-1.4,16:30:00
ENG-Premier League,1819,Chelsea,2019-03-31 Cardiff City-Chelsea,2019-03-31,Matchweek 32,Sun,Away,W,2,1,Cardiff City,2,21,3,14.3,0.1,0.67,19.5,1,0,0,1.8,1.8,0.09,0.2,0.2,14:05:00
ENG-Premier League,1819,Chelsea,2019-04-03 Chelsea-Brighton,2019-04-03,Matchweek 27,Wed,Home,W,3,0,Brighton,3,17,4,23.5,0.18,0.75,13.8,1,0,0,2.7,2.7,0.16,0.3,0.3,19:45:00
ENG-Premier League,1819,Chelsea,2019-04-08 Chelsea-West Ham,2019-04-08,Matchweek 33,Mon,Home,W,2,0,West Ham,2,16,7,43.8,0.13,0.29,14.5,2,0,0,1.9,1.9,0.12,0.1,0.1,20:00:00
ENG-Premier League,1819,Chelsea,2019-04-14 Liverpool-Chelsea,2019-04-14,Matchweek 34,Sun,Away,L,0,2,Liverpool,0,6,3,50.0,0.0,0.0,15.0,0,0,0,0.7,0.7,0.12,-0.7,-0.7,16:30:00
ENG-Premier League,1819,Chelsea,2019-04-22 Chelsea-Burnley,2019-04-22,Matchweek 35,Mon,Home,D,2,2,Burnley,2,22,8,36.4,0.09,0.25,18.7,0,0,0,1.3,1.3,0.06,0.7,0.7,20:00:00
ENG-Premier League,1819,Chelsea,2019-04-28 Manchester Utd-Chelsea,2019-04-28,Matchweek 36,Sun,Away,D,1,1,Manchester Utd,1,16,3,18.8,0.06,0.33,19.1,2,0,0,1.7,1.7,0.11,-0.7,-0.7,16:30:00
ENG-Premier League,1819,Chelsea,2019-05-05 Chelsea-Watford,2019-05-05,Matchweek 37,Sun,Home,W,3,0,Watford,3,19,9,47.4,0.16,0.33,13.4,0,0,0,2.3,2.3,0.12,0.7,0.7,14:00:00
ENG-Premier League,1819,Chelsea,2019-05-12 Leicester City-Chelsea,2019-05-12,Matchweek 38,Sun,Away,D,0,0,Leicester City,0,14,4,28.6,0.0,0.0,19.5,0,0,0,1.5,1.5,0.11,-1.5,-1.5,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-11 Fulham-Crystal Palace,2018-08-11,Matchweek 1,Sat,Away,W,2,0,Fulham,2,12,10,83.3,0.17,0.2,17.8,0,0,0,1.0,1.0,0.08,1.0,1.0,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-20 Crystal Palace-Liverpool,2018-08-20,Matchweek 2,Mon,Home,L,0,2,Liverpool,0,8,2,25.0,0.0,0.0,20.7,1,0,0,0.4,0.4,0.05,-0.4,-0.4,20:00:00
ENG-Premier League,1819,Crystal Palace,2018-08-26 Watford-Crystal Palace,2018-08-26,Matchweek 3,Sun,Away,L,1,2,Watford,1,9,3,33.3,0.11,0.33,12.4,0,0,0,1.0,1.0,0.11,0.0,0.0,13:30:00
ENG-Premier League,1819,Crystal Palace,2018-09-01 Crystal Palace-Southampton,2018-09-01,Matchweek 4,Sat,Home,L,0,2,Southampton,0,20,6,30.0,0.0,0.0,17.4,0,0,0,2.4,2.4,0.13,-2.4,-2.4,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-09-15 Huddersfield-Crystal Palace,2018-09-15,Matchweek 5,Sat,Away,W,1,0,Huddersfield,1,7,2,28.6,0.14,0.5,14.6,0,0,0,0.7,0.7,0.09,0.3,0.3,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-09-22 Crystal Palace-Newcastle Utd,2018-09-22,Matchweek 6,Sat,Home,D,0,0,Newcastle Utd,0,16,4,25.0,0.0,0.0,18.2,3,0,0,0.9,0.9,0.05,-0.9,-0.9,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-01 Bournemouth-Crystal Palace,2018-10-01,Matchweek 7,Mon,Away,L,1,2,Bournemouth,1,10,2,20.0,0.1,0.5,21.5,1,0,0,0.4,0.4,0.04,0.6,0.6,20:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-06 Crystal Palace-Wolves,2018-10-06,Matchweek 8,Sat,Home,L,0,1,Wolves,0,11,4,36.4,0.0,0.0,20.5,1,0,0,1.4,1.4,0.13,-1.4,-1.4,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-21 Everton-Crystal Palace,2018-10-21,Matchweek 9,Sun,Away,L,0,2,Everton,0,6,2,33.3,0.0,0.0,20.7,1,0,1,1.3,0.5,0.09,-1.3,-0.5,16:00:00
ENG-Premier League,1819,Crystal Palace,2018-10-28 Crystal Palace-Arsenal,2018-10-28,Matchweek 10,Sun,Home,D,2,2,Arsenal,2,14,1,7.1,0.0,0.0,22.6,0,2,2,2.3,0.7,0.05,-0.3,-0.7,13:30:00
ENG-Premier League,1819,Crystal Palace,2018-11-04 Chelsea-Crystal Palace,2018-11-04,Matchweek 11,Sun,Away,L,1,3,Chelsea,1,7,2,28.6,0.14,0.5,17.8,0,0,0,0.4,0.4,0.05,0.6,0.6,16:00:00
ENG-Premier League,1819,Crystal Palace,2018-11-10 Crystal Palace-Tottenham,2018-11-10,Matchweek 12,Sat,Home,L,0,1,Tottenham,0,11,5,45.5,0.0,0.0,16.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8,17:30:00
ENG-Premier League,1819,Crystal Palace,2018-11-24 Manchester Utd-Crystal Palace,2018-11-24,Matchweek 13,Sat,Away,D,0,0,Manchester Utd,0,13,2,15.4,0.0,0.0,22.6,0,0,0,1.2,1.2,0.09,-1.2,-1.2,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-01 Crystal Palace-Burnley,2018-12-01,Matchweek 14,Sat,Home,W,2,0,Burnley,2,29,9,31.0,0.07,0.22,19.2,1,0,0,1.6,1.6,0.06,0.4,0.4,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-04 Brighton-Crystal Palace,2018-12-04,Matchweek 15,Tue,Away,L,1,3,Brighton,1,17,3,17.6,0.0,0.0,20.4,1,1,1,1.7,1.0,0.06,-0.7,-1.0,19:45:00
ENG-Premier League,1819,Crystal Palace,2018-12-08 West Ham-Crystal Palace,2018-12-08,Matchweek 16,Sat,Away,L,2,3,West Ham,2,8,4,50.0,0.25,0.5,16.2,1,0,0,0.7,0.7,0.09,1.3,1.3,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-15 Crystal Palace-Leicester City,2018-12-15,Matchweek 17,Sat,Home,W,1,0,Leicester City,1,8,1,12.5,0.13,1.0,20.5,0,0,0,0.5,0.5,0.06,0.5,0.5,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-22 Manchester City-Crystal Palace,2018-12-22,Matchweek 18,Sat,Away,W,3,2,Manchester City,3,4,2,50.0,0.5,1.0,22.3,0,1,1,0.9,0.3,0.08,2.1,1.7,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-26 Crystal Palace-Cardiff City,2018-12-26,Matchweek 19,Wed,Home,D,0,0,Cardiff City,0,31,5,16.1,0.0,0.0,17.4,1,0,0,2.1,2.1,0.07,-2.1,-2.1,15:00:00
ENG-Premier League,1819,Crystal Palace,2018-12-30 Crystal Palace-Chelsea,2018-12-30,Matchweek 20,Sun,Home,L,0,1,Chelsea,0,4,0,0.0,0.0,,14.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,12:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-02 Wolves-Crystal Palace,2019-01-02,Matchweek 21,Wed,Away,W,2,0,Wolves,2,16,3,18.8,0.06,0.33,21.1,0,1,1,1.9,1.1,0.07,0.1,-0.1,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-01-12 Crystal Palace-Watford,2019-01-12,Matchweek 22,Sat,Home,L,1,2,Watford,0,15,6,40.0,0.0,0.0,17.5,0,0,0,1.3,1.3,0.09,-1.3,-1.3,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-19 Liverpool-Crystal Palace,2019-01-19,Matchweek 23,Sat,Away,L,3,4,Liverpool,3,9,3,33.3,0.33,1.0,13.9,0,0,0,0.7,0.7,0.07,2.3,2.3,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-01-30 Southampton-Crystal Palace,2019-01-30,Matchweek 24,Wed,Away,D,1,1,Southampton,1,15,2,13.3,0.07,0.5,20.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-02-02 Crystal Palace-Fulham,2019-02-02,Matchweek 25,Sat,Home,W,2,0,Fulham,2,16,5,31.3,0.06,0.2,15.6,1,1,1,2.2,1.5,0.1,-0.2,-0.5,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-09 Crystal Palace-West Ham,2019-02-09,Matchweek 26,Sat,Home,D,1,1,West Ham,1,25,5,20.0,0.04,0.2,17.0,1,0,0,2.6,2.6,0.11,-1.6,-1.6,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-02-23 Leicester City-Crystal Palace,2019-02-23,Matchweek 27,Sat,Away,W,4,1,Leicester City,4,6,4,66.7,0.5,0.75,18.1,0,1,1,1.7,1.0,0.16,2.3,2.0,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-02-27 Crystal Palace-Manchester Utd,2019-02-27,Matchweek 28,Wed,Home,L,1,3,Manchester Utd,1,17,2,11.8,0.06,0.5,18.9,1,0,0,1.7,1.7,0.1,-0.7,-0.7,20:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-02 Burnley-Crystal Palace,2019-03-02,Matchweek 29,Sat,Away,W,3,1,Burnley,2,10,4,40.0,0.2,0.5,19.8,0,0,0,0.5,0.5,0.05,1.5,1.5,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-03-09 Crystal Palace-Brighton,2019-03-09,Matchweek 30,Sat,Home,L,1,2,Brighton,1,14,2,14.3,0.0,0.0,20.1,0,1,1,1.5,0.7,0.05,-0.5,-0.7,12:30:00
ENG-Premier League,1819,Crystal Palace,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Matchweek 32,Sat,Home,W,2,0,Huddersfield,2,18,4,22.2,0.06,0.25,18.1,0,1,1,2.7,1.9,0.11,-0.7,-0.9,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-03 Tottenham-Crystal Palace,2019-04-03,Matchweek 31,Wed,Away,L,0,2,Tottenham,0,5,1,20.0,0.0,0.0,16.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,19:45:00
ENG-Premier League,1819,Crystal Palace,2019-04-06 Newcastle Utd-Crystal Palace,2019-04-06,Matchweek 33,Sat,Away,W,1,0,Newcastle Utd,1,2,0,0.0,0.0,,19.7,0,1,1,0.9,0.1,0.06,0.1,-0.1,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-14 Crystal Palace-Manchester City,2019-04-14,Matchweek 34,Sun,Home,L,1,3,Manchester City,1,7,3,42.9,0.14,0.33,21.2,1,0,0,0.4,0.4,0.05,0.6,0.6,14:05:00
ENG-Premier League,1819,Crystal Palace,2019-04-21 Arsenal-Crystal Palace,2019-04-21,Matchweek 35,Sun,Away,W,3,2,Arsenal,3,16,7,43.8,0.19,0.43,12.7,0,0,0,1.6,1.6,0.1,1.4,1.4,16:00:00
ENG-Premier League,1819,Crystal Palace,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Home,D,0,0,Everton,0,8,0,0.0,0.0,,19.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,15:00:00
ENG-Premier League,1819,Crystal Palace,2019-05-04 Cardiff City-Crystal Palace,2019-05-04,Matchweek 37,Sat,Away,W,3,2,Cardiff City,3,21,7,33.3,0.14,0.43,18.5,1,0,0,1.6,1.6,0.08,1.4,1.4,17:30:00
ENG-Premier League,1819,Crystal Palace,2019-05-12 Crystal Palace-Bournemouth,2019-05-12,Matchweek 38,Sun,Home,W,5,3,Bournemouth,4,17,8,47.1,0.24,0.5,17.4,0,0,0,2.8,2.8,0.17,1.2,1.2,15:00:00
ENG-Premier League,1819,Everton,2018-08-11 Wolves-Everton,2018-08-11,Matchweek 1,Sat,Away,D,2,2,Wolves,2,8,5,62.5,0.25,0.4,11.5,0,0,0,1.0,1.0,0.12,1.0,1.0,17:30:00
ENG-Premier League,1819,Everton,2018-08-18 Everton-Southampton,2018-08-18,Matchweek 2,Sat,Home,W,2,1,Southampton,2,13,7,53.8,0.15,0.29,16.6,0,0,0,1.5,1.5,0.12,0.5,0.5,15:00:00
ENG-Premier League,1819,Everton,2018-08-25 Bournemouth-Everton,2018-08-25,Matchweek 3,Sat,Away,D,2,2,Bournemouth,2,11,3,27.3,0.18,0.67,19.4,1,0,0,0.6,0.6,0.06,1.4,1.4,15:00:00
ENG-Premier League,1819,Everton,2018-09-01 Everton-Huddersfield,2018-09-01,Matchweek 4,Sat,Home,D,1,1,Huddersfield,1,11,1,9.1,0.09,1.0,17.0,0,0,0,0.8,0.8,0.08,0.2,0.2,15:00:00
ENG-Premier League,1819,Everton,2018-09-16 Everton-West Ham,2018-09-16,Matchweek 5,Sun,Home,L,1,3,West Ham,1,16,4,25.0,0.06,0.25,19.8,3,0,0,1.4,1.4,0.08,-0.4,-0.4,16:00:00
ENG-Premier League,1819,Everton,2018-09-23 Arsenal-Everton,2018-09-23,Matchweek 6,Sun,Away,L,0,2,Arsenal,0,10,6,60.0,0.0,0.0,17.1,1,0,0,0.8,0.8,0.09,-0.8,-0.8,16:00:00
ENG-Premier League,1819,Everton,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Home,W,3,0,Fulham,3,18,6,33.3,0.17,0.5,18.8,1,0,1,2.3,1.5,0.09,0.7,1.5,15:00:00
ENG-Premier League,1819,Everton,2018-10-06 Leicester City-Everton,2018-10-06,Matchweek 8,Sat,Away,W,2,1,Leicester City,2,17,8,47.1,0.12,0.25,19.0,0,0,0,1.3,1.3,0.07,0.7,0.7,15:00:00
ENG-Premier League,1819,Everton,2018-10-21 Everton-Crystal Palace,2018-10-21,Matchweek 9,Sun,Home,W,2,0,Crystal Palace,2,20,4,20.0,0.1,0.5,19.6,1,0,0,1.8,1.8,0.09,0.2,0.2,16:00:00
ENG-Premier League,1819,Everton,2018-10-28 Manchester Utd-Everton,2018-10-28,Matchweek 10,Sun,Away,L,1,2,Manchester Utd,1,13,5,38.5,0.0,0.0,18.0,0,1,1,1.8,1.0,0.08,-0.8,-1.0,16:00:00
ENG-Premier League,1819,Everton,2018-11-03 Everton-Brighton,2018-11-03,Matchweek 11,Sat,Home,W,3,1,Brighton,3,14,3,21.4,0.21,1.0,13.7,0,0,0,2.0,2.0,0.14,1.0,1.0,15:00:00
ENG-Premier League,1819,Everton,2018-11-11 Chelsea-Everton,2018-11-11,Matchweek 12,Sun,Away,D,0,0,Chelsea,0,6,1,16.7,0.0,0.0,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,14:15:00
ENG-Premier League,1819,Everton,2018-11-24 Everton-Cardiff City,2018-11-24,Matchweek 13,Sat,Home,W,1,0,Cardiff City,1,16,7,43.8,0.06,0.14,15.6,0,0,0,2.1,2.1,0.14,-1.1,-1.1,15:00:00
ENG-Premier League,1819,Everton,2018-12-02 Liverpool-Everton,2018-12-02,Matchweek 14,Sun,Away,L,0,1,Liverpool,0,9,3,33.3,0.0,0.0,16.6,0,0,0,1.1,1.1,0.15,-1.1,-1.1,16:15:00
ENG-Premier League,1819,Everton,2018-12-05 Everton-Newcastle Utd,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Newcastle Utd,1,19,3,15.8,0.05,0.33,17.2,1,0,0,1.8,1.8,0.1,-0.8,-0.8,19:45:00
ENG-Premier League,1819,Everton,2018-12-10 Everton-Watford,2018-12-10,Matchweek 16,Mon,Home,D,2,2,Watford,2,11,4,36.4,0.18,0.5,19.0,1,0,1,1.7,0.9,0.08,0.3,1.1,20:00:00
ENG-Premier League,1819,Everton,2018-12-15 Manchester City-Everton,2018-12-15,Matchweek 17,Sat,Away,L,1,3,Manchester City,1,9,2,22.2,0.11,0.5,14.1,0,0,0,1.5,1.5,0.17,-0.5,-0.5,12:30:00
ENG-Premier League,1819,Everton,2018-12-23 Everton-Tottenham,2018-12-23,Matchweek 18,Sun,Home,L,2,6,Tottenham,2,10,3,30.0,0.2,0.67,17.8,0,0,0,0.9,0.9,0.09,1.1,1.1,16:00:00
ENG-Premier League,1819,Everton,2018-12-26 Burnley-Everton,2018-12-26,Matchweek 19,Wed,Away,W,5,1,Burnley,5,12,5,41.7,0.33,0.8,17.7,1,1,1,1.5,0.7,0.06,3.5,3.3,15:00:00
ENG-Premier League,1819,Everton,2018-12-29 Brighton-Everton,2018-12-29,Matchweek 20,Sat,Away,L,0,1,Brighton,0,13,4,30.8,0.0,0.0,18.5,1,0,0,0.7,0.7,0.06,-0.7,-0.7,15:00:00
ENG-Premier League,1819,Everton,2019-01-01 Everton-Leicester City,2019-01-01,Matchweek 21,Tue,Home,L,0,1,Leicester City,0,17,2,11.8,0.0,0.0,17.0,2,0,0,1.0,1.0,0.06,-1.0,-1.0,12:30:00
ENG-Premier League,1819,Everton,2019-01-13 Everton-Bournemouth,2019-01-13,Matchweek 22,Sun,Home,W,2,0,Bournemouth,2,15,2,13.3,0.13,1.0,16.0,1,0,0,1.0,1.0,0.07,1.0,1.0,14:15:00
ENG-Premier League,1819,Everton,2019-01-19 Southampton-Everton,2019-01-19,Matchweek 23,Sat,Away,L,1,2,Southampton,1,7,2,28.6,0.14,0.5,16.8,0,0,0,0.9,0.9,0.14,0.1,0.1,15:00:00
ENG-Premier League,1819,Everton,2019-01-29 Huddersfield-Everton,2019-01-29,Matchweek 24,Tue,Away,W,1,0,Huddersfield,1,10,5,50.0,0.1,0.2,18.0,2,0,0,1.1,1.1,0.12,-0.1,-0.1,19:45:00
ENG-Premier League,1819,Everton,2019-02-02 Everton-Wolves,2019-02-02,Matchweek 25,Sat,Home,L,1,3,Wolves,1,13,4,30.8,0.08,0.25,16.9,1,0,0,1.2,1.2,0.09,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Everton,2019-02-06 Everton-Manchester City,2019-02-06,Matchweek 27,Wed,Home,L,0,2,Manchester City,0,4,1,25.0,0.0,0.0,26.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1,19:45:00
ENG-Premier League,1819,Everton,2019-02-09 Watford-Everton,2019-02-09,Matchweek 26,Sat,Away,L,0,1,Watford,0,9,4,44.4,0.0,0.0,13.1,1,0,0,0.7,0.7,0.08,-0.7,-0.7,15:00:00
ENG-Premier League,1819,Everton,2019-02-26 Cardiff City-Everton,2019-02-26,Matchweek 28,Tue,Away,W,3,0,Cardiff City,3,12,4,33.3,0.25,0.75,17.8,0,0,0,1.0,1.0,0.08,2.0,2.0,19:45:00
ENG-Premier League,1819,Everton,2019-03-03 Everton-Liverpool,2019-03-03,Matchweek 29,Sun,Home,D,0,0,Liverpool,0,7,3,42.9,0.0,0.0,15.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,16:15:00
ENG-Premier League,1819,Everton,2019-03-09 Newcastle Utd-Everton,2019-03-09,Matchweek 30,Sat,Away,L,2,3,Newcastle Utd,2,7,3,42.9,0.29,0.67,12.9,0,0,0,1.1,1.1,0.16,0.9,0.9,15:00:00
ENG-Premier League,1819,Everton,2019-03-17 Everton-Chelsea,2019-03-17,Matchweek 31,Sun,Home,W,2,0,Chelsea,2,14,7,50.0,0.14,0.29,14.3,0,0,1,2.3,1.4,0.11,-0.3,0.6,16:30:00
ENG-Premier League,1819,Everton,2019-03-30 West Ham-Everton,2019-03-30,Matchweek 32,Sat,Away,W,2,0,West Ham,2,17,9,52.9,0.12,0.22,14.6,0,0,0,1.8,1.8,0.11,0.2,0.2,17:30:00
ENG-Premier League,1819,Everton,2019-04-07 Everton-Arsenal,2019-04-07,Matchweek 33,Sun,Home,W,1,0,Arsenal,1,23,6,26.1,0.04,0.17,17.3,0,0,0,2.4,2.4,0.11,-1.4,-1.4,14:05:00
ENG-Premier League,1819,Everton,2019-04-13 Fulham-Everton,2019-04-13,Matchweek 34,Sat,Away,L,0,2,Fulham,0,9,1,11.1,0.0,0.0,16.6,0,0,0,1.1,1.1,0.12,-1.1,-1.1,15:00:00
ENG-Premier League,1819,Everton,2019-04-21 Everton-Manchester Utd,2019-04-21,Matchweek 35,Sun,Home,W,4,0,Manchester Utd,4,15,8,53.3,0.27,0.5,15.8,0,0,0,1.6,1.6,0.11,2.4,2.4,13:30:00
ENG-Premier League,1819,Everton,2019-04-27 Crystal Palace-Everton,2019-04-27,Matchweek 36,Sat,Away,D,0,0,Crystal Palace,0,22,3,13.6,0.0,0.0,16.3,0,0,0,1.5,1.5,0.07,-1.5,-1.5,15:00:00
ENG-Premier League,1819,Everton,2019-05-03 Everton-Burnley,2019-05-03,Matchweek 37,Fri,Home,W,2,0,Burnley,1,20,6,30.0,0.05,0.17,18.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,20:00:00
ENG-Premier League,1819,Everton,2019-05-12 Tottenham-Everton,2019-05-12,Matchweek 38,Sun,Away,D,2,2,Tottenham,2,16,9,56.3,0.13,0.22,13.3,1,0,0,2.0,2.0,0.17,0.0,0.0,15:00:00
ENG-Premier League,1819,Fulham,2018-08-11 Fulham-Crystal Palace,2018-08-11,Matchweek 1,Sat,Home,L,0,2,Crystal Palace,0,15,6,40.0,0.0,0.0,20.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7,15:00:00
ENG-Premier League,1819,Fulham,2018-08-18 Tottenham-Fulham,2018-08-18,Matchweek 2,Sat,Away,L,1,3,Tottenham,1,10,3,30.0,0.1,0.33,18.8,0,0,0,1.6,1.6,0.16,-0.6,-0.6,15:00:00
ENG-Premier League,1819,Fulham,2018-08-26 Fulham-Burnley,2018-08-26,Matchweek 3,Sun,Home,W,4,2,Burnley,4,25,12,48.0,0.16,0.33,21.5,0,0,0,1.3,1.3,0.05,2.7,2.7,16:00:00
ENG-Premier League,1819,Fulham,2018-09-01 Brighton-Fulham,2018-09-01,Matchweek 4,Sat,Away,D,2,2,Brighton,2,10,5,50.0,0.2,0.4,18.3,1,0,0,1.6,1.6,0.17,0.4,0.4,15:00:00
ENG-Premier League,1819,Fulham,2018-09-15 Manchester City-Fulham,2018-09-15,Matchweek 5,Sat,Away,L,0,3,Manchester City,0,9,3,33.3,0.0,0.0,23.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Fulham,2018-09-22 Fulham-Watford,2018-09-22,Matchweek 6,Sat,Home,D,1,1,Watford,1,15,3,20.0,0.07,0.33,15.9,0,0,0,1.7,1.7,0.12,-0.7,-0.7,12:30:00
ENG-Premier League,1819,Fulham,2018-09-29 Everton-Fulham,2018-09-29,Matchweek 7,Sat,Away,L,0,3,Everton,0,6,0,0.0,0.0,,22.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,15:00:00
ENG-Premier League,1819,Fulham,2018-10-07 Fulham-Arsenal,2018-10-07,Matchweek 8,Sun,Home,L,1,5,Arsenal,1,21,4,19.0,0.05,0.25,22.5,0,0,0,1.4,1.4,0.07,-0.4,-0.4,12:00:00
ENG-Premier League,1819,Fulham,2018-10-20 Cardiff City-Fulham,2018-10-20,Matchweek 9,Sat,Away,L,2,4,Cardiff City,2,9,4,44.4,0.22,0.5,23.0,2,0,0,0.7,0.7,0.08,1.3,1.3,15:00:00
ENG-Premier League,1819,Fulham,2018-10-27 Fulham-Bournemouth,2018-10-27,Matchweek 10,Sat,Home,L,0,3,Bournemouth,0,11,1,9.1,0.0,0.0,16.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,15:00:00
ENG-Premier League,1819,Fulham,2018-11-05 Huddersfield-Fulham,2018-11-05,Matchweek 11,Mon,Away,L,0,1,Huddersfield,0,8,1,12.5,0.0,0.0,15.6,1,0,0,0.4,0.4,0.06,-0.4,-0.4,20:00:00
ENG-Premier League,1819,Fulham,2018-11-11 Liverpool-Fulham,2018-11-11,Matchweek 12,Sun,Away,L,0,2,Liverpool,0,8,3,37.5,0.0,0.0,26.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,12:00:00
ENG-Premier League,1819,Fulham,2018-11-24 Fulham-Southampton,2018-11-24,Matchweek 13,Sat,Home,W,3,2,Southampton,3,10,5,50.0,0.3,0.6,15.3,0,0,0,1.3,1.3,0.13,1.7,1.7,15:00:00
ENG-Premier League,1819,Fulham,2018-12-02 Chelsea-Fulham,2018-12-02,Matchweek 14,Sun,Away,L,0,2,Chelsea,0,9,4,44.4,0.0,0.0,25.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,12:00:00
ENG-Premier League,1819,Fulham,2018-12-05 Fulham-Leicester City,2018-12-05,Matchweek 15,Wed,Home,D,1,1,Leicester City,1,25,7,28.0,0.04,0.14,18.3,2,0,0,1.4,1.4,0.06,-0.4,-0.4,19:45:00
ENG-Premier League,1819,Fulham,2018-12-08 Manchester Utd-Fulham,2018-12-08,Matchweek 16,Sat,Away,L,1,4,Manchester Utd,1,9,3,33.3,0.0,0.0,19.9,0,1,1,1.2,0.4,0.05,-0.2,-0.4,15:00:00
ENG-Premier League,1819,Fulham,2018-12-15 Fulham-West Ham,2018-12-15,Matchweek 17,Sat,Home,L,0,2,West Ham,0,16,4,25.0,0.0,0.0,20.2,0,0,0,1.3,1.3,0.08,-1.3,-1.3,17:30:00
ENG-Premier League,1819,Fulham,2018-12-22 Newcastle Utd-Fulham,2018-12-22,Matchweek 18,Sat,Away,D,0,0,Newcastle Utd,0,4,2,50.0,0.0,0.0,21.3,1,0,0,0.2,0.2,0.06,-0.2,-0.2,15:00:00
ENG-Premier League,1819,Fulham,2018-12-26 Fulham-Wolves,2018-12-26,Matchweek 19,Wed,Home,D,1,1,Wolves,1,11,4,36.4,0.09,0.25,15.1,0,0,0,1.2,1.2,0.11,-0.2,-0.2,12:30:00
ENG-Premier League,1819,Fulham,2018-12-29 Fulham-Huddersfield,2018-12-29,Matchweek 20,Sat,Home,W,1,0,Huddersfield,1,13,4,30.8,0.08,0.25,14.2,0,0,1,1.8,1.0,0.08,-0.8,0.0,15:00:00
ENG-Premier League,1819,Fulham,2019-01-01 Arsenal-Fulham,2019-01-01,Matchweek 21,Tue,Away,L,1,4,Arsenal,1,9,4,44.4,0.11,0.25,18.1,1,0,0,1.4,1.4,0.15,-0.4,-0.4,15:00:00
ENG-Premier League,1819,Fulham,2019-01-12 Burnley-Fulham,2019-01-12,Matchweek 22,Sat,Away,L,1,2,Burnley,1,12,3,25.0,0.08,0.33,16.1,0,0,0,0.8,0.8,0.07,0.2,0.2,15:00:00
ENG-Premier League,1819,Fulham,2019-01-20 Fulham-Tottenham,2019-01-20,Matchweek 23,Sun,Home,L,1,2,Tottenham,0,12,4,33.3,0.0,0.0,19.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9,16:00:00
ENG-Premier League,1819,Fulham,2019-01-29 Fulham-Brighton,2019-01-29,Matchweek 24,Tue,Home,W,4,2,Brighton,4,24,7,29.2,0.17,0.57,16.1,0,0,0,3.3,3.3,0.15,0.7,0.7,19:45:00
