fixture_id,fixture_referee,fixture_date,venue_id,venue_name,venue_city,status_long,status_short,status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,home_rank,home_elo,away_rank,away_elo
197342,,2014-01-06,,Stadio Olimpico (Roma),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,487,Lazio,https://media-4.api-sports.io/football/teams/487.png,True,505,Inter,https://media-4.api-sports.io/football/teams/505.png,False,1,0,0,0,1,0,52,1653.68981934,41,1675.25915527
197341,,2014-01-06,,Stadio Communale Friuli (Udine),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,494,Udinese,https://media-4.api-sports.io/football/teams/494.png,False,504,Verona,https://media-4.api-sports.io/football/teams/504.png,True,1,3,1,2,1,3,63,1634.49755859,70,1615.52502441
197340,,2014-01-06,,Stadio Ennio Tardini (Parma),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,523,Parma,https://media-4.api-sports.io/football/teams/523.png,True,503,Torino,https://media-4.api-sports.io/football/teams/503.png,False,3,1,2,1,3,1,64,1633.97753906,72,1604.62426758
197336,,2014-01-06,,Stadio San Paolo (Napoli),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,492,Napoli,https://media-4.api-sports.io/football/teams/492.png,True,498,Sampdoria,https://media-4.api-sports.io/football/teams/498.png,False,2,0,0,0,2,0,17,1789.77246094,86,1557.60974121
197338,,2014-01-06,,Stadio Comunale Luigi Ferraris (Genova),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,495,Genoa,https://media-4.api-sports.io/football/teams/495.png,True,488,Sassuolo,https://media-4.api-sports.io/football/teams/488.png,False,2,0,2,0,2,0,77,1586.05786133,95,1519.17333984
197337,,2014-01-06,,Stadio Angelo Massimino (Catania),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 18,1580,Catania,https://media-4.api-sports.io/football/teams/1580.png,True,500,Bologna,https://media-4.api-sports.io/football/teams/500.png,False,2,0,1,0,2,0,81,1566.8013916,82,1566.30175781
197343,,2014-01-11,,Stadio Armando Picchi (Livorno),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 19,868,Livorno,https://media-4.api-sports.io/football/teams/868.png,False,523,Parma,https://media-4.api-sports.io/football/teams/523.png,True,0,3,0,1,0,3,96,1502.28747559,64,1633.97753906
197344,,2014-01-11,,Stadio Renato Dall'Ara (Bologna),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 19,500,Bologna,https://media-4.api-sports.io/football/teams/500.png,0,487,Lazio,https://media-4.api-sports.io/football/teams/487.png,0,0,0,0,0,0,0,82,1566.30175781,52,1653.68981934
197348,,2014-01-12,,Stadio Marc'Antonio Bentegodi (Verona),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 19,504,Verona,https://media-4.api-sports.io/football/teams/504.png,False,492,Napoli,https://media-4.api-sports.io/football/teams/492.png,True,0,3,0,1,0,3,70,1615.52502441,17,1789.77246094
197346,,2014-01-12,,Stadio Atleti Azzurri d'Italia (Bergamo),,Match Finished,FT,90,135,Serie A,Italy,https://media-4.api-sports.io/football/leagues/135.png,https://media-4.api-sports.io/flags/it.svg,2013,Regular Season - 19,499,Atalanta,https://media-4.api-sports.io/football/teams/499.png,True,1580,Catania,https://media-4.api-sports.io/football/teams/1580.png,False,2,1,0,0,2,1,87,1554.81225586,81,1566.8013916
